document,0,1,2,3
654,0.056107223,0.2530053,0.42949456,0.2613929
655,0.65209436,0.19033532,0.06566658,0.09190378
656,,0.44437262,0.549074,
657,0.019066967,0.4739175,0.5069919,
658,0.14191572,0.46696934,0.35791853,0.033196453
659,0.37250653,0.19375806,0.11577102,0.31796435
660,,0.32334355,0.6766286,
661,0.13495241,0.35812205,0.47524697,0.031678576
662,0.6958705,0.19335386,0.015444799,0.095330834
663,0.048032265,0.02922702,0.26623577,0.6565049
664,0.010733814,0.42615303,0.4592116,0.10390157
665,0.10880224,0.14248142,0.40819743,0.34051895
666,0.08590994,0.24754548,0.6665202,
667,0.15051301,0.026506102,0.43088785,0.39209303
668,0.20787963,0.5206221,0.27148142,
669,0.044669017,0.47545633,0.46804968,0.011824983
670,0.59008044,0.047128268,0.11721526,0.24557604
671,0.052152887,0.049172945,0.41874942,0.47992477
672,0.09234554,0.15408394,0.37634668,0.37722388
673,0.5540431,0.30538833,0.14049345,
674,0.05276953,,0.36742297,0.57953006
675,0.07558515,0.4445702,0.47980908,
676,0.65425956,0.3405891,,
677,0.9999799,,,
678,0.014480347,0.31014228,0.6751447,
679,0.14190763,,0.5889324,0.2689985
680,0.20716262,0.052592397,0.32210502,0.41814
681,0.082045205,0.15101267,0.51128894,0.25565317
682,0.17051074,0.072161116,0.5696038,0.18772437
683,0.121929586,,0.32024944,0.5576727
684,0.07788485,0.012708576,0.29639727,0.61300933
685,0.13467023,,0.28021494,0.5849793
686,0.0819424,,0.38857475,0.5292159
687,0.07467138,0.40119925,0.52411723,
688,,0.3715096,0.46490544,0.16350484
689,0.03084459,0.47951257,0.3590641,0.13057873
690,,0.3351191,0.6648397,
691,0.0137822,0.06909498,0.41991845,0.4972044
692,0.05774256,0.15655401,0.3799383,0.40576515
693,0.016894545,0.09211414,0.39063886,0.50035244
694,0.052312627,0.08202694,0.41743255,0.44822785
695,0.0443087,0.348572,0.60685635,
696,0.05595882,0.0134325335,0.3840776,0.5465311
697,0.037605416,0.06306141,0.38995147,0.5093817
698,,0.27664262,0.6709299,0.05238954
699,0.851559,,0.017441737,0.12863517
700,,0.09720297,0.47164178,0.42353818
701,,0.4607318,,0.5392029
702,0.031043172,0.018303987,0.3278081,0.6228447
703,0.031970676,0.19854279,0.36385095,0.40563557
704,0.04545694,,0.37243482,0.5818913
705,0.023935637,0.43253878,0.54346234,
706,0.017911704,0.5507861,0.43125525,
707,0.20980632,0.05349469,0.33251533,0.40418363
708,0.038180802,,0.4489682,0.5118326
709,0.104677625,,0.33481923,0.5602858
710,0.6521655,0.12541959,0.11547082,0.10694407
711,0.08251908,,0.44357145,0.46700963
712,0.09733914,,0.3937329,0.5087584
713,0.25150502,0.1672403,0.33280772,0.24844691
714,0.073995285,,0.39424986,0.531582
715,0.052421223,0.15669958,0.3318134,0.45906577
716,,0.03760889,0.51605326,0.4461539
717,0.022719031,,0.5696133,0.40693584
718,0.14497775,0.17125078,0.31772178,0.3660497
719,,0.092550814,0.49130818,0.41597614
720,0.020589972,0.09285585,0.8094303,0.077123836
721,0.7154902,0.1467253,0.02976741,0.108017035
722,,0.36025676,0.6396774,
723,0.5088178,,0.15932705,0.33178183
724,0.07548725,0.013240635,0.36893928,0.5423328
725,0.54374677,0.121499114,0.19313996,0.1416142
726,0.78216076,0.07582212,0.08145406,0.06056306
727,,0.18920735,0.7740521,0.03668079
728,0.056619544,0.18441458,0.52594227,0.23302361
729,0.1044624,0.42574742,0.46972215,
730,0.01597764,0.10358566,0.6364237,0.24401298
731,0.04837315,0.28912118,0.4696031,0.19290252
732,,0.22112365,0.68272567,0.09609893
733,,0.11864215,0.68754876,0.18400897
734,0.09402859,0.4466001,0.45933425,
735,0.07024722,0.19286466,0.46109852,0.2757896
736,0.060866,0.05168644,0.4332882,0.45415938
737,,,0.38423726,0.6075015
738,0.036603577,0.10773313,0.35991436,0.49574897
739,0.07197509,,0.521163,0.40674937
740,0.06259243,0.12267501,0.49721187,0.31752074
741,0.03362598,0.35640407,0.6099339,
742,0.01797649,0.40086353,0.5811104,
743,0.14552924,0.43765977,0.41677102,
744,0.709285,0.20689853,0.08378343,
745,,0.29887143,0.6925145,
746,0.1204546,0.47923842,0.40024891,
747,,0.23452619,0.6321272,0.13330337
748,0.020418333,0.4026863,0.57686365,
749,0.17371365,0.26154935,0.45258152,0.11215552
750,,0.39132738,0.6085921,
751,0.014904098,0.06602399,0.51891637,0.4001555
752,0.064607896,0.24506006,0.54400104,0.14633097
753,,,0.661187,0.33233586
754,0.051073253,0.03385117,0.4797256,0.43534994
755,0.087441,0.08208548,0.31751436,0.5129592
756,0.11509199,,0.4151526,0.46535906
757,0.08005989,,0.30559185,0.61411935
758,0.20381616,,0.3803663,0.41567358
759,0.9999723,,,
760,0.025193201,0.1386119,0.39581984,0.440375
761,0.36866456,0.022495814,0.43030822,0.1785314
762,0.16422038,0.013682235,0.5089048,0.31319255
763,0.71375996,0.08462819,0.075002715,0.12660913
764,0.20234744,0.13608856,0.23352993,0.428034
765,0.015283915,,0.5742799,0.41025013
766,0.05507901,,0.41916117,0.5255918
767,0.07847801,0.014946631,0.3091722,0.59740317
768,0.02813921,,0.46011394,0.51150674
769,0.035281908,,0.38899377,0.57547885
770,0.07210406,0.051125117,0.45628026,0.42049053
771,0.614359,0.06160867,0.14111404,0.18291824
772,0.24094151,0.018778263,0.31198564,0.42829457
773,0.94133353,0.042603232,,
774,0.2715786,,0.29986715,0.42830926
775,0.26303074,0.2009532,0.14675322,0.38926283
776,,0.19817115,0.6910202,0.110728525
777,0.06790776,,0.5793071,0.35160786
778,0.04984743,,0.7728425,0.17722732
779,0.99998206,,,
780,0.10401444,,0.36921692,0.52656627
781,0.9818713,0.018072663,,
782,0.030654345,0.13114735,0.33890757,0.4992907
783,0.48776695,0.2002004,0.16859257,0.1434401
784,0.036435455,0.26405373,0.67826617,0.021244653
785,0.048848554,0.10706516,0.2949431,0.5491432
786,0.06613561,0.30261853,0.63120866,
787,0.053653322,,0.42484868,0.521207
788,0.031408343,,0.35619143,0.6070495
789,0.02013714,0.14209555,0.42818207,0.40958524
790,,0.23490801,0.64983463,0.11518984
791,0.022133246,,0.3919546,0.58563995
792,0.05597374,0.35631758,0.5497801,0.037928585
793,0.36004427,,0.24359237,0.39630046
794,0.18958387,,0.2830732,0.5271449
795,0.2965935,,0.31694305,0.38632518
796,0.09220079,0.12768322,0.25938478,0.5207312
797,0.04495868,,0.4047169,0.5418548
798,0.03877641,0.07214116,0.38498908,0.5040933
799,0.25582358,0.3935323,0.20246232,0.14818175
800,0.1438266,0.100660935,0.44378385,0.31172866
801,0.020491393,,0.4973168,0.48197076
802,0.030519288,0.15050314,0.56281286,0.2561647
803,0.08543563,0.125168,0.32799587,0.46140048
804,0.3579704,,0.19205281,0.44922778
805,0.3102882,0.034217134,0.3534603,0.30203435
806,0.02191529,0.18862444,0.76939625,0.020064054
807,0.33770669,0.2465497,0.39088854,0.02485505
808,0.08929772,0.30918127,0.59811914,
809,0.027205681,0.07552725,0.40558144,0.4916856
810,0.19827156,0.32477105,0.47691238,
811,0.035902813,0.038810488,0.45066306,0.47462365
812,0.119745865,,0.31240872,0.5628461
813,0.32134297,0.114720136,0.38133022,0.18260668
814,0.10181884,,0.38300425,0.51496315
815,0.6770406,0.11908861,0.20383143,
816,0.024085706,,0.40423995,0.57148457
817,0.059512924,0.15288717,0.40801704,0.3795829
818,0.12388163,,0.36773095,0.5060835
819,0.07902495,0.03346573,0.41367394,0.47383538
820,0.21003619,0.4832511,0.17625244,0.13046023
821,0.031849917,0.30009466,0.6662077,
822,,0.2505275,0.7494278,
823,0.750317,0.047864523,0.11934761,0.08247086
824,0.52499694,,0.1540747,0.32078817
825,0.09688154,,0.26100317,0.64193815
826,0.6457418,0.11035669,0.2438865,
827,0.22609639,,0.20663723,0.5671412
828,0.024159262,0.24623963,0.61190724,0.117693834
829,0.11214496,0.4645676,0.42327318,
830,0.083391964,0.41687727,0.49967068,
831,0.1626848,0.19079143,0.6460249,
832,0.09214332,0.356485,0.54668254,
833,0.032388303,0.2625728,0.70429057,
834,0.39434287,0.337334,0.2682696,
835,,0.29277462,0.7058554,
836,0.085663594,0.026367428,0.45865172,0.42931727
837,0.29703492,0.3470086,0.23753801,0.11841851
838,0.13845794,,0.51581407,0.34554642
839,0.1769307,0.3031214,0.36432397,0.1556239
840,,0.26275083,0.73414594,
841,0.07981846,0.33979452,0.58034676,
842,0.15226512,0.42497855,0.25520992,0.16754636
843,0.22675088,0.06875515,0.36431333,0.34018067
844,0.89009905,0.052041568,0.02150291,0.03635645
845,0.1070969,0.1548408,0.4512364,0.28682587
846,0.99998474,,,
847,0.30641058,0.032051526,0.4014888,0.26004905
848,0.078143016,0.18223912,0.73958236,
849,0.14939365,0.50665784,0.34391895,
850,0.34757558,0.041987587,0.3725689,0.23786795
851,,0.32802418,0.6675354,
852,,0.2783967,0.7215543,
853,0.054145154,,0.45590192,0.48980182
854,0.1149487,,0.51762354,0.3673416
855,0.06399686,0.26796913,0.41991895,0.24811508
856,,0.17942975,0.7362662,0.074918166
857,0.012473628,0.16636227,0.6004618,0.22070238
858,0.041470252,0.4202774,0.46290898,0.0753433
859,0.15221721,0.52673006,0.32101208,
860,0.9999668,,,
861,0.023041293,0.21000196,0.6679879,0.09896887
862,0.0661419,0.34720042,0.57169724,0.014960486
863,0.0669513,0.19080415,0.51541555,0.22682902
864,0.065266244,,0.30245775,0.632098
865,0.098935716,,0.74563444,0.15534858
866,0.15793769,,0.3127798,0.52911425
867,,0.33344364,0.60200834,0.06450093
868,,0.20687793,0.7930348,
869,0.03298209,0.1358865,0.35892966,0.47220173
870,,0.17224604,0.82771546,
871,0.38114312,0.01581502,0.37705693,0.22598495
872,0.025332976,,0.46044102,0.5139263
873,0.0621603,0.22778803,0.33486483,0.37518683
874,0.36945203,0.2980927,0.13994722,0.19250809
875,0.09063545,0.4217644,0.27909976,0.20850042
876,0.5756443,0.38752404,0.036814988,
877,0.04103662,0.09120139,0.57421327,0.2935487
878,0.029185321,0.2787828,0.66541904,0.026612775
879,0.037198868,0.22350237,0.70006573,0.039233003
880,0.16748315,0.03851063,0.33130583,0.46270046
881,0.041361,0.09762353,0.20466924,0.65634626
882,0.01977986,0.37679902,0.60338527,
883,0.053589944,0.25460145,0.3788219,0.31298667
884,0.039725907,0.25971854,0.6914783,
885,,0.45249087,0.512642,0.034826048
886,0.05687452,0.04620736,0.340756,0.5561621
887,0.3492199,0.21658556,0.43417907,
888,0.08538938,0.05169655,0.37984526,0.48306876
889,0.022896472,0.09755353,0.336365,0.54318494
890,0.7944373,0.070696644,0.10246128,0.032404773
891,0.4246648,0.116122834,0.2876916,0.17152074
892,0.2153862,0.04200229,0.46141648,0.28119498
893,0.042227063,,0.56944966,0.3881916
894,0.10778271,0.037699547,0.66185665,0.1926611
895,0.076238334,0.39495534,0.5024672,0.026339136
896,0.86732435,,0.10652163,0.026137425
897,0.043486025,0.28258452,0.633932,0.03999748
898,0.19216591,0.05511994,0.5837948,0.1689194
899,0.07343663,0.32963917,0.4209918,0.17593238
900,0.079999946,0.16199322,0.36439615,0.3936107
901,0.3513446,0.047836997,0.14794514,0.45287326
902,0.13459912,0.06121543,0.44328412,0.3609013
903,0.010033577,0.38033396,0.60926545,
904,0.047875773,0.30316135,0.38678524,0.26217765
905,0.05616227,0.42674822,0.51706946,
906,0.26891598,0.17414309,0.5526016,
907,0.09336348,0.3892864,0.51731634,
908,0.052774236,0.31634378,0.54198205,0.088899896
909,0.9034731,0.09647622,,
910,,0.06949012,0.4138818,0.5164465
911,0.037104726,0.091757216,0.4805414,0.39059666
912,0.15663189,0.51091796,0.33241397,
913,,0.24987099,0.69805294,0.052045554
914,0.047315348,0.43833095,0.51432884,
915,0.054484777,0.36981198,0.5754478,
916,0.49919727,0.3431337,0.15764678,
917,0.07470544,0.041954078,0.3538128,0.52952766
918,0.03839381,,0.43077207,0.5227214
919,0.06157356,0.1425745,0.42462772,0.3712242
920,0.067934364,,0.6251858,0.30670574
921,0.04948932,0.14223245,0.34568635,0.46259186
922,0.20640142,,0.36406094,0.42939043
923,0.03876238,0.27945247,0.67451257,
924,0.14789537,,0.45358667,0.3982685
925,0.14584291,,0.32312822,0.5308227
926,0.055336744,0.10030716,0.40510556,0.43925056
927,0.99997705,,,
928,0.20761123,0.16509297,0.2650482,0.3622476
929,0.17698158,,0.24786195,0.5750455
930,,0.055159926,0.59846437,0.3430508
931,0.5413342,0.1607938,0.14255378,0.15531825
932,0.04619032,,0.5422063,0.41146567
933,0.9195144,0.08044208,,
