document,0,1,2,3
0,0.09709983,0.0426924,0.716213,0.1439948
1,0.14835155,0.108737595,0.6143129,0.12859797
2,0.15027487,0.23654895,0.5290855,0.08409072
3,0.21016756,0.57004666,0.10863057,0.11115519
4,0.2069834,0.22920612,0.4169756,0.14683487
5,0.29333413,0.19614588,0.30729812,0.20322183
6,0.11225436,0.040066846,0.22736302,0.6203158
7,0.2382403,0.045101147,0.5252028,0.1914558
8,0.46955132,,0.5197577,
9,0.3571555,,0.63088036,
10,0.2925226,0.12073816,0.56647897,0.020260243
11,0.090512544,0.30642238,0.5810652,0.02199994
12,0.51343995,0.0100508435,0.14469478,0.33181447
13,0.20995688,0.024812687,0.7465303,0.01870015
14,0.3295171,0.022536678,0.6205219,0.027424341
15,0.3182247,0.09931745,0.56149894,0.020958895
16,0.30947867,,0.67538613,
17,0.2941932,,0.69503367,
18,0.6547887,0.047801435,0.28752172,
19,0.12778197,0.013219744,0.85369855,
20,0.44529852,0.013435425,0.53460085,
21,0.09261757,0.18915124,0.672758,0.045473155
22,0.1658491,0.012386743,0.67880726,0.14295693
23,0.17941226,0.014730854,0.6855368,0.12032006
24,0.30733204,0.11684765,0.42718127,0.14863905
25,0.044014487,0.04328839,0.83499104,0.07770607
26,0.31397945,,0.67050636,
27,0.1601855,0.019243281,0.79785806,0.022713149
28,0.15198472,0.01654181,0.8124649,0.01900858
29,0.026486052,0.06800621,0.8923942,0.013113552
30,0.027630528,,0.7668504,0.20033222
31,0.01995471,0.043818787,0.9330762,
32,,0.089451395,0.89383006,0.011336459
33,,0.10164091,0.8871338,
34,0.028180486,0.104844615,0.8051706,0.061804283
35,0.040868707,0.13076541,0.8003878,0.027978072
36,0.18932447,,0.8044524,
37,0.25851452,,0.7322785,
38,0.24657442,0.05716866,0.68661314,
39,0.4590198,0.06440965,0.47424963,
40,0.6297735,,0.35160485,0.012358683
41,0.42053846,0.05215494,0.5247387,
42,0.6553145,,0.31874177,0.021645978
43,0.6821913,,0.27741194,0.037979815
44,0.74388057,,0.22949137,0.020677062
45,0.6050296,0.039930124,0.3061431,0.04889725
46,0.6241885,0.06296679,0.2830731,0.029771617
47,0.79693526,0.014748713,0.18484172,
48,0.7388368,0.08166413,0.17468373,
49,0.7164329,0.08183728,0.13842884,0.06330095
50,0.64936614,0.2035554,0.1421401,
51,0.62850595,0.2726418,0.09627428,
52,0.5391,0.34018424,0.118445106,
53,0.54707783,0.40602842,0.028744167,0.018149525
54,0.47404906,0.4860528,,0.03447632
55,0.4718296,0.3829316,0.036520924,0.10871787
56,0.4309404,0.40199456,0.022017546,0.14504747
57,0.3214017,0.42064738,0.042446557,0.21550438
58,0.27398255,0.49134716,0.0702342,0.1644361
59,0.23492354,0.3875611,0.011111404,0.3664039
60,0.17139174,0.43242976,,0.39294595
61,0.112622574,0.31225446,0.050633326,0.52448964
62,0.15715465,0.33158895,0.07412119,0.4371352
63,0.09595682,0.3062248,0.13232976,0.4654886
64,0.20504011,0.16759694,0.09227131,0.53509164
65,0.21507198,0.15148138,0.08035437,0.5530923
66,0.25505632,0.053160343,0.012446776,0.67933655
67,0.26027337,0.099836916,,0.63382363
68,0.1388204,0.10413352,0.06723757,0.6898085
69,0.09159093,0.20479132,0.11327288,0.59034485
70,0.019991942,0.22917943,0.16596234,0.58486634
71,0.21790297,0.32541063,0.08570969,0.37097675
72,0.21389799,0.3060224,0.06206574,0.4180138
73,0.09734815,0.3978688,0.058516063,0.44626698
74,0.08699564,0.42143118,0.0455913,0.44598186
75,0.27925125,0.5473408,0.023564527,0.14984341
76,0.2853627,0.61478287,0.059284728,0.040569708
77,0.14626598,0.7405166,0.06366191,0.049555525
78,0.22373393,0.6367897,0.02121522,0.11826116
79,0.095572546,0.77388626,0.10433403,0.02620718
80,0.1884771,0.69332653,0.01582953,0.102366894
81,0.10766916,0.706991,0.014298035,0.17104183
82,0.081847414,0.9004317,,0.012731372
83,,0.694648,,0.29496962
84,0.015382366,0.7127017,0.015583488,0.25633246
85,0.18337415,0.700401,0.032268092,0.08395677
