document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,0.020877194,0.09413447,0.23159675,0.46115926,,,,,,,0.17918639,,
1,,0.028328717,0.12293796,0.21236536,0.21739312,,,,,,,0.40569788,,
2,,0.17972548,,0.050852332,,,,,,0.40986815,0.14863846,,0.1811743,
3,,0.34074587,0.027052816,0.09591188,0.14066161,,,,,,,0.29108855,0.08136245,
4,,,0.032471653,0.47460958,,,,,,,,0.46616203,,
5,,,0.043503504,,0.058499545,,,,,0.8666429,,,,
6,,0.66542274,,,,0.31431502,,,,,,,,
7,,0.09928134,,,,0.7356843,,,,0.13252944,,,,
8,,0.636716,,0.09172143,0.08228102,,,,,0.14808315,,0.036324278,,
9,,0.54033583,,,,0.1394602,,0.16959412,,0.14953342,,,,
10,,0.48280287,,0.022154717,,,,0.40365398,,0.022201655,0.051363897,,,
11,,0.4475514,,,,0.12919638,,0.19634525,,0.2233395,,,,
12,,0.039542727,0.11700449,0.20073338,,,,,,,,0.6369006,,
13,,,0.12824003,0.3545258,0.0432141,,,,,,,0.46728495,,
14,0.020072887,0.16344601,0.106815375,0.33211145,,0.08066167,,,,0.26915058,,,,
15,,0.063410096,0.091622405,0.01974011,0.12226089,,0.03636494,,,0.031608794,,0.63188297,,
16,,0.038811237,0.07852348,0.55957955,0.18745437,,,,,,,0.1193938,,
17,,0.04786921,,0.39593887,0.33100218,,0.16687304,,,0.035673086,,,,
18,,0.05682462,0.0652283,0.05592277,0.15324286,,,,,,,0.6572434,,
19,,0.026899917,0.01771723,0.01408001,,,0.36950284,,,0.14420857,0.056559704,,0.34326246,0.02173386
20,0.018112997,0.083248004,0.04953868,,0.049980022,,0.4465723,,,,,,0.32423782,
21,,0.09652238,0.0949177,0.2917307,0.37096322,0.021481756,,,,,,0.10927811,,
22,,0.21561891,0.048136123,,0.04276639,,,,,,,0.6714307,,
23,,,0.042497,0.29553884,0.10493573,,0.088593945,,,,,0.45326036,,
24,,0.5015074,,0.24411356,,,0.09276807,,,,,0.13359001,,
25,,0.10126979,0.09371539,0.2452018,,,,,,,,0.54548,,
26,,,,,0.0733466,,0.1303019,,,0.6737335,0.08948751,,,
27,,0.1370157,0.014419653,,0.22833599,0.018914094,,,,0.12682948,,0.4654173,,
28,,0.17242678,0.051690973,0.1717386,0.10659854,,,,,,,0.47964022,,
29,,,0.033889957,0.03289962,,0.15523651,,,,0.5361829,,,0.224014,
30,,0.2954198,0.033733375,,0.12729827,,,,,,0.05097224,0.3746892,,0.091028124
31,0.0379417,0.39265022,0.034577973,,,0.07524911,,,,0.41750503,,,0.014495269,
32,,,0.07552295,0.082750216,0.047147345,,,,,,,0.7870121,,
33,,0.44381043,,,,,,,,0.08893095,,0.3005598,0.13516206,
34,,,,,,,0.887942,,,,,0.102092884,,
35,,0.03634346,,,0.2066088,,0.10523769,,,0.62320614,,,,
36,,0.31998685,0.035234734,,,0.04069624,0.12379755,,,0.100231595,,0.099059016,0.15529168,0.10669185
37,,0.08688765,0.012951921,0.024161192,,,0.14104046,,,0.34337568,,,0.376775,
38,,0.40267324,0.014183195,,0.057743292,,,,,,,0.5023548,,
39,,,,0.08529196,0.1989078,0.08432842,,,,0.2629313,0.18669371,,0.16303279,
40,,0.2590212,0.072606795,0.2596673,0.1367897,,,,,0.047237787,0.050592884,0.1638275,,
41,0.033564348,0.21453784,,,0.042048447,,0.049062684,,,0.58283424,,,0.06699285,
42,0.029037815,,,0.19584279,,0.036290847,0.29517558,,,0.3645293,,,,0.06334903
43,,0.042364165,0.031636696,0.04818501,,0.03152066,0.16437295,,,0.6626628,,,,
44,,0.1124412,0.063273795,0.2838568,,,,,,,,0.52888685,,
45,,0.08580915,,,,,0.42314747,,,0.25898892,,,0.14384748,0.075720064
46,0.06856757,0.12871331,,,,,0.17643362,,,0.08179418,0.24069072,,0.27659208,
47,,,0.07920806,,,0.06691759,0.17464465,,,0.3905917,0.15924647,,0.11312961,
48,0.05184183,0.10792413,,,,0.05388515,0.18184263,,,0.25477168,0.32128462,,,
49,0.02634152,0.34039038,,0.025182303,0.058615346,0.1301,,,,0.37394825,,,,0.031178288
50,0.023442566,0.4087409,0.04392107,0.18065248,0.19547085,0.016240017,,,,0.056555208,,,0.06083492,
51,,,,0.84260625,,,,,,,0.081462674,,0.052747194,
52,,0.12903878,,,0.19026046,0.045011055,,,,0.40914458,0.019870851,,0.18971121,
53,,0.2535611,0.15508038,0.3756902,,,,,,0.021058079,,0.1713731,,
54,,0.09145998,0.08683013,0.07234792,0.050341994,,,,,,,0.61657536,,0.06881301
55,,0.09137246,0.018663052,0.05864981,0.11871093,,,,,0.24431585,0.053976968,,0.39474082,
56,,0.052143518,,0.08502591,,,0.2162969,,,0.1698279,0.17908871,,0.28708225,
57,,0.052167427,0.028982822,,0.07827965,,,,,,0.054788433,0.7691353,,
58,,0.06188918,,0.034628954,,,0.34676436,,,0.33836156,,,,0.20026113
59,,0.43532026,,,0.056887403,,,,,0.12104008,,0.32471746,,0.03149725
60,0.027063785,0.503571,0.05950358,,,,,,,0.2887414,,,,0.10469731
61,,0.2746959,,,,,,,,0.42621303,,,0.26460743,
62,,0.23484072,,,,0.76224214,,,,,,,,
63,,0.029260123,0.05141064,0.6325425,0.06058019,,,,,0.03731946,,0.17932229,,
64,,0.07564878,0.040324815,0.27538097,0.15058316,0.13928472,,,0.2103297,,,,0.09123444,
65,,,0.046712458,0.036998726,0.09900684,,,,,,,0.8167122,,
66,,0.1913824,,0.16186161,,,,,,,,0.6174242,,
67,,0.1417561,0.019270834,,,,,,,0.40537342,0.12259274,0.19777077,,0.10025225
68,0.01704835,0.1601868,,0.05403759,0.0264426,,0.19074616,,,0.31846803,0.102168046,,,0.120244876
69,,,0.07174998,0.22052945,0.12006104,,,,,,,0.58279437,,
70,,0.6167985,,0.12587197,,,0.16819948,,,,,0.058545295,,
71,,0.66838545,0.05333944,,0.04502006,,,,,0.2004277,,,,
72,,0.26306146,,0.14135267,0.31583017,,,,,0.2336638,0.022230895,0.011909175,,
73,,0.25521794,0.07779648,0.026624074,0.025959317,0.11106633,0.19115824,,,0.30216828,,,,
74,0.026565492,0.592417,,0.1177748,,,0.10848463,,,0.09848299,,,,0.035915572
75,,,0.992406,,,,,,,,,,,
76,,0.5684607,0.10319455,0.045253232,0.25109017,,,,,,,,,
77,,0.25975922,0.027033024,,,0.7103665,,,,,,,,
78,,,,,0.049770482,,0.45896164,,,0.45259142,,,,
79,0.0425985,0.5035074,,0.05886653,0.17239407,,,,,,,,0.19658156,
80,,0.16180359,0.020069776,,0.086476766,,0.13594365,,,0.19089787,0.025337756,,0.362686,
81,,0.25076124,,,,,,,,0.044449065,,0.24968605,0.42647344,
82,,0.20737256,,,0.13199753,,0.2709755,,,0.3718957,,,,
83,,0.55255264,0.03914468,0.17146789,0.14583349,,,,,0.053312227,,,,0.015376179
84,,0.2406063,,0.17235337,,,0.082995065,,,0.2338932,,0.24245207,,
85,,0.2314956,0.028042939,0.02461571,0.025874449,,0.24558991,,,0.23125581,0.19708744,,,
86,,0.26261628,0.02407344,,,,0.16449368,,,0.5243373,,,,
87,0.027765796,0.11792811,,,0.011456545,0.0639299,0.23894659,,,0.49624974,0.029595926,,,
88,,0.18746607,0.06415387,,0.11948219,,,,,,0.21844631,,0.38708237,
89,,,0.019162497,,0.1323158,,,,,,,0.83241165,,
90,,,0.035563357,,0.101978,,,,,,,0.8590008,,
91,,0.19915088,,0.04164679,0.08419155,,,,,0.33179474,0.31614098,,,
92,,0.33370364,0.09189226,0.16722971,,,0.25700194,,,0.10581084,,0.016790217,,
93,,0.2014964,0.079598814,0.44361487,,,,,,,0.034420487,0.2214807,,
94,0.061163235,,,0.13597363,,0.13839352,0.16232623,,,0.22307135,0.2557983,,,
95,,0.054865878,0.05476735,0.16627292,,,,,,,,0.7075175,,
96,0.04647003,0.29749817,,,,,0.15651375,,,0.15099144,,,0.20043682,0.1277826
97,0.016428359,0.3244328,,,0.012499961,0.64372057,,,,,,,,
98,0.034009065,0.07475404,,,,,0.3186578,,,0.29551154,,0.13342644,0.124422394,
99,0.011170781,0.24360052,0.061816655,,,0.02001972,,,,,,0.5768005,,0.059693273
100,0.033104304,0.3026144,,,0.028493373,0.13579744,0.38252023,,,0.09163017,,,,
101,,,,,0.041835602,,0.1313723,0.07564107,,0.3603992,,,0.3601455,
102,,,0.020485058,0.07204095,0.20414868,,0.22411713,,,0.46330023,,,,
103,0.013389104,,0.023142558,,,0.13154982,0.46464962,,,0.34095395,,,,
104,0.020719485,0.13793294,0.035906583,0.118864104,0.06466904,,0.052871943,,,0.5492374,,,,
105,,0.1020672,,,0.10418269,,0.20435168,,,0.30021074,0.12888867,0.02653455,0.070036694,0.049767125
106,,,,0.10152614,,,0.25472277,,,0.5944461,0.018318878,,,0.016622521
107,,0.41643357,0.06610934,,0.22879784,,0.06327796,,,,,0.20507504,,
108,,0.07427387,,0.030009627,0.084482014,,,,,0.41585585,,,0.31110978,0.07005114
109,,,0.099047035,0.39165825,,,,,,,,0.49945122,,
110,0.027839785,0.11390333,,0.04510517,,0.17194687,0.056096654,,,0.55698395,,,,
111,,0.19793767,,0.030551277,,,0.16062427,,,0.47821397,,0.03245126,0.08249853,
112,,0.68977875,,,0.047261275,,,,,,0.22715203,,,
113,0.0112654595,,0.018242816,0.055546366,0.16166839,0.044037957,0.15013471,,,0.3876224,,,0.15871565,
114,,0.2250848,0.06539186,0.2512299,,,,,,,,0.44035193,,
115,,0.14992888,,0.056103572,,,,,,0.24538368,0.14429405,,0.38786015,
116,0.021179702,0.19998,0.049635928,0.3179097,0.20713736,,,,,0.16496016,,0.027050132,,
117,,0.07596236,0.13126303,0.45710316,,,,,,,,0.30173385,,
118,,0.3272785,0.057516303,0.13266052,0.19451997,,0.06651756,,,,0.07525028,,0.13407761,
119,,0.045665354,,0.023729654,0.020606352,,0.19885305,,,0.5104015,0.14668779,,,0.04536389
120,,0.18670468,,0.04257583,,,,,,,,,0.67113906,0.0687652
121,,0.20225583,,0.032297097,,,0.25735778,,0.23950647,0.11189599,,,,0.13354473
122,,,0.07241187,0.20143388,0.17343839,,,,,,,0.5437294,,
123,,0.32702726,0.07909208,0.35259137,,,,,,0.10094177,,0.121814094,,
124,,,0.091068186,0.36048278,0.10356765,,,,,,,0.4246438,,
125,,0.3541708,,,,0.5342932,,0.026982231,,,,0.07546846,,
126,,0.08892787,,0.2665995,,0.078582786,,,,,0.56362146,,,
127,,0.32222724,,0.40471378,,,,,,,,0.24616733,,
128,,0.040467814,0.06599344,0.14147493,,,,,,,,0.74215615,,
