document,0,1,2,3
0,0.039517373,0.118812665,0.8127708,0.028899185
1,0.102785006,0.20782992,0.58664554,0.10273955
2,0.24067688,0.0306879,0.6977314,0.030903839
3,0.6352803,0.035389695,0.2938054,0.035524596
4,0.18418172,0.13467011,0.54578525,0.13536298
5,0.20776695,0.18601096,0.42069352,0.18552856
6,0.60756195,0.03510633,0.32153067,0.035801087
7,0.23954108,0.013004808,0.7343715,0.013082645
8,0.03445431,,0.9624273,
9,0.028793102,,0.96990114,
10,0.14003554,,0.8575107,
11,0.25664705,,0.74040097,
12,0.49263677,,0.50360703,
13,0.029334635,,0.9646705,
14,0.06372136,,0.9296975,
15,0.122623675,,0.8726183,
16,,,0.9858691,
17,,,0.99044174,
18,0.13966306,,0.85488224,
19,,,0.98922366,
20,0.026613219,,0.9685556,
21,0.17803897,,0.8141903,
22,0.14988467,,0.8449352,
23,0.12765804,,0.86323506,
24,0.30451143,,0.69017655,
25,0.07596078,,0.91807306,
26,0.013524043,,0.981927,
27,0.02486034,,0.9702789,
28,0.0133014545,,0.9814623,
29,0.023714159,,0.9735705,
30,0.19212618,,0.8061898,
31,,,0.9936682,
32,0.044462334,,0.9535992,
33,0.03558462,,0.96291804,
34,0.11903881,,0.87989515,
35,0.092356354,,0.9063775,
36,,,0.9972601,
37,0.010156775,,0.98904127,
38,0.061857928,,0.93751085,
39,0.10875359,,0.8906863,
40,0.12730265,,0.8722387,
41,0.089892484,,0.9095917,
42,0.14360653,,0.85604274,
43,0.17074424,,0.8289435,
44,0.16868447,,0.8308361,
45,0.19785285,,0.801619,
46,0.20044921,,0.7990273,
47,0.17163283,,0.82804865,
48,0.21944264,,0.7803066,
49,0.29691416,,0.70277876,
50,0.31335557,,0.6863891,
51,0.37766472,,0.62213683,
52,0.41950122,,0.58031964,
53,0.5248252,,0.47496557,
54,0.61147815,,0.3883306,
55,0.59236455,,0.40742308,
56,0.6471685,,0.35262033,
57,0.715674,,0.2841232,
58,0.7151303,,0.28461236,
59,0.8342855,,0.16544507,
60,0.89716506,,0.102525376,
61,0.89405996,,0.105670884,
62,0.8280393,,0.1715865,
63,0.8122155,,0.18742889,
64,0.7851847,,0.2144634,
65,0.79211223,,0.20756052,
66,0.8495542,,0.1500396,
67,0.84927523,,0.15021746,
68,0.8738116,,0.12560889,
69,0.84954786,,0.1498735,
70,0.84612024,,0.15313289,
71,0.76381105,,0.23543625,
72,0.7979894,,0.20116499,
73,0.8897939,,0.10937485,
74,0.91170144,,0.08738754,
75,0.7545774,,0.24458577,
76,0.69873464,,0.30043277,
77,0.8055763,,0.19353561,
78,0.7997839,,0.19908102,
79,0.7875001,,0.21161926,
80,0.838936,,0.15977852,
81,0.91472447,,0.08371778,
82,0.9466362,,0.051560655,
83,0.99261105,,,
84,0.98084486,,0.015440226,
85,0.85382503,0.020905612,0.10490223,0.020367073
