document,0,1,2,3
0,0.119006105,0.02888692,0.8121257,0.039981313
1,0.20784451,0.10272981,0.585616,0.10380966
2,0.030690815,0.03090728,0.692237,0.24616489
3,0.03539746,0.03553289,0.28095588,0.6481138
4,0.13471094,0.13540815,0.5438157,0.18606521
5,0.18598072,0.18550083,0.41931745,0.20920101
6,0.0351443,0.035845563,0.30747315,0.621537
7,0.013007501,0.01308556,0.7278904,0.24601662
8,,,0.9606125,0.036268756
9,,,0.96814096,0.030553117
10,,,0.85298383,0.1445623
11,,,0.7329987,0.26404923
12,,,0.4904692,0.50577444
13,,,0.9632193,0.030782614
14,,,0.9271577,0.06626008
15,,,0.86852306,0.12671883
16,,,0.9855787,
17,,,0.99029094,
18,,,0.8503768,0.1441685
19,,,0.989116,
20,,,0.9672301,0.027936742
21,,,0.808764,0.18346559
22,,,0.8400914,0.15472855
23,,,0.8591352,0.13175686
24,,,0.68168414,0.31300524
25,,,0.91533065,0.07870531
26,,,0.9811959,0.014249399
27,,,0.9689433,0.026193378
28,,,0.98079526,0.013961834
29,,,0.97214156,0.025141964
30,,,0.8003671,0.19794886
31,,,0.9935336,
32,,,0.95145476,0.04660665
33,,,0.9610173,0.037485294
34,,,0.875904,0.123030014
35,,,0.9030681,0.09566588
36,,,0.997154,
37,,,0.9880205,0.011177274
38,,,0.93493235,0.064436495
39,,,0.8868921,0.1125478
40,,,0.8679949,0.13154641
41,,,0.9062353,0.09324891
42,,,0.8513666,0.1482827
43,,,0.8236057,0.17608209
44,,,0.8255397,0.17398086
45,,,0.7956168,0.20385516
46,,,0.7929795,0.20649709
47,,,0.8226609,0.17702061
48,,,0.7737618,0.2259874
49,,,0.69431937,0.3053736
50,,,0.67753637,0.32220826
51,,,0.61168665,0.38811496
52,,,0.5688475,0.43097332
53,,,0.46089512,0.53889567
54,,,0.372157,0.62765175
55,,,0.39171234,0.60807526
56,,,0.33558655,0.6642023
57,,,0.2654117,0.73438543
58,,,0.2659412,0.7338015
59,,,0.1438753,0.8558552
60,,,0.079466596,0.9202238
61,,,0.0827132,0.9170176
62,,,0.15018001,0.84944576
63,,,0.16640384,0.83324045
64,,,0.19410126,0.80554676
65,,,0.18704234,0.8126304
66,,,0.12813383,0.8714599
67,,,0.12829664,0.871196
68,,,0.10317328,0.89624715
69,,,0.12801076,0.87141055
70,,,0.13139023,0.8678628
71,,,0.21564022,0.78360707
72,,,0.18050289,0.81865144
73,,,0.08669171,0.9124769
74,,,0.06435938,0.93472946
75,,,0.22499304,0.77417016
76,,,0.2821094,0.71705806
77,,,0.17271371,0.8263982
78,,,0.17848185,0.8203831
79,,,0.19124734,0.807872
80,,,0.13825361,0.8604608
81,,,0.060992517,0.9374495
82,,,0.03050411,0.96769214
83,,,,0.99324465
84,,,0.010325416,0.98594874
85,0.020958707,0.020409193,0.09503569,0.8635964
