document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.5386635,0.048980277,0.25248432,,,0.08074338,,,,0.06610214,,,,
1,0.6868619,0.04553661,0.14069107,,,,,,,0.112050824,,,,
2,,,,,0.41846102,0.41431877,,,,,,,0.13043916,
3,0.40440956,0.31526774,0.109505005,,,0.10546404,0.039060727,,,,,,,
4,0.8940029,,,,0.049179956,,,,,0.03030084,,,,
5,,,0.09040452,,0.2352775,0.6431538,,,,,,,,
6,,0.7476688,,,,,,,,,0.23204479,,,
7,,,,,0.2249605,,,,,,0.73974925,,,
8,0.14215772,0.38307372,0.0463836,,0.42296922,,,,,,,,,
9,,0.31302255,,,0.40527296,,,,0.2043169,,0.07629322,,,
10,,0.15466824,,,0.5091802,,,,0.31449652,,,,,
11,,0.18717118,0.010228461,,0.48564842,,,,0.23105337,,0.07583453,,,
12,0.8690307,0.06023393,,,,,,,,0.06427508,,,,
13,0.8633974,0.052014034,,,,,,,,0.07709058,,,,
14,0.24460623,,,,0.43132675,,,,,0.06873281,0.09947506,,0.097575344,0.030522527
15,0.60439247,,0.19500197,,0.09899536,,,,,0.0972342,,,,
16,0.77683425,0.076372944,,,0.060908277,,,,,0.06261118,,0.011780761,,
17,0.54073924,,,,0.19421192,0.118706815,,,,0.12096269,,,,
18,0.663665,0.038303416,0.2282704,,,,,,,0.056992177,,,,
19,,,,0.21107255,0.31159657,0.1378474,0.2719235,,,0.05835075,,,,
20,,,0.051829044,0.20082733,0.29947355,,0.23187974,,,0.17234553,,,,0.015390882
21,0.53805846,0.06833361,0.14426331,,0.12748906,,,,,0.07590823,0.03065722,,,
22,0.5966485,0.174283,0.17529498,,0.03259168,,,,,,,,,
23,0.7799171,,,,0.11930104,,,,,0.08163087,,,,
24,0.33091524,0.36625525,,,0.17656152,,,,,0.09876273,,,,
25,0.7801248,0.05484242,,,0.07971778,,,,,0.07164493,,,,
26,,,0.09579745,,0.1418814,0.5452717,,,,,,,0.18453974,
27,0.38444948,0.044481546,0.34469125,,0.18928562,,,,,,0.026803792,,,
28,0.6826027,0.13322343,0.06951198,,0.09489285,,,,,,,,,
29,0.021293346,,,,0.31569165,0.53075457,,,,,0.115161516,,,
30,0.3171522,0.118175924,0.18302052,,0.29803655,,,,,,,0.05341821,,
31,,0.18879044,,,0.37872082,0.2685453,,,,,0.09935505,,,0.033275705
32,0.8354003,0.018040193,0.11560776,,,,,,,0.02387001,,,,
33,0.24310014,0.24994723,0.078245826,,0.39664373,,,,,,,,,
34,0.08365623,,,0.5794871,,,,,,0.32771483,,,,
35,,,0.21537744,,0.22195762,0.49827704,,,0.035543088,,,,,
36,0.057963464,0.1581609,0.06457229,,0.31599513,,0.14157219,,,0.099824585,0.07048443,0.072492465,,
37,,,,0.13738976,0.27205843,0.5700289,,,,,,,,
38,0.4206685,0.25594828,0.17149149,,0.12914535,,,,,,,,,
39,0.09481072,,0.10164851,,0.06410365,0.5056804,,,,,0.085161954,,0.12981033,
40,0.48310977,0.19757104,,,0.15123203,0.081379056,,,,0.073455945,,,,
41,,0.045058142,0.059692,,0.41136864,0.4387014,,,,,,,,0.032834336
42,0.16475818,,,0.2292603,0.25778535,0.06134628,,,,,0.044687834,0.11694759,0.08363317,0.0299035
43,0.044018272,,,,0.4187684,0.46986872,,,,0.029347109,0.016168395,,,
44,0.80864954,0.1061423,,,0.046354774,,,,,0.027450114,,,,
45,,,,0.48007846,0.25417334,0.18048121,,,,,,0.071215734,,
46,,0.12984191,,0.17624052,,0.27750593,0.13824806,,,,,,0.18027662,0.07037674
47,,,,,0.19854167,0.5181329,,,,0.1618417,0.101161964,,,
48,,,,0.21273598,0.27005002,0.154773,,,,,0.11899992,0.030972913,0.13768399,0.050129626
49,0.026607482,0.35393122,0.040081613,,,0.38838255,,,,,0.08714789,0.06703442,,0.02270438
50,0.25445145,0.37196273,0.032821726,,0.02763511,0.18565911,,,,0.08684199,,,,0.02413338
51,0.6238571,,,,,,,,,,,,0.35038167,
52,,,0.15920231,,0.24787879,0.5088028,,,0.05120986,,0.022706592,,,
53,0.49743977,0.17914076,,,0.13477722,,,,,0.15936121,,,,
54,0.6528892,0.06998823,0.112698026,,,,,,,0.11559848,,0.03347919,,
55,0.0843955,,,,0.18885219,0.6958809,,,,,,,,
56,0.06018154,,,0.18186393,0.22084181,0.10078321,0.2157062,,,,0.03774581,,0.1736973,
57,0.6648003,,0.23920806,,0.077535994,,,,,,,,,
58,,,,,0.13430963,0.38975677,,,,0.2058209,0.048238434,0.19994178,,
59,0.2536991,0.25501028,0.16238081,,0.26482213,,,,,,,0.033572994,,
60,,0.37840024,,,0.16413808,0.21288535,,,,0.09775473,,0.103710406,,0.028652847
61,,0.16223921,,,0.18784386,0.60243845,,,,,0.016107636,,,
62,,0.2619608,,,0.012931993,,,,,,0.72239697,,,
63,0.75641304,0.045041665,,,,,,,,0.053052984,,,0.1337283,
64,0.3753313,0.120827936,,,,,0.11717482,0.16563207,,0.07859894,0.12274913,,,
65,0.7877957,,0.20432712,,,,,,,,,,,
66,0.75391465,0.09229592,,,0.12477738,,,,,,,,,
67,0.16000377,,0.062136702,,0.358101,0.30024564,,,,,,0.10491547,,
68,0.06607441,,,0.1801151,0.43548694,0.1475991,,,,,0.03905323,0.10558538,,0.013755034
69,0.8476141,,0.094417475,,0.052540794,,,,,,,,,
70,0.15613142,0.52550346,,,0.17096017,,,,,0.1168298,,,,
71,,0.5979921,0.049219377,,,0.22607812,,,,0.09440102,,,,
72,0.16257684,0.05651307,0.25115553,,0.4413098,,,,,,,,0.07489478,
73,,0.12668465,0.05029347,,0.30705565,0.16861072,,,,0.21116394,0.12468188,,,
74,0.09611141,0.3726282,,,0.39200023,,,,,0.08942503,,,,0.02695692
75,,,,,,,,,,0.98965156,,,,
76,0.06756849,0.43568233,0.15587758,,,0.12250485,,,,0.1903909,,,,
77,,0.28603852,,,,,,,,0.021346312,0.6859329,,,
78,,,0.03680123,0.16748066,,0.5658074,,,,0.14544316,0.05303305,,,
79,0.051252864,0.3058072,0.116187125,,0.21200877,0.16905606,,,,,,,0.082930475,0.042711563
80,,0.049999144,0.080154695,,0.27052778,0.3556425,0.16580062,,,0.05836683,,,,
81,0.19553153,0.10460018,0.08331248,,0.28480014,,0.26351085,,0.045367286,,,,,
82,,0.104908556,0.13389052,0.18597126,0.35485333,0.18117315,,,,,,0.024964359,,
83,0.23440656,0.32061353,,,0.3589015,,,,,0.05819873,,,,
84,0.38851038,0.036815073,,,0.539322,,,,,,,,,
85,,0.17073214,0.017315201,0.1229024,0.08638359,0.251375,,,,0.11356975,,,0.22179192,
86,,,,0.09717042,0.6209175,0.19160992,,,,,,0.06549116,,
87,,,0.037909787,0.16509296,0.27199006,0.31424716,,,0.053223517,,0.07813309,,0.04138195,0.025248038
88,,,0.04152365,,0.347819,0.45647204,,,,0.1282047,,,,
89,0.7285343,,0.2586157,,,,,,,,,,,
90,0.77817583,,0.21819103,,,,,,,,,,,
91,,,0.120899595,,0.60396796,,,,,,,0.02321246,0.22173317,
92,0.14637336,0.16233186,,,0.34158784,,,,,0.31556323,,,,
93,0.5900261,0.1723795,,,,,,,,0.12537892,,,0.09101133,
94,0.07388799,,,,0.1325114,0.2064576,,,,0.067518406,0.13673317,,0.300842,0.062071834
95,0.8941076,0.038592454,,,0.049069285,,,,,,,,,
96,,0.14380696,,,0.3304469,0.20942402,0.12092648,,,0.035712946,,0.095335595,,0.046673667
97,,0.3778639,0.0127714295,,0.01207975,,,,,,0.5712947,,,0.017390909
98,0.10855765,,0.03885878,0.27304223,0.21858983,0.25507674,,,,,0.054082043,,,0.03490503
99,0.56830454,0.034604542,,,0.25014478,,,,,0.041753497,0.05242304,0.020660425,,
100,,0.21133266,0.024084358,0.2822435,0.19219336,,,,,0.078427,0.16393211,,,0.02522911
101,,,,,,0.78119075,,,0.07399223,0.058011413,,0.0533599,,
102,0.094866395,,0.14621432,,0.10277909,0.4712234,,,,0.1117874,,0.05901009,,
103,,,,0.35490984,0.20730466,0.16339996,,,,0.09046482,0.14249909,0.017685087,,
104,0.1363731,,0.031016089,,0.5371037,0.24456517,,,,,,,,0.025294961
105,,,0.11641516,,0.28971455,0.2936709,,,,0.08232919,,0.05925442,0.13974349,
106,0.112358585,,,0.055407558,0.1612162,0.51178086,,,,0.021532545,0.05852941,0.06830683,,
107,0.1910339,0.26197615,0.22390763,,0.18077247,,,,,0.12233791,,,,
108,,,0.06736444,,0.20218931,0.6225562,,,,,,0.08990777,,
109,0.8807368,0.03580932,,,,,,,,0.073220566,,,,
110,0.044101585,,,,0.3545202,0.34593576,,,0.05121429,,0.15241098,,,0.023752607
111,0.065495566,,,,0.52990144,0.31415725,,,,,0.06840589,,,
112,,0.573537,0.03329897,0.15006794,,,,,,,,,0.21077296,
113,0.069765866,,0.11106266,,0.23376746,0.51977974,,,,,0.046127453,,,
114,0.6637287,0.18698685,,,,,,,,0.08636833,,,0.04499819,
115,,0.101358905,,,0.056339227,0.53982604,0.07477517,,,,,,0.21110204,
116,0.46379712,0.03252483,,,0.38115743,,,,,,0.0784623,,,0.028324315
117,0.76227546,0.14073575,,,,,,,,0.05939715,,,,
