document,0,1,3,4,5,6,7,8,10,11
0,0.66303194,,0.31668952,,0.012457604,,,,,
1,,,0.67888427,,,0.12672308,,0.08298007,,0.09429208
2,,,0.4930802,0.14614189,,,,0.2637288,0.079817235,
3,0.5022351,,0.48334625,,0.010743123,,,,,
4,,0.089892395,0.12569593,,,0.26688093,0.20942768,0.23756878,0.06040524,
5,0.6276579,,0.2873784,0.02435611,0.05607332,,,,,
6,,,0.45377865,,,0.20014171,,0.2004295,0.12027603,
7,,,0.3025964,,0.5854545,,,0.10079395,,
8,,,0.49266642,0.18518536,0.06609677,0.08100151,,,0.16228352,
9,,,0.1359738,0.021120118,0.8028569,0.03295344,,,,
10,,,0.333128,0.06780168,0.16745134,0.25421384,,,0.16531868,
11,0.049824502,,0.18493907,0.015865358,0.68443793,,,,,0.051426567
12,,,0.55626315,0.08425828,0.24088976,,,,0.05266826,0.054276966
13,,,0.29458907,0.039762676,0.6076691,,,,,0.042135026
14,,,0.6259494,,,0.11717975,,0.09821892,0.14440201,
15,,,0.55492115,0.053623788,0.29919884,0.040618163,,,,0.03757255
16,,,0.48022074,0.10472051,,,0.08338656,0.16077659,,0.14978349
17,,,0.62297416,0.15258718,,0.08384578,,0.0406488,0.08605282,
18,,,0.40994206,0.03481504,0.29527408,0.08166417,,,0.12854104,0.033870663
19,,,0.5468256,0.059511643,0.27972236,,,,0.09352371,
20,,0.032621007,0.45223796,,0.098121084,0.17337523,,,0.19500998,0.03805552
21,,,0.6159599,0.085729904,0.10078408,,,0.086534984,,0.09791586
22,,,0.44351494,0.08060291,0.11599606,0.169947,,,0.09411104,0.080014616
23,,,0.23396835,0.12764573,0.2034633,0.16335064,,,0.10896567,0.14924492
24,,,0.6251078,0.048461385,0.09475073,,,,0.1194388,0.09620697
25,,,0.516894,0.05701908,0.16574372,0.21021214,,,0.038917933,
26,,0.07963952,0.6353708,,0.06355623,,0.14478335,,,0.05354365
27,0.23753782,,0.5404381,0.07095577,,,0.12350564,,,0.012460327
28,0.11604524,,0.21096058,0.051682256,0.021341035,0.34533766,0.037678342,,,0.21062875
29,,,0.71589327,0.09627088,0.032495264,0.04959332,,0.09426441,,
30,,,0.4735987,0.07516122,,0.08956636,0.12645821,,0.06098274,0.16149096
31,,,0.50815606,0.11579926,0.12525822,,0.105942756,,0.12453827,
32,,,0.5322148,0.080491185,0.16102979,0.0712918,,,0.08678007,0.053398177
33,,,0.35548148,0.05578371,,0.09103748,,0.19428416,0.2842047,
34,0.056475963,,0.123599164,,0.6306965,0.09460663,,,,0.08493264
35,0.5143498,,0.3906621,0.046867862,,0.024244245,0.012158019,,,
36,,,0.44447973,0.12515284,0.11319157,0.2219435,,,0.076872595,
37,0.06180193,,0.4554247,0.15736768,0.16646425,,,,0.0982573,0.04585556
38,,,0.48597223,0.0406541,0.23751149,0.12970729,0.08877466,,,
39,,,0.4292993,,0.31020823,0.1947451,,,,0.054567974
40,0.07044401,,0.46005026,,0.30155346,,0.15697397,,,
41,,,0.649108,0.06234326,,,,0.087414116,0.17860432,
42,,,0.40401107,0.14608657,0.15347964,,0.057298448,,0.1704156,0.058014363
43,,,0.5639131,,0.21172795,,,0.108899206,0.05771245,0.044774525
44,,,0.2522714,0.11070404,0.25179932,,0.32797906,,,0.045414075
45,0.38557076,,0.6087702,,,,,,,
46,0.17090946,,0.64911807,,0.0364586,,0.04239019,,,0.08326907
47,,,0.37287864,0.08616918,0.43075854,0.0781259,,,,0.021324718
48,,,0.54947424,0.041856434,,0.12848973,,0.027385896,0.24114689,
49,,,0.17312422,0.030943595,0.7395924,,,,,0.048982404
50,,,0.23189333,0.16366658,0.11582974,0.32161424,,,,0.15906928
51,,,0.52651626,0.15449569,0.20335318,,,,,0.10031741
52,,0.07815918,0.47922006,0.1205868,0.13530017,,0.09386987,,,0.07568854
53,0.0814596,,0.553181,0.111443676,,0.13484792,,,0.105150975,
54,,,0.49821377,0.10291906,0.19188103,0.18666099,,,,
55,,,0.5463051,0.10057643,,0.03822609,0.08899128,0.06535002,,0.14183398
56,,,0.38527325,0.11580685,0.2798051,0.15125988,,,0.056107655,
57,,,0.18143685,0.07274354,0.18444344,,,,,0.5557382
58,,,0.35601947,0.05468034,0.55019444,,,,,0.028241964
59,0.08574299,,0.5349655,,0.17066331,,0.13384637,,,0.057261482
60,,,0.5210382,0.11389059,0.31688696,,,,,0.036831915
61,0.1493964,,0.27372137,0.06911368,0.095029496,0.29224813,,,,0.10406053
62,,,0.40443835,0.073540926,0.19280466,0.1422825,,,0.10964135,0.06684967
63,,,0.43565845,0.046752375,0.16021091,0.11785613,,,0.14461285,0.08491312
64,,0.05651963,0.5350435,0.03414086,0.3164802,,,,0.04958815,
65,,0.12081043,0.512564,,,0.09417516,0.09207477,0.041140325,,0.1253674
66,,0.09161568,0.3327911,,0.38188356,0.16664508,,,,
67,,,0.7487664,0.07494206,,,,0.14605232,,
68,0.123967886,,0.5129429,,0.16144922,,,,0.1787028,
69,,,0.05361542,,0.7742649,,0.09510802,,0.06624269,
70,,,0.5396409,0.054656312,0.094047286,0.22616638,,,,0.070650496
71,0.10743589,,0.5705599,0.10158303,0.18461248,,,,,0.022232177
72,0.11496409,,0.40628332,0.036976226,,0.10583646,0.058147237,0.15923846,0.1083625,
73,,,0.40063918,0.05837429,0.24222964,0.122320175,,,0.16229552,
74,0.06381328,,0.3574163,0.2676592,0.13927008,0.07021908,,,,0.08846985
75,0.100471325,,0.5407978,0.08984149,0.0562249,,,,0.11949119,0.08040666
76,,0.15901248,0.37295014,0.09989906,0.30588177,,,,0.05068397,
77,,0.057664018,0.4438334,,0.061539743,0.3518319,,,,0.06993431
78,0.14227235,,0.35944787,0.048927683,,0.33015835,,,,0.10104278
79,,,0.643842,0.034065276,0.18279831,,,,,0.12458743
80,,,0.5182157,0.20311782,,0.10721995,,,,0.15130569
81,,,0.5942888,0.17690186,0.11677023,,,0.040038,,0.059698906
82,0.072802946,,0.49517372,0.06855129,0.1474048,,,,0.117137305,0.087777615
83,,,0.4681345,0.333149,0.037425958,0.12967536,,,,0.020148616
84,,,0.5816496,0.043707866,,0.056375127,,,0.1834743,0.11841143
85,0.15691438,,0.35672972,,0.062302645,0.15971716,0.15600133,,,0.093744755
86,,,0.6952113,0.12763803,0.028626697,0.06421374,,,0.07304444,
87,,,0.5242893,,0.4064717,,,,,0.051648203
88,,,0.27247998,0.13883379,0.42324486,0.14862217,,,,
89,0.09032131,,0.5631158,,0.30605486,,,,,0.026593942
90,,,0.50355315,0.14044173,0.13017645,,0.114113174,,0.096435964,
91,,,0.3543466,0.23805207,,0.22593516,,,,0.15479128
92,,,0.14719978,,0.5455354,,0.29961637,,,
93,0.08770444,,0.47117716,0.2648692,0.0169718,,,,0.0867479,0.054883596
