document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.013742166,0.032610185,0.019678619,,0.022749253,,0.09288355,,0.01586436,0.7548801,,,0.021104248,
1,0.014241199,0.027887907,0.0141026145,,0.020215932,0.7435384,0.032754976,,0.02638819,0.033445895,0.01674799,0.029605957,0.021369927,
2,,0.010843594,0.010264936,0.05023778,0.014300206,0.7037353,0.05046147,0.028427046,0.027763352,0.01684664,0.028867414,,,0.035413418
3,,0.015152112,,0.19162229,0.020370647,0.5747983,0.053715,0.011131006,0.020160403,0.031958196,0.020633405,,0.020513134,0.01390508
4,0.03663014,0.018476542,0.018298833,,,0.6702307,0.05129853,0.02538899,0.025527563,0.034247562,0.05804379,0.01804604,0.024966707,
5,0.02801477,0.02516978,0.024035363,,0.026678508,0.19143881,0.20037656,0.01677076,0.116808705,0.053818364,0.16439113,0.015440841,0.03554965,0.09651551
6,0.030423671,0.022924209,0.027884442,0.19401278,0.01406279,0.011974388,0.4043806,0.046951383,0.019413749,0.039840717,0.044749245,0.09069691,0.0149602415,0.037724923
7,0.21952988,0.027241113,0.09780021,0.014249299,0.09084131,0.0144086275,0.077251725,0.07858267,0.033135526,0.02710009,0.20700844,0.018534945,0.030497884,0.063818276
8,0.028576527,0.052347653,0.021293567,0.023414228,0.122006424,0.011883985,0.4086725,0.017086847,0.17825562,0.050331566,0.012333244,0.02353641,0.032713745,0.017547706
9,0.08632741,0.021551281,0.3789346,0.020016506,0.02507568,0.017090507,0.044228084,0.06649517,0.034748822,0.01647117,0.17843811,0.0119106695,0.014764823,0.08394715
10,,,,0.8289526,,,0.026432527,,,0.023185011,0.015691288,0.05331387,,0.011763539
11,,,,0.69564605,,,0.0244414,,0.012025521,0.026608631,,0.17760453,,0.016943585
12,0.12145474,0.023074716,0.030439328,0.051365968,0.015431004,0.016845591,0.20740832,0.14949301,0.01652978,0.11150821,0.033541925,0.018066907,0.014516019,0.19032449
13,0.020348622,0.059956312,0.09001109,0.16014925,0.06851353,0.014750098,0.1588945,0.054781426,0.032449886,0.09684742,0.116849005,0.08613683,0.012965858,0.027346168
14,0.020843204,0.03426141,0.22074671,0.020289509,0.13939543,,0.04284434,0.037457738,,0.037132785,0.351814,0.03207974,0.032585576,0.019077811
15,0.08188591,0.04325947,0.039707005,0.059169147,0.07329654,0.011909844,0.053049486,0.14631549,0.048653807,0.055939917,0.30134952,0.027521756,0.013626771,0.044315316
16,0.26366287,0.10306091,0.028695554,0.013836744,0.01631334,0.04093563,0.11234145,0.09042667,0.03662368,0.035978742,0.091369964,0.078373924,0.04622079,0.042159773
17,0.073085204,0.025610108,0.15147775,0.017926577,0.13266303,0.03535062,0.023389757,0.056347482,0.02209904,0.052431274,0.35469294,0.012648464,0.012527402,0.029750377
18,0.047491807,0.05003091,0.0828483,0.0831005,0.0805943,0.018349806,0.0742499,0.120470874,0.012326,0.056523386,0.13974321,0.08114187,0.08311576,0.07001333
19,0.044168636,0.022955673,0.21751778,0.020877957,0.09072431,0.035551034,0.048820972,0.08945295,0.013139761,0.024256583,0.31803322,0.020835672,0.017760357,0.03590505
20,0.124369375,0.023506342,0.02877291,0.0136638265,0.03308519,0.031242194,0.06366221,0.02661969,0.025482418,0.017149042,0.39979365,0.02281109,0.045450144,0.14439194
21,0.02570779,0.01655522,0.028883407,0.018289063,0.03803674,0.031538125,0.48141068,0.033158723,0.013276636,0.065500535,0.0418754,0.10362159,0.017785251,0.084360875
22,,,0.01375328,0.16002846,0.032107785,0.012966694,0.42525893,,,0.011476777,0.15682662,0.062611945,0.027887769,0.06401212
23,,,,0.70826095,,,0.11069169,,,0.040189195,,0.07846495,,0.019710358
24,0.048217688,0.036558166,0.22203042,0.011598682,0.0660009,,0.014436238,0.030518385,0.052910324,0.053562816,0.30252686,,0.04494985,0.09983743
25,0.061595988,0.04615808,0.14054208,,0.053888734,,0.043293253,0.019618994,0.016238295,0.061601177,0.38338956,0.014813883,0.098410375,0.043806642
26,0.010205108,0.018543538,,0.53864837,0.012944904,,0.06919848,0.010396012,,0.097980246,0.011753173,0.17599922,0.012463057,0.020153001
27,,0.023011101,0.027888004,0.043265134,,0.48276275,,0.012662094,0.01704727,0.2529345,0.047449056,0.030532558,0.02512458,0.014784762
28,,,,,0.065743625,0.032497596,0.65957886,0.018578494,0.10711625,,,,0.06851234,
29,0.032380998,,0.011078032,0.02501209,0.010697526,0.4597174,0.115153916,,0.051314786,0.038454924,0.13245232,0.01599985,0.031950008,0.057000075
30,0.018263143,,0.021833643,0.1091541,,0.54886824,0.08470991,0.049150188,0.029381584,0.012627005,0.016530028,0.016252298,0.022097936,0.054415718
31,0.051487368,0.013157222,0.022713343,,0.026415678,0.5783342,0.06547743,0.019448288,0.027577085,0.021148216,0.0848361,,0.016631836,0.059351794
32,0.026881838,0.011299074,0.07302987,0.047636654,0.049308356,0.38427794,0.018496513,0.06831987,0.031892717,,0.1750512,0.016686583,0.022081055,0.06940561
33,,0.04229612,,0.043864798,0.010069497,0.5792848,0.10003282,0.019551074,0.028799731,0.020194003,0.038339056,0.02267804,0.021055402,0.057143047
34,0.0136930905,0.06518011,,0.040286627,0.033574246,0.56286156,0.041140854,0.02076513,0.024891341,0.040915497,0.053720195,0.02169662,0.03954149,0.031771448
35,0.05887908,0.011825593,0.020377878,0.01422712,0.017383642,0.52756155,0.051389188,0.02083155,0.0269425,0.03151985,0.06566541,0.032535687,0.029519195,0.09134172
36,,0.016324526,0.04006863,0.10627898,0.01710388,0.56494975,0.038102597,0.01805834,0.040760495,0.019749288,0.04175268,0.01009298,0.023150193,0.05436017
37,,0.013144731,,,,0.016596166,0.41761056,0.014485402,,0.31262758,,0.15876587,0.015834447,
38,0.01027991,0.028360846,0.013220838,0.4338572,0.018983234,,0.08627304,0.014983415,,0.09119147,0.022228599,0.1911039,,0.06535834
39,0.011411459,,,,,0.016698055,0.49616766,0.010193043,,0.26753667,0.012226677,0.125924,,
40,0.0100975195,0.027214112,0.016565425,0.3677728,0.03313236,,0.098364785,0.011461964,,0.10375562,0.023630423,0.2628784,0.011484902,0.018379388
41,0.010911315,0.072654784,0.016226726,0.01365205,0.010147567,0.67444617,0.055559017,,0.014572632,0.010910765,0.028051164,0.011197097,0.015879577,0.057817504
42,0.02281563,0.04036604,0.011648152,0.016463969,0.012193025,0.6096209,0.0859022,0.011798922,0.02566461,0.034733295,0.047727663,0.021442935,0.017525574,0.042097118
43,0.021164814,0.04732711,0.021674937,0.013953926,0.013580618,0.4753806,0.054993078,0.05798795,0.03440731,0.03686915,0.033513267,0.027357932,0.04050005,0.12128923
44,0.10538285,0.010176111,0.014453234,0.048942327,0.013092865,0.5088158,0.050161116,0.022226732,0.032782637,0.01847554,0.06519051,0.043986376,0.027115075,0.03919885
45,0.031495813,0.020846851,0.030363258,,0.015905289,0.7148152,0.047456425,0.010303375,0.034565188,0.026699977,0.014120149,,0.025698597,0.01297644
46,0.30910325,0.017795471,0.01985182,0.21305059,0.013739472,0.011556278,0.12544347,0.020234747,0.012260489,0.049177468,0.070552796,0.052983314,0.0153012015,0.06894968
47,0.21029665,0.034674354,0.021711422,0.057659347,0.017320886,0.026430016,0.20145631,0.11315312,0.018683065,0.15745984,0.048133176,0.020349525,0.019169206,0.053503096
48,0.031129654,0.016480569,0.18484317,0.01803758,0.11822784,0.017293433,0.045113973,0.060850486,0.04564853,0.034015905,0.3388921,0.049375825,0.01925811,0.020832818
49,0.025343973,0.12772262,0.030693304,0.02978763,0.027739296,0.039804757,0.33470452,0.08166008,0.07100175,0.031928904,0.023445522,0.10252249,0.019126335,0.05451881
50,,,,0.752786,,,0.016532768,,,0.039980408,,0.14060883,,0.014447815
51,0.14406827,0.04729788,0.036935385,0.015354496,0.087814756,0.018245919,0.15610412,0.065237455,0.032157965,0.016998962,0.2465959,,0.070802204,0.052894317
52,0.010088283,0.012600675,0.011978575,0.37946063,0.011352147,0.010865671,0.13323177,0.020007255,,0.032836366,0.03204186,0.28517982,,0.043437697
53,0.14011163,0.032283593,0.038237724,0.10258327,0.054936234,0.046902884,0.039517675,0.044859268,0.044289984,,0.02623192,0.10067385,0.03669914,0.2827332
54,0.13969414,0.06081586,0.109469585,0.030362729,0.030896686,0.027074652,0.036645554,0.07876469,0.025384968,0.03838698,0.0525552,0.17453922,0.050811555,0.14459819
55,0.02053256,0.063589804,0.037179727,0.18840565,0.016558548,0.010665472,0.07121746,0.07894199,,0.03432182,0.049653675,0.09592453,0.02271642,0.30096054
56,0.02495017,0.14850174,0.034365475,0.053033195,0.04446467,0.04199975,0.16676296,0.07985071,0.09833199,0.04764517,0.028683707,0.035864573,0.05160162,0.14394428
57,0.029272763,0.025083441,0.029726177,0.09640183,0.01741179,0.021167401,0.16561225,0.15780137,0.021164848,0.030967994,0.14519453,0.07497504,0.03780722,0.14741334
58,0.2278152,0.030541824,0.019375416,0.13659948,0.032967456,0.05209932,0.06521254,0.031219382,0.023353217,0.025085095,0.029590767,0.05776185,0.05530881,0.21306966
