document,0,1,2,3
0,0.042049397,0.04042598,0.80650735,0.1110173
1,0.1014407,0.10119363,0.57797,0.21939564
2,0.14565755,0.21852602,0.6052973,0.030519087
3,0.11974806,0.68345374,0.16104732,0.035750836
4,0.16108172,0.22861567,0.4742904,0.13601226
5,0.20140164,0.21062331,0.40276942,0.18520562
6,0.5922015,0.045042235,0.33300674,0.029749542
7,0.21303304,0.05816271,0.7161153,0.012689001
8,,0.10491363,0.8855448,
9,0.01073464,0.08210107,0.9065215,
10,0.054977912,0.16308053,0.7807383,
11,0.08876519,0.25474742,0.6550196,
12,0.34949937,0.16142045,0.48726615,
13,0.028757697,0.041869923,0.9264831,
14,0.041797336,0.08248023,0.8725131,
15,0.048065577,0.15651159,0.7930868,
16,0.01014275,0.035463497,0.95188487,
17,,0.02447784,0.9677279,
18,,0.27819142,0.70975137,
19,,0.014446201,0.9771943,
20,,0.12210385,0.86757374,
21,0.11715661,0.11873536,0.7601833,
22,0.15698501,0.01406448,0.8265294,
23,0.13175625,0.0156098865,0.84834313,
24,0.18106535,0.1780906,0.6382418,
25,0.089878514,0.016332237,0.89095926,
26,0.023466077,0.027562948,0.94676363,
27,0.039377183,0.019249996,0.9390472,
28,0.024370484,0.01823402,0.9548418,
29,0.04798727,,0.9410669,
30,0.2000882,,0.79633546,
31,,0.011587475,0.9806971,
32,0.0748347,,0.9195228,
33,0.047470838,0.022494586,0.9293094,
34,0.12856546,,0.86120397,
35,0.08809286,0.041044086,0.87026215,
36,,0.013794839,0.9780346,
37,,0.044451,0.94531375,
38,0.032248855,0.088196054,0.87924945,
39,,0.2121757,0.7839068,
40,,0.22819774,0.76521015,
41,,0.1775248,0.8160394,
42,0.0118667465,0.2368118,0.75114685,
43,0.02525672,0.24904288,0.7255435,
44,,0.28114432,0.7116571,
45,0.042188562,0.25690186,0.7006431,
46,0.025067162,0.28712243,0.68754697,
47,,0.31017974,0.6884882,
48,,0.35763702,0.64075017,
49,0.04254138,0.37609646,0.58120626,
50,,0.452884,0.5405116,
51,,0.51693016,0.47416982,
52,0.024130564,0.53477556,0.4410017,
53,0.05407285,0.598193,0.34762552,
54,0.09258081,0.6338615,0.2734585,
55,0.15274602,0.5346553,0.3124901,
56,0.20012678,0.526879,0.27288678,
57,0.2902484,0.48340505,0.22624382,
58,0.26567915,0.5103512,0.22383913,
59,0.44903848,0.4079565,0.14287081,
60,0.49194103,0.41990995,0.08799406,
61,0.6169081,0.26724896,0.115711,
62,0.52874494,0.30481178,0.16625883,
63,0.5601435,0.25078523,0.18889736,
64,0.5826288,0.19280425,0.22439624,
65,0.59535617,0.18328382,0.22120135,
66,0.68048316,0.1409834,0.17833814,
67,0.64525545,0.18449676,0.17000209,
68,0.72643363,0.11094873,0.16234271,
69,0.6625855,0.16381967,0.17331477,
70,0.6775958,0.14255032,0.17949636,
71,0.4450585,0.3407509,0.21381755,
72,0.4850604,0.32760158,0.18692195,
73,0.5522914,0.34146157,0.10583749,
74,0.5608006,0.3534906,0.08526068,
75,0.25171623,0.5760927,0.17176381,
76,0.16654272,0.6190043,0.21402119,
77,0.21209137,0.6625222,0.12492629,
78,0.23518297,0.6333795,0.13085854,
79,0.19428799,0.6644503,0.14080647,
80,0.23556365,0.66489,0.098890424,
81,0.32863083,0.62808317,0.042489864,
82,0.15158725,0.84054726,,
83,0.49773434,0.4970195,,
84,0.47341684,0.5144176,0.010271598,
85,0.06941332,0.86898136,0.039314173,0.022291137
