document,0,1,2,3,4,5,6,7,8,9,10,11
0,0.68163675,,0.08858173,,,,,,,,0.226598,
1,,,0.5424713,,,,,,0.12109228,,0.3162145,
2,,,0.21094702,0.06958993,,0.13722786,,,0.02611758,,0.3892426,0.15345153
3,0.5202419,,0.052209787,,,,,,,,0.42365104,
4,,,,,0.086399786,0.30772623,0.3875056,0.11780769,,,0.08812388,
5,0.63048965,,,0.05758743,,,,0.026305294,,,0.28090054,
6,,0.13433912,,,0.19002965,0.2040611,,,,,0.4453791,
7,,,0.20016432,0.59596974,,0.033342764,,,,,0.16032425,
8,,,,,0.19747403,0.072431594,,0.05996477,,,0.5109169,0.14592315
9,,,,0.80975926,,,,0.02971226,,,0.15206686,
10,,0.27413213,0.061920963,0.14839992,0.17983352,,,,,,0.32293215,
11,0.033085626,,,0.65915525,,,,,,0.083486795,0.20820752,
12,,,0.115611665,0.22053303,0.07703021,,,,0.06485469,,0.50975734,
13,,,,0.5901637,,,,,,0.075305305,0.3158019,
14,,0.07539523,0.4648286,,0.06558228,,,,0.04766545,,0.33355874,
15,,,,0.30232847,0.04642173,,,,0.037842005,,0.5525863,0.04619036
16,,,,,,0.08097299,,,,0.28626424,0.5193442,0.08806097
17,,0.11925368,0.18958734,,0.06239458,,,,,,0.5108763,0.10346187
18,,,0.33537993,0.22078082,0.08735595,,,,,0.10440226,0.23237292,
19,,,0.44822866,0.20924641,0.07291613,,,,,,0.2483971,
20,,0.09999205,0.37489557,,0.16526067,,,,,0.10922816,0.23752029,
21,,,,0.087617554,0.09599512,0.106623374,,,0.08555484,,0.6045151,
22,,0.10939348,0.18561886,0.077875905,,,,0.0984423,0.121304624,,0.32596973,0.06761734
23,,0.23871103,,0.19454154,0.11256457,,,,0.16736013,,0.27019268,
24,,,0.14317355,0.06584883,0.091642566,,,0.034613825,0.12983026,,0.52059925,
25,,0.19879659,0.24640583,0.14485411,,,,,0.025170844,,0.3730464,
26,,,0.24521147,0.063684955,0.09679281,,,0.042845048,,0.07457264,0.4561432,
27,0.17527345,,,0.036138337,,,,0.15503083,0.0174334,,0.5250315,0.07756476
28,,0.33065748,,,,,,0.06805998,0.13442074,0.13839564,0.31897992,
29,,,0.16328156,,,0.086864725,0.12649195,,,,0.60959136,
30,,0.1267833,,,0.2490406,,,,0.11937168,0.04888469,0.4399899,
31,,,,0.15616268,0.24623305,,,,,,0.5309542,0.042045496
32,,,0.32925248,0.027998561,,,,0.060702033,,0.17341945,0.33963445,0.053634774
33,,0.048588015,0.090243824,,0.30351838,0.18619555,,,0.020385763,,0.33405325,
34,,,0.07095646,0.59848046,,,,0.12567338,0.09194672,,0.10267536,
35,0.51836485,0.024036007,,,,,,0.018533407,,0.030516483,0.40542692,
36,,0.22657299,0.15130961,0.09872112,,,,,0.043166872,,0.37063533,0.093445525
37,,,,0.1290586,0.117341034,,,,,0.0879599,0.51708937,0.13036515
38,,0.093438916,0.123818815,0.24684179,,,,0.10950892,,,0.40816423,
39,,0.10846184,0.2047158,0.24708852,,,,,,0.12175768,0.30788356,
40,,,0.26465827,0.30092955,,,,0.16263674,,,0.26079294,
41,,,,,0.23843674,0.069932885,,,,,0.66567564,
42,,,,0.14567065,0.23505811,0.032275524,,,0.06557181,,0.41763067,0.09250458
43,,,0.44137344,0.22577065,,,,,0.06707363,,0.2502892,
44,,,,0.38338178,0.088670515,,,,,0.16617183,0.28329295,0.06610588
45,0.3966915,,0.029686682,,,,,,,,0.568481,
46,0.14525086,,0.24694027,,,,,,,0.14146052,0.44554842,
47,,0.097141735,,0.42497617,,,,,,0.03189683,0.37774795,0.056925032
48,,0.14274256,0.12388243,,0.20775574,,,,0.031568386,,0.48207563,
49,,,,0.6748863,,,,0.04469594,,0.09104198,0.18179023,
50,,0.36349228,,0.11071901,,,,,0.16294634,0.01570125,0.2818112,0.05830604
51,,,,0.18295524,,,,0.05788692,0.115722775,,0.49467513,0.13503975
52,0.08675524,,,0.19399238,,,,,0.0952017,,0.42861855,0.17420693
53,0.11147101,0.14677684,,,0.06406359,,,,0.025999455,,0.53591716,0.10343818
54,,0.19989891,0.117297865,0.17681673,,,,,,,0.4174605,0.07004656
55,,0.099166736,,0.050979663,0.11762283,0.033570938,,,0.13354847,,0.5452387,
56,,0.18224026,,0.29102188,,,,,0.03300253,,0.41075653,0.07072078
57,,,,0.19414134,,,,,0.6153516,,0.1692591,0.015378627
58,,,,0.5650568,,,,,0.038480777,,0.35863826,0.026341435
59,,,0.1908561,0.16054836,,,,0.06696659,,0.12751393,0.4359686,
60,,,0.08249064,0.3057532,,,,,0.044445418,,0.45890877,0.09820512
61,0.16029008,0.34255993,,0.09786125,,,,,0.11199099,,0.2669095,
62,,,0.13410895,0.04610007,0.15625401,0.14165515,,,,0.1347626,0.34023273,0.03776054
63,,0.06670665,,0.107178904,0.19511761,0.085030355,,,0.09654763,,0.438915,
64,,,0.26874775,0.2832861,0.04367016,,,,,,0.36939898,0.026275277
65,,,0.10589138,,,0.045024887,0.27354264,,0.15973781,,0.39894083,
66,,0.14246763,0.3124977,0.35983643,,,,,,,0.15725957,
67,,,0.49327904,,,,,,0.022127254,,0.45343903,
68,0.16815744,,,0.13871215,0.21905504,,,,,,0.45036373,
69,,,,0.7662258,0.041032128,,,0.13329946,,,0.04846927,
