document,1,4,5,6,7,8,9,10,11
53,0.13337936,,0.016949669,,,,0.8474066,,
54,0.24052544,0.034483712,0.22470349,0.09456261,0.16235672,0.086998045,,,0.15597641
55,0.26977026,0.1483225,0.07043059,0.078201465,,0.025921356,,,0.40694314
56,,0.849814,,,0.116213545,0.028658416,,,
57,,0.25831494,0.16124722,0.034100663,0.20636053,0.031392902,0.011441385,0.07641217,0.2199429
58,,0.09843848,0.104482815,0.03218167,0.28186294,,0.41382554,0.034104053,0.034571324
59,0.15205044,0.024474913,0.023523005,0.035132058,0.060873408,,0.6625734,0.04104295,
60,0.15710904,0.017506322,0.035140157,0.039084945,0.14475277,0.013913896,0.57396466,0.013891763,
61,0.12403664,0.067900315,0.044765227,,0.50727147,,0.021698732,0.05209047,0.18175425
62,0.30698565,0.15302323,0.16667016,0.12365361,0.13256067,0.054543093,,0.012758867,0.03993747
63,0.1582137,0.2508083,0.10321469,0.032263827,0.16546336,0.029559314,0.025944356,,0.23409256
64,0.3022666,0.013335576,0.10947528,0.037513815,0.23495398,,,0.061622117,0.23114447
65,0.44925615,0.06268649,0.01105285,,0.20134637,,0.0134286,0.061195724,0.20086487
66,0.14930351,0.1675722,,,0.41883314,,0.029758114,0.012562364,0.2216254
67,0.0949352,0.3009541,0.03479098,0.05654351,0.27370718,0.02061958,0.03167034,,0.18649217
68,0.12158914,0.01937587,0.04976141,0.15205607,0.098250926,0.13682958,,0.14646554,0.27530646
69,0.061869543,0.01518164,0.10190647,0.058557086,0.07539228,0.07512269,0.012382772,0.5973777,
70,0.15337342,0.05000763,0.0738852,0.040943988,,0.14375986,,0.45948917,0.0781774
71,0.04740556,0.044548318,,,0.12792002,0.12662561,,0.54405516,0.098468505
72,0.112041496,0.03022919,0.27746797,0.123245776,,0.06383129,,0.2865376,0.10247227
73,0.01805288,0.0512764,,0.014540247,,0.19843768,,0.6873762,0.029807424
74,0.11935628,0.031199127,0.15180692,0.050225694,0.3123352,0.06769494,,0.20158611,0.06558313
75,0.02615639,0.03198352,0.113590725,,0.14882682,0.079276375,,0.48474148,0.10963218
76,,0.0661558,,,0.064889446,0.10755346,0.012678398,0.74825734,
77,,0.04638238,0.20713606,,,0.10181703,,0.64417344,
78,0.08377455,,0.11791333,0.2037997,0.28632143,0.10743885,,0.17805146,0.021634063
79,0.11087403,,0.20611662,0.020821044,0.15505274,0.07070951,0.18902482,0.17676331,0.070458
80,,0.053627167,,,,0.20663871,,0.73876417,
81,0.05663809,0.073836565,,0.038658056,,0.2088038,,0.6155656,
82,0.039787605,0.018996682,0.24130613,,0.3974946,0.041476496,0.02812174,0.06326389,0.16915031
83,0.25150493,,0.34505624,,0.1476985,0.031246006,0.020059675,,0.1873711
84,,,0.047018897,0.40348738,0.11508451,0.15490574,0.010867755,0.09882851,0.16693598
85,0.19828305,,0.16357613,0.12816477,0.1209785,0.055352986,,0.041866437,0.29084682
86,,0.015392746,0.096003465,0.12404996,0.61511534,0.14066106,,,
87,0.21492133,,0.01607693,0.083998375,0.5118066,,0.017175913,0.04553061,0.110325485
88,0.096554235,,0.1388884,0.041020043,0.34326503,0.06297076,,0.07266702,0.24407344
89,0.27153036,,0.2241682,,0.18757603,0.020962704,0.010058921,0.058336865,0.2193217
90,0.13447027,,0.19763884,0.050729714,0.39116988,0.12723689,0.016697083,0.028718574,0.0490185
91,0.1377648,0.031249162,0.173247,0.031879175,0.4340485,0.054630104,0.017281672,0.012237993,0.10752253
92,0.16650555,0.011766981,0.13761427,0.18591252,0.09890498,0.044429645,0.013025987,0.025697596,0.31594482
93,0.023155842,,0.29067817,,0.5035094,,0.012067985,0.041437205,0.12887041
94,0.15723851,,0.22291423,0.062151976,0.043070983,0.15256728,,,0.3615894
95,0.13893038,,0.2212644,0.11311657,0.117076464,0.08970732,0.10786656,,0.21017133
96,0.25020224,,0.39858136,0.028381865,0.012291893,0.05612701,,0.03385583,0.220235
97,0.023834646,,,,,0.9387621,0.013693835,,0.01068296
98,0.10431193,,0.3892856,0.04149895,0.014726613,0.083734035,,0.13927601,0.2269502
99,0.15333116,,0.16420676,0.026781429,0.1922403,0.068591624,0.017810164,0.016075164,0.35446638
100,0.112491,,0.17745164,0.08789932,0.25792503,0.07108573,0.020450879,0.02666486,0.24574567
101,0.16027145,,0.3969585,,0.17034589,0.09485179,0.026935248,,0.15015279
102,,,,,,0.019044599,0.9808552,,
103,0.14057902,0.02138775,0.21058716,0.08498503,0.35483956,0.034769982,0.017945452,0.037725165,0.09697557
104,0.096889555,,0.12048897,,0.018911518,,0.7128252,,0.05075438
105,0.19632158,,0.14595339,0.07950296,0.13255735,0.09241582,,0.0287536,0.3242491
106,0.25897786,0.015160827,0.26659343,0.030912688,0.289145,0.07337898,0.017330937,0.016467586,0.031830486
107,0.24076007,,0.13324592,0.030252583,0.26132098,0.03982181,0.01675923,0.061279412,0.21629666
108,0.069488876,,0.1362131,0.16812424,0.3363752,0.09551712,,0.07541014,0.11814441
109,0.09239786,0.028320592,0.112489745,0.12847863,0.36950743,0.09458013,,0.03644086,0.13752332
110,0.23188582,,,0.057689086,0.08898305,,0.53020626,0.010807716,0.07595651
111,0.14833997,0.022624532,0.12253414,0.08340681,0.21942233,0.046009403,,0.093239844,0.26423147
112,0.40702346,0.018716786,0.14359581,,0.22700708,,0.042038336,0.04812897,0.11332737
113,0.15103725,,0.23213115,0.019839026,0.13250074,0.08319025,,0.0445247,0.32997242
114,0.27128613,,0.14330268,0.040203482,0.20771094,,,0.13525935,0.2018699
115,0.07598383,,0.12844568,0.011059241,0.42730966,,,0.0712201,0.2784699
116,0.23472954,,0.14334232,0.038384974,0.29192692,0.04654508,0.019375343,0.025618667,0.1998519
117,0.13862585,0.011151793,0.26111624,0.08456008,0.27832583,0.09826166,0.033364076,0.052920464,0.041536726
118,0.14859171,,0.2126506,0.058222715,0.20385724,0.11372571,0.012652463,,0.24979204
119,0.14326063,0.01054246,0.106394045,0.10411398,0.19861218,0.079149805,,0.0678393,0.28989983
120,0.23773617,,0.1956759,0.09648989,0.18133786,0.02474721,0.010124126,0.09081569,0.1628519
121,0.18063278,,0.17597406,0.012635147,0.27044356,0.14263976,0.022997333,0.027916128,0.16658175
122,0.105979934,,0.11062355,,0.37917587,0.017056445,0.01554096,0.066326946,0.29680288
123,0.22352257,,0.16997778,0.09282004,,0.092375346,0.017879268,0.04104852,0.35714006
124,0.29911834,,0.043080322,,0.25317982,0.0120774275,0.011069564,0.05470024,0.32651117
125,0.09236951,,0.29074854,0.036700387,0.2374941,0.09905802,,,0.24312261
126,0.15495926,,0.053810913,0.020374604,,0.043568067,0.010647394,0.07487266,0.6299684
127,0.16127944,,0.15679756,0.11971696,0.29441676,0.10222514,,0.054852292,0.11041927
128,0.247061,0.011985752,0.38401112,0.014653439,0.012176903,0.070116885,,,0.25457093
129,0.15628642,,0.20946465,,0.3032344,0.01942154,0.010762227,0.059226673,0.23876342
130,0.26626587,0.011876733,0.19648382,0.08703524,0.09114079,0.104139864,0.018314362,0.01663224,0.20788223
131,0.15948048,,0.16878825,0.06816644,0.011458695,0.11471457,,,0.46875477
132,0.22409336,,0.25652686,0.023480456,0.22849129,0.10273809,0.028960463,0.018680198,0.107484646
133,0.3164038,0.022571672,0.08833033,0.15496139,,0.09125912,,0.03871538,0.28388432
134,0.1385106,,0.10941823,0.15071075,0.099999785,0.13856764,0.010119804,,0.35210204
135,,,0.10700105,,0.017187921,0.027371638,0.74948,0.09389142,
136,0.22528487,,0.15628771,0.09750222,0.1227976,0.03887363,,0.052103747,0.29994324
137,0.20440978,,0.07494811,0.1437106,0.16095397,0.09438958,,,0.30980444
138,0.1186679,,0.07376315,0.019889383,,,0.7388458,0.0129477475,0.028536033
139,0.07545366,,0.28236806,,0.176832,0.12008435,0.18577099,0.026208254,0.13175829
140,0.31029466,,0.058420915,0.37876078,,0.07896512,,0.024688806,0.14783694
141,0.2224484,,0.3840002,0.019766644,0.036509976,0.06301004,0.020547783,0.03891298,0.21464828
142,0.12973134,,0.2819318,0.047799315,0.054965716,0.06472817,,0.08212191,0.3383478
143,0.29606506,,0.25002772,0.042396504,0.12898017,0.06365874,0.019180806,0.022930434,0.17080127
144,0.26789403,0.013444693,0.24158792,0.12643276,0.031454045,0.14021805,,,0.17827457
145,0.107863344,,0.06843592,0.014460634,0.28590077,0.06170145,0.27727687,,0.16979131
146,0.54305255,,0.2106112,0.046373017,0.045584086,,0.024508907,0.096636645,0.022360286
147,0.06783279,,,0.21278113,0.35059717,0.10727265,,0.034248717,0.2268229
148,0.23493467,,0.051546156,,0.33203024,0.046757504,0.018271232,0.035445604,0.27757326
149,0.06597918,,0.13270253,0.08273544,0.15844819,0.046527173,0.019094067,0.049443718,0.4448382
150,0.16563684,,0.123876594,0.08077828,0.26865685,0.07694605,0.016198827,0.061562233,0.20606011
151,0.17222135,0.02359451,0.31649417,0.07300845,0.13936308,0.08158569,0.013614023,0.04287082,0.1370791
152,0.07225016,,0.38293737,0.021341745,0.27286118,0.01708319,0.023709154,0.06330463,0.14629371
153,0.27651492,0.014990831,0.011463052,,0.35710645,,0.019444512,,0.31572568
154,0.25096214,,,0.09584424,0.29690585,0.041053325,,,0.28507516
155,0.1714149,0.021129088,0.26113227,,0.08059884,0.07870977,0.036004446,0.08218589,0.26661023
156,,,0.16528995,0.20203188,0.35690707,0.080857694,0.025257302,0.013574811,0.15561044
157,,,0.06647115,0.11903455,0.5663016,0.075498596,,0.016413601,0.14993814
158,,0.012781212,0.11218966,0.23504618,0.41460568,0.07921191,0.013328222,0.080614686,0.051912207
159,,0.01016204,0.10219113,0.042305883,0.6687918,,,0.016442327,0.15975796
160,,,0.030804656,0.025821062,0.842451,0.026576892,0.021597551,,0.05235307
161,,,0.79687166,,,0.20214994,,,
162,,0.019091407,0.10557215,0.107582636,0.5183046,0.08757866,,0.024988685,0.1366338
163,0.031561494,0.010092493,0.15114722,0.29230347,0.166058,0.19443831,0.019944258,0.13367754,
164,,,0.2229386,,0.6702203,0.09877175,,,
165,0.06523026,,0.07872714,0.23733687,0.279668,0.12678915,,0.10734755,0.104250856
166,0.18411535,,0.11946181,0.09141672,0.33132848,0.10954703,,,0.16382417
167,0.27772647,,0.21754329,0.12255056,0.103014685,0.03294612,0.012409597,0.094990246,0.13853166
168,0.24364597,,0.22505538,0.03665277,0.19219531,,,,0.28945
169,0.15866403,,0.05894636,0.09091357,0.52767974,0.032119688,0.04368502,0.03666273,0.05078792
170,0.12295813,,0.09113209,0.0117381895,0.34786916,0.021737274,,0.05901642,0.34533617
171,0.2320031,0.0113159,0.25672704,0.061291344,,0.12528968,,,0.29922926
172,0.048118368,0.03309106,0.4392253,0.026409367,0.2223148,0.013745321,,0.14378428,0.06682187
173,0.18534255,,0.3290791,,0.09371235,0.031295933,0.016625345,0.14254232,0.2011592
174,0.26493436,,0.24778973,0.258223,0.013050117,0.18205188,,,0.03332131
175,0.19424316,,0.23020256,0.090286404,0.15156542,0.052179303,,0.03291845,0.23599394
176,0.26891062,,0.113704555,0.23188733,0.06464245,0.044952594,,0.1303664,0.14509112
177,0.13497017,0.028879143,0.29675692,0.03747002,0.19896176,0.08117396,,0.057117835,0.16431093
178,,0.017771883,0.12525836,0.36851674,0.17611398,0.1688908,,0.09913903,0.043841884
179,0.2845533,0.022041606,0.11629331,,0.29969886,,0.018732203,0.06148755,0.18962783
180,0.04393642,,0.5639469,,0.09632432,0.11239064,,0.082662426,0.100060396
181,0.13546073,0.032412738,0.21840031,0.13227649,0.37165943,0.03635193,,0.02416113,0.044328425
182,0.22976035,,0.28769082,0.04717422,0.22923991,0.07221848,0.020407852,0.03138078,0.07368948
183,0.097631425,,0.13128956,0.026120065,0.2566888,0.062760405,0.0110871745,,0.41399544
184,0.26888242,,0.20937808,0.1732163,,0.23918729,,,0.108731486
185,0.38654417,0.022724725,,,0.012245169,0.01626023,0.02559414,0.070061125,0.46456578
186,0.08257524,,0.14830346,0.18389793,0.28669485,0.15038857,0.018885083,0.020631868,0.10841161
187,0.19141169,,0.25392425,,0.3214683,0.12252604,0.017950026,,0.085388705
188,0.04489541,,0.096624985,0.14462641,0.22547978,0.1311207,0.037459303,0.05564525,0.263901
189,0.19917253,,0.33947122,0.05280428,0.1141029,0.1167197,0.014399227,0.011046835,0.1521029
190,0.16575769,0.026748378,0.22796792,0.05404001,0.0854603,0.14208405,,0.023196602,0.2744441
191,0.28216147,,0.14678831,0.09585852,,0.086618595,,,0.3827277
192,0.060430553,,0.061845474,0.036506213,0.6905016,0.014698891,0.018248152,0.017962096,0.09538274
193,0.1253387,0.02175095,0.20835079,0.09524781,0.19924125,0.11209047,,0.019811142,0.21781263
194,0.14372775,0.017067237,0.15152797,0.06275054,0.19290234,0.03127419,,0.06414075,0.32730666
195,0.18542582,0.018330965,0.16560529,0.11943416,0.054013725,0.05450521,,0.12386624,0.27856106
196,,0.03434914,0.21877876,0.19749732,0.27233088,0.07696057,,0.19954391,
197,0.06681849,0.024367625,0.35453928,,0.36252943,0.07459597,0.01466812,0.08623327,0.016047837
198,0.17117403,,0.27316043,,0.25188023,0.06861814,0.01404217,,0.22069389
199,0.15331224,,0.20030634,0.050825078,0.23506601,0.078084014,0.01955207,,0.26238218
200,0.026260648,0.027675213,0.18333817,0.27097332,0.21634623,0.16948998,,0.031546872,0.07416661
201,0.2930995,,0.3288192,,0.18544169,0.07646718,,,0.10882848
202,0.28086945,0.011552108,0.24146037,0.063427545,0.110674575,0.06258578,,0.07164787,0.14995795
203,,0.02332117,0.067753084,0.048200667,0.8271432,0.013961978,0.019075977,,
204,0.02434883,,0.08655821,,0.5827033,0.08854593,0.028488498,0.044109687,0.14469446
205,0.046955794,0.01457306,0.12064181,0.018412357,0.6836245,0.033273153,0.022068458,,0.053897813
206,0.08062614,0.045598727,0.25401017,0.29200977,,0.19529562,,,0.13116363
207,0.07722247,,0.15766904,0.122295246,0.25619182,0.111686744,,0.039769582,0.21885434
208,0.08784465,0.017568488,0.117017694,0.015797803,0.5886696,0.09230952,0.017857872,0.013569325,0.04922945
209,0.05394691,0.039554384,0.03357395,0.1778579,0.42095238,0.08662287,,0.0108859865,0.17622016
210,0.029556355,,,0.10495559,0.5022885,0.04216459,0.023670234,0.060428787,0.23024584
211,0.060793735,0.013174074,0.15101884,0.10766631,0.32926905,0.1231434,,0.09816518,0.11645266
212,,,0.07281347,0.045930967,0.6943274,0.021399383,0.023041693,,0.14209408
213,,,0.13428573,0.13679461,0.5199949,0.068147264,0.011289502,0.020254638,0.108681805
214,0.15412381,0.027889887,0.55906695,0.03481241,0.015180773,0.19306959,,0.015504356,
215,0.076841384,0.024224471,0.5412672,0.087152146,0.08184897,,0.015622074,0.17282258,
216,,0.015303373,0.136588,0.10193101,0.4110904,0.065489404,,0.12790765,0.13798997
217,0.08107136,,0.031288147,0.028600598,0.64854497,,0.014939801,0.011044817,0.17625889
218,0.04215448,,0.120601155,0.13387361,0.3073448,0.172865,,0.22225514,
219,,,,0.1873385,0.63412094,0.06712864,0.022162268,0.042489056,0.04495136
220,0.09772215,,0.030220002,0.033128742,0.66271794,0.05935578,0.027275693,0.07463589,
221,0.06507353,,,0.15980946,0.568168,0.0754505,0.052562464,0.06383993,0.014771789
222,0.17366247,,0.3185086,,0.20218559,0.13224985,0.01124368,,0.16183299
223,0.11655138,,,0.019588165,0.65479285,,0.024160463,0.094077446,0.090442665
224,,0.026851662,,0.18585567,0.4090875,0.15057597,0.024655214,0.11721457,0.085501716
225,0.05110033,,,0.16020231,0.44359407,0.06710631,0.018004987,0.019353308,0.22803491
