document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.09219598,,,,,0.22240002,0.042874523,,,,,0.6279139,,
1,0.087649226,,,,,,0.11143319,,,,,0.78395724,,
2,0.13422062,,,,0.11000981,,,0.07991382,,,0.2723415,,0.30484223,0.0722777
3,,,,,0.2924728,,,,,,0.19964647,0.47582677,,
4,0.13886423,,,,,,,,,,,0.83244175,,
5,,,,,,0.13612966,0.06846734,,,,0.13964595,0.019751139,0.41269642,0.20089316
6,,,,,0.59549403,,,,,0.3843209,,,,
7,,,,,,,,,,0.8067059,,,0.15756999,
8,0.063857295,,,,0.6673257,,,,,,,0.170027,0.09337609,
9,,,,,0.5521195,,,,,0.22388287,,,,0.22272144
10,0.094526075,,,,0.44544163,,,,0.059247162,0.124977954,,,,0.2584315
11,0.046087917,,,,0.4146712,0.019671375,,,,0.22176182,,,,0.2945839
12,0.14469929,,,,,,0.028728101,,,,,0.8202381,,
13,0.18025859,,,,,,,,,,,0.80630046,,
14,0.75931257,,0.025569044,,,,,,,,,,,0.17632714
15,,,,,0.06496179,0.053441275,0.09549901,,,,,0.7521773,0.029921351,
16,0.32533586,,,,,,,0.014602393,,,,0.6462511,,
17,0.15632422,,,,,,0.07896234,,,,0.23922233,0.5002562,,
18,0.06874559,,,,,0.05673465,0.057836447,,,,,0.8037219,,
19,0.041695885,,,0.29280585,,,0.15189813,0.050473023,,,0.39370486,,0.06134613,
20,,,0.013868375,,,,0.2838506,,,,0.49764225,,0.1692256,
21,0.20413785,,,,,0.08020716,0.07892456,,,0.049295835,,0.5690073,,
22,,,,,0.20382658,,0.03779377,,,,,0.7334609,,
23,0.1770587,,,,,,0.06966242,,,,,0.7343496,,
24,0.3839796,,,,0.31271037,,0.059013512,,,,,0.21689892,,
25,0.24193965,,,,,,0.034393646,,,,,0.7070002,,
26,0.11298452,,,,,0.09702053,,,,0.08102818,0.2217002,,0.458542,
27,,,,,0.1356776,0.2786713,,,,0.027778583,,0.5464303,,
28,0.13243455,,,,0.14616433,,,,,,,0.69935966,,
29,0.074876375,,,,,,,,,0.11849725,0.29485473,,0.30982342,0.18656296
30,,,,,0.32048082,0.085168675,,0.11113709,,,,0.44923273,,
31,,,0.02763372,,0.48737118,,0.04666426,,,,,,0.40357852,
32,0.042657513,,,,,,0.029927196,,,,,0.9193546,,
33,,,,,0.40544283,,,,,,0.15785156,0.32173273,,0.08357726
34,,,,,,,0.7442013,,,,0.12344166,0.1232216,,
35,,,,,,0.34191614,,,,,0.38760984,0.05361818,,0.18804087
36,,,,0.17135732,0.38072428,,0.11356916,0.11187236,,,,0.10127141,0.0957021,
37,0.07123213,,,0.06925329,,,0.027934048,,,,0.56360185,,0.15179512,0.10127703
38,,,,,0.4044264,,,,,,,0.56773245,,
39,,,,,,0.114315726,,,,0.05948472,0.621749,0.14436962,0.03873719,
40,0.2748771,,,,0.15216751,,0.030006139,,,,0.115515865,0.41415522,,
41,0.03143557,,0.029906983,,0.17595735,0.11839554,,,,,0.27525562,,0.16445492,0.19503212
42,0.18193193,,0.032590587,,,,,0.15521501,,,0.39828032,0.11503229,,0.10113849
43,0.12915258,,,,,,0.101263374,,,0.051439006,0.10699223,,0.5402328,0.051436562
44,0.27396053,,,,,,,,,,,0.712487,,
45,,,,,,,0.08559439,0.113509715,,,0.7853729,,,
46,,,0.08630531,0.16873905,0.12369192,,,0.034321774,,,0.5554597,,,
47,,,0.013880712,,,,0.15221494,,,0.08467481,0.49759942,,0.23355348,
