document,0,1,2,3
0,0.8120588,0.11902739,0.028885607,0.0400282
1,0.5855641,0.2078439,0.10273068,0.10386135
2,0.69187576,0.030690892,0.030907419,0.24652594
3,0.28032944,0.03539791,0.035533395,0.6487393
4,0.54377,0.13471463,0.13541228,0.18610305
5,0.41923535,0.1859798,0.1855,0.2092849
6,0.30676875,0.035146687,0.035848487,0.6222361
7,0.72749025,0.013007729,0.013085809,0.24641615
8,0.9604206,,,0.0364605
9,0.96793807,,,0.030756034
10,0.852657,,,0.14488906
11,0.7325462,,,0.26450172
12,0.48977277,,,0.5064708
13,0.96306574,,,0.030935602
14,0.92692333,,,0.066494256
15,0.86821336,,,0.12702854
16,0.9855488,,,
17,0.9902761,,,
18,0.85005087,,,0.14449446
19,0.989114,,,
20,0.9670839,,,0.028082693
21,0.80840206,,,0.18382742
22,0.8397499,,,0.15507
23,0.8588415,,,0.13205032
24,0.68119293,,,0.31349647
25,0.91511095,,,0.078925155
26,0.98111373,,,0.014330709
27,0.96879643,,,0.026339788
28,0.9807198,,,0.01403617
29,0.9719703,,,0.025313132
30,0.7999839,,,0.19833209
31,0.9935215,,,
32,0.9512306,,,0.04683085
33,0.9608083,,,0.037694324
34,0.8756029,,,0.12333115
35,0.90279984,,,0.09593421
36,0.9971385,,,
37,0.98788595,,,0.011311714
38,0.93469405,,,0.06467483
39,0.88659567,,,0.112844184
40,0.86768055,,,0.13186082
41,0.90595573,,,0.09352843
42,0.851029,,,0.14862026
43,0.8232416,,,0.17644618
44,0.82517743,,,0.17434318
45,0.79522693,,,0.20424497
46,0.7925881,,,0.20688844
47,0.8222946,,,0.17738694
48,0.77334636,,,0.2264029
49,0.69382143,,,0.3058715
50,0.67701983,,,0.32272485
51,0.6111023,,,0.38869938
52,0.5682156,,,0.43160525
53,0.46015477,,,0.539636
54,0.37132543,,,0.6284834
55,0.39090225,,,0.6088854
56,0.3347199,,,0.665069
57,0.26447257,,,0.73532456
58,0.26500642,,,0.7347362
59,0.14281714,,,0.8569134
60,0.078345455,,,0.92134494
61,0.08159711,,,0.9181337
62,0.14912689,,,0.85049886
63,0.16536878,,,0.83427554
64,0.19309607,,,0.80655193
65,0.18603003,,,0.8136427
66,0.12706152,,,0.87253225
67,0.12722524,,,0.8722674
68,0.10208354,,,0.89733684
69,0.12694132,,,0.87248
70,0.13032885,,,0.8689242
71,0.21465893,,,0.78458834
72,0.17948633,,,0.81966805
73,0.08558807,,,0.91358054
74,0.063249744,,,0.9358391
75,0.22401696,,,0.77514625
76,0.28118742,,,0.71798
77,0.17168687,,,0.827425
78,0.17746584,,,0.8213991
79,0.1902387,,,0.8088806
80,0.13719657,,,0.86151785
81,0.05990498,,,0.93853706
82,0.029583326,,,0.9686128
83,,,,0.993262
84,0.010163519,,,0.98611003
85,0.09458499,0.020961802,0.020411467,0.8640417
