document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,0.0684697,0.4873491,,,,,0.062499672,0.05387844,0.31462362,,,,
1,,0.073224306,0.6372191,,,,,0.08640004,,0.18819943,,,,
2,,,0.022180226,,0.2362462,,0.37068138,,0.33728382,,,,,
3,,0.35523,0.36908236,,,,,,,0.14510685,,,0.10130789,
4,,0.018545704,0.9080669,,,,0.04646426,,,,,,,
5,,,,,,,0.22719634,0.03388615,0.5715368,0.13902606,,,,
6,,0.6453345,,,,,,,,,,0.33445114,,
7,,,,,,,0.20562984,,,,,0.7588591,,
8,,0.37498406,0.16286679,,0.026523268,,0.39132875,,,,,0.034827497,,
9,,0.30968925,,0.1970803,0.012198349,,0.32239786,,,,,0.14887318,,
10,,0.15201643,,0.28593555,,,0.27092052,0.016342096,,,0.25746968,,,
11,,0.21187313,,0.22927253,0.06624679,,0.36737615,0.0126210665,,,,0.109766,,
12,,0.06991278,0.8502495,,,,,0.07328123,,,,,,
13,,0.04410974,0.8330688,,0.02443806,,,0.091580294,,,,,,
14,,,0.25057498,,0.18532416,0.0176878,0.361394,0.09044723,,,,0.06658749,,
15,,0.053016536,0.5745736,,,,0.06915712,0.056651477,,0.24260077,,,,
16,,0.086656764,0.7452302,,0.07526938,,0.018394537,0.06306588,,,,,,
17,0.14311817,0.065583944,0.4983261,,0.09106041,,0.11215796,,,0.06969406,,,,
18,,0.056050092,0.6365851,,,,,0.029462133,,0.26492578,,,,
19,0.2798866,,,,,,0.29533494,,,,,,0.41344938,
20,0.34907818,0.10130254,,,,0.016485415,0.22562988,,,0.03824666,,,0.24121754,
21,,0.11421039,0.5024577,,0.04298178,,0.060018398,0.05588871,,0.17721082,,0.033827074,,
22,,0.21930128,0.57304597,,,,,,,0.18581443,,,,
23,0.057685055,0.038840994,0.79869616,,,,0.06631611,,,,,,0.023201168,
24,,0.58891064,0.34062138,,,,0.039639328,,,,,,,
25,,0.08155331,0.76146966,,0.063422315,,0.024153389,0.060695138,,,,,,
26,0.047794014,,,0.060385104,0.33779344,,0.108753406,,0.27284113,0.14692426,,,,
27,,0.05660869,0.37693396,,,,0.1837169,,,0.34487197,,0.027609246,,
28,,0.17026636,0.643837,,0.069369905,,,,,0.09662418,,,,
29,0.041958235,,0.049611818,,,,0.28160205,,0.47312912,,,0.1382166,,
30,,0.13430302,0.29897818,,,,0.27107903,0.07811551,,0.18706612,,,,
31,,0.25737166,,,,0.036862228,0.39612794,,0.18784983,,,0.09023518,,
32,,0.01921601,0.80330825,,,,,0.027073238,,0.14325659,,,,
33,,0.3576673,0.27487445,,,,0.22645546,,0.08168662,0.031048302,,,,
34,0.8923791,,0.097737454,,,,,,,,,,,
35,0.035568,,,0.058551375,0.17925368,,0.16110496,,0.28907615,0.25369987,,,,
36,,0.13861105,0.100882135,,,,0.33867756,0.088461,,,,0.07802046,0.22986142,
37,0.10493219,0.15602997,0.030855058,,,,,,0.6894526,,,,,
38,,0.38525525,0.3956184,,,,,,,0.19390297,,,,
39,,,0.085452095,,0.23140791,,0.07296429,,0.26705846,0.15864725,,0.055768423,0.112249054,
40,,0.2403567,0.47814694,,0.11819504,,0.114269055,0.035637077,,,,,,
41,,0.08134501,,,,0.03379957,0.42313725,,0.37082642,0.07846613,,,,
42,0.2127157,,0.16857912,,0.1857154,0.032046624,0.18936495,0.01735103,0.18034266,,,,,
43,0.08378696,,0.07355804,,,,0.39617983,,0.38322404,,,0.04134437,,
44,,0.13874653,0.8107979,,,,0.03761331,,,,,,,
45,0.30514655,0.10651088,,,0.033672947,,0.1445074,,0.30701992,,,,0.0918205,
46,0.19787173,0.15240264,,,0.17752574,0.06322203,,,0.37824395,,,,,
47,0.17111602,,,,0.13619676,,0.20607351,0.048172552,0.3656435,,,0.056212347,,
48,0.13957822,,,,0.25780597,0.046648566,0.22688727,0.01906044,,,,0.07597234,0.20911467,
49,,0.36974728,,,,0.025616577,,,0.35886532,0.089987434,,0.13719413,,
50,,0.39743033,0.25269532,,,0.025490068,0.122696966,,0.08337475,0.054104973,,0.047497123,,
51,,,0.6578544,,0.31598705,,,,,,,,,
52,,0.062247504,,0.0760335,0.15784308,,0.1271484,,0.36450964,0.19674148,,,,
53,,0.27159455,0.49661228,,,,0.09086112,0.115292564,,,,,,
54,,0.09207109,0.6391157,,,,,0.06717537,,0.12190603,,,0.06456192,
55,,0.06885823,0.0382159,0.04287187,0.15443638,,,0.03175144,0.28433293,0.12517256,,,0.23784204,
56,0.14993943,,0.06086477,,0.15394576,,0.2040462,,0.028814547,,0.05066107,,0.34259358,
57,,,0.6548918,,,,,,,0.2453418,0.08146864,,,
58,0.24528241,0.12432375,0.024270777,,0.055857413,,,0.069923475,0.4405124,,,0.02585696,,
59,,0.27757213,0.24352975,,,,0.26127076,0.026097817,,0.16091357,,,,
60,,0.4339907,,,,0.032033663,0.22528088,0.059241462,0.23284526,,,,,
61,,0.145788,,,,,0.2141146,,0.5349192,,,0.07341372,,
62,,0.19590122,,,,,,,,,,0.80115175,,
63,,,0.7593958,,0.05932578,,,0.02888338,,,0.14063002,,,
64,,0.1769999,0.37631354,0.0611477,0.05711982,,,,,,,0.052463744,0.14428239,0.11429694
65,,,0.76206774,,,,,0.012142454,,0.22517897,,,,
66,,0.12509754,0.74389285,,0.043075077,,0.06179878,,,,,,,
67,,0.09586511,0.13533029,,0.19422959,,0.07728096,0.051610287,0.33121884,0.10321693,,,,
68,0.14934109,,0.068360955,,0.100846365,0.015929105,0.35830262,0.039811995,0.13490258,,0.03216135,,0.0914791,
69,,,0.7748686,,,,,0.049264092,,0.17030145,,,,
70,0.074529395,0.73260283,0.15926014,,,,,,,,,,,
71,,0.6957766,,,0.11977501,,,,0.08549187,0.06654081,,,,
72,,0.1076808,0.17129709,,0.13058463,,0.3509403,,,0.22606185,,,,
