document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,0.01737502,,0.06265944,,,0.75336194,0.026075488,0.020882284,,0.033982437,0.05102313,0.012515833
1,,0.02226237,0.027932873,,,0.74067897,,0.028376719,0.013616154,0.02137011,,0.055968646,0.047635447,
2,0.02782733,,0.02764332,0.014614597,0.055415608,0.7187151,0.023515662,0.017250782,,0.01613887,0.041176423,0.012536155,0.018439531,
3,0.12499058,,0.022003492,,0.023660067,0.5792769,0.063623115,0.027314143,0.016822338,0.021071294,0.040296435,0.04364313,0.014139877,
4,,0.014852607,0.024891863,0.031559054,0.033160698,0.7023974,,0.03433862,0.014564116,0.010633325,,0.044882104,0.0511315,0.02295632
5,,0.11924427,0.08722521,,0.2718464,0.25420043,,0.058672708,0.02554305,0.03501483,0.023228323,0.017856287,0.017996326,0.0636713
6,0.07263222,0.020117529,0.016687343,0.036415886,0.3116731,0.0116691515,0.03521715,0.042237017,0.016661491,0.013518036,0.17601034,0.1908921,0.026338067,0.029930564
7,0.0112329135,0.055595353,0.024371032,0.17661373,0.125497,0.031041322,0.018818174,0.029391875,0.028541826,0.10829444,0.018066922,0.02320994,0.029850509,0.319475
8,0.018948965,0.024029927,0.13238332,0.017444223,0.41642535,0.01001034,0.019530319,0.0499393,0.037113577,0.11148168,0.01761474,0.06342611,0.06276525,0.018886883
9,0.010419985,0.03311463,0.032404862,0.07925414,0.048483707,0.03073455,0.020785313,0.01922994,0.015830876,0.027966121,0.06119764,0.018610833,0.03090384,0.5710635
10,0.64843404,,,,,,0.022572117,0.02053342,,,0.23702915,0.018250782,,
11,0.6094091,,0.013602405,,0.010298538,,0.011960405,0.02333688,,,0.25183094,0.037537415,,
12,0.02259675,0.08136672,0.01285364,0.19103533,0.26364478,0.02127637,0.0485135,0.11777398,0.01562408,0.016901245,0.10730816,0.023649767,0.03448251,0.042973194
13,0.12829918,0.020519568,0.030186158,0.021108352,0.1521923,0.016773883,0.06367879,0.10259193,0.017240165,0.079363376,0.025507746,0.13032605,0.026249839,0.18596268
14,0.012634154,0.01143078,,0.012824401,0.06438526,,0.012736442,0.04439106,0.028827641,0.16165613,0.013996793,0.04688553,0.013246571,0.56270045
15,0.02103851,0.030769264,0.042473353,0.106750704,0.11839506,0.0360566,0.029733185,0.081872754,0.016748756,0.08559862,0.071843475,0.026550267,0.037869956,0.29429948
16,0.01204721,0.13755423,0.035763204,0.13957167,0.08174333,0.05739947,0.014414737,0.035834778,0.06190065,0.0256179,0.030893637,0.1322264,0.15622437,0.0788084
17,0.011996212,0.034648564,0.014109351,0.025518717,0.066062786,0.065184176,0.01687265,0.07243268,0.011373146,0.1411888,0.010011498,0.010055324,0.018984357,0.50156176
