document,0,1,2,3
0,0.11100858,0.80654716,0.041864224,0.04058003
1,0.21932137,0.5781738,0.1010144,0.10149042
2,0.030518018,0.6052782,0.14190012,0.22230367
3,0.035738386,0.15902048,0.11635505,0.68888605
4,0.1361473,0.47479343,0.15943865,0.22962059
5,0.18520236,0.40329185,0.20050317,0.21100263
6,0.029625956,0.3396549,0.58524585,0.045473266
7,0.012683007,0.7188195,0.20896307,0.059534475
8,,0.8849999,,0.10555829
9,,0.9059206,0.010724649,0.08271182
10,,0.7799865,0.053203203,0.16560699
11,,0.6538882,0.08499652,0.25964752
12,,0.48963413,0.33610085,0.17245118
13,,0.9263406,0.028475353,0.042294297
14,,0.8723694,0.04112331,0.08329793
15,,0.7923924,0.046686642,0.1585851
16,,0.9519359,0.010033623,0.03552038
17,,0.96789235,,0.02439993
18,,0.70802456,,0.28019637
19,,0.9773785,,0.0143552665
20,,0.8671754,,0.12266333
21,,0.76046485,0.11329926,0.122312695
22,,0.8287501,0.1542955,0.014535187
23,,0.8497141,0.13019036,0.015809612
24,,0.6388704,0.17434353,0.1841846
25,,0.8920333,0.08845588,0.016684055
26,,0.9466407,0.02346276,0.027688764
27,,0.93907225,0.039200302,0.019402435
28,,0.95470995,0.024408177,0.018328147
29,,0.9412832,0.04768926,
30,,0.7991612,0.19720429,
31,,0.9806425,,0.011630757
32,,0.92005694,0.0742495,
33,,0.9294704,0.04675855,0.023045842
34,,0.8630899,0.12584494,0.010560444
35,,0.8708195,0.085688666,0.042891085
36,,0.9777607,,0.0137882875
37,,0.94497645,0.010120354,0.044512957
38,,0.87885094,0.03163906,0.08920445
39,,0.7823463,,0.21385463
40,,0.7635041,,0.23018886
41,,0.8146286,,0.17912531
42,,0.74937475,0.011255401,0.23919535
43,,0.7237883,0.023952343,0.2521024
44,,0.7095327,,0.2837613
45,,0.6989917,0.040097784,0.26064408
46,,0.6855111,0.023528218,0.29069722
47,,0.6862249,,0.31249878
48,,0.6380487,,0.36044952
49,,0.57855177,0.039615538,0.38167682
50,,0.5369643,,0.4575849
51,,0.470087,,0.5228808
52,,0.43685645,0.020887889,0.5421635
53,,0.3432551,0.049079165,0.607557
54,,0.26918682,0.08571411,0.6449999
55,,0.30966848,0.14419588,0.54602706
56,,0.2706109,0.1896698,0.5396118
57,,0.22525102,0.2764638,0.49818245
58,,0.22239277,0.25271255,0.5247642
59,,0.1441582,0.4295141,0.42619345
60,,0.08962854,0.4706436,0.43957287
61,,0.119885504,0.59171003,0.28827247
62,,0.16919741,0.5066964,0.32392165
63,,0.19261268,0.5373203,0.26989305
64,,0.22881266,0.55931175,0.21170497
65,,0.22586524,0.57176816,0.20220788
66,,0.18421935,0.6538711,0.16171432
67,,0.17515111,0.6196135,0.20498958
68,,0.16897497,0.698321,0.13242915
69,,0.17882536,0.63659734,0.18429735
70,,0.18537499,0.65121186,0.16305567
71,,0.2156309,0.42631534,0.35768074
72,,0.18928425,0.46490142,0.34539828
73,,0.10873686,0.5293097,0.3615439
74,,0.088173665,0.53745747,0.37392077
75,,0.1696804,0.23907912,0.59081316
76,,0.21062237,0.15663533,0.6323104
77,,0.12169239,0.20022678,0.67762065
78,,0.12809713,0.22246657,0.6488573
79,,0.13736114,0.18311393,0.6790696
80,,0.09586351,0.22260156,0.68087894
81,,0.040876772,0.3124314,0.64589566
82,,,0.141614,0.8513937
83,,,0.48021767,0.51451033
84,,0.010410544,0.45390075,0.53379524
85,0.022283735,0.038845386,0.06759393,0.871277
