topic,SBS3,SBS5,SBS6,SBS12,SBS22,SBS40,SBS45,SBS57
0,,,,,,,,0.9797232174681596
1,,,,,,,,
2,,,0.8063910688038515,,,,,
3,0.831709055747801,,,,,0.8608441206424604,,
4,0.8682016392192959,,,,,0.8267302691548991,,
5,,0.8844861586021733,,0.8281849037210471,,,,
6,0.8682016392192959,,,,,0.8267302691548991,,
7,,,,,0.9819128164231444,,,
8,0.8369144896438955,,,,,0.9330528797853397,,
9,,,,,,,0.8335489273836078,
10,0.8700740448235298,0.9256178808259738,,,,0.9228119540729995,,
11,,,,,,0.8795076689252297,,
