document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,0.0886416,0.41239908,,,,,,,,,0.11235458,,0.37155837
1,,,0.29617822,,0.11296591,,,,,,,0.036817316,,0.5390532
2,,0.31177118,,,,0.1999794,0.2109574,,,,,0.24387959,,
3,,,0.26022685,,,,,,,,,0.4215041,0.09500072,0.19380191
4,,,,,0.053657826,,,,,,,,,0.91454715
5,,0.8250771,,,0.10207417,,,,,,0.041440766,,,
6,,,,,,,,,,,0.5816197,0.39833122,,
7,,0.13169873,,,,,,,,,0.8325132,,,
8,,0.027572107,0.08524332,,,,,,,,0.08795161,0.7039633,,0.09038754
9,,0.0787626,,0.12730068,,,,,,,0.27790698,0.51495737,,
10,,,,0.38459882,,0.09071433,,,,,,0.50325567,,
11,,0.13875262,,0.1657309,,,,,,,0.24343498,0.448536,,
12,,,0.1098132,,0.04020595,,,,,,0.013871958,0.049048882,,0.7818751
13,,,0.03552586,,0.046543006,,,,,,,0.05757213,,0.85342795
14,,0.113633744,,,,0.102375686,,0.036326904,,,0.109749526,0.32561582,,0.28405324
15,,0.024526315,0.36803514,,0.10604354,,,,,,,0.06422233,,0.43315434
16,,,,,0.043897748,0.06633754,,,,,,0.10062707,,0.77632594
17,,,0.058354337,,0.0953606,,,,,0.30044872,,0.06496752,,0.4583193
18,,,0.41979513,,0.055653535,,,,,,,0.052402463,,0.45919982
19,,0.23369826,,,0.23055887,0.1154207,,,0.40595427,,,,,
20,,0.21037848,,,0.3398403,,,,0.31240627,,,0.05115242,0.053141072,
21,,,0.29580453,,0.09445685,,,,,,0.06997002,0.12499645,,0.39693388
22,,,0.34394786,,0.040296186,,,,,,,0.19718824,,0.3971566
23,,,0.16195491,,0.08025486,,,,,,,0.045974057,0.07852325,0.6180067
24,,,,,0.08905071,,,,,,,0.555173,,0.32546926
25,,,0.08990656,,0.065500826,0.043739606,,,,,,0.08319287,,0.70470726
26,,0.4119812,,,,0.14710028,,,,0.346764,0.06210395,,,
27,,0.10736032,0.47640246,,,,,,,,0.06963017,0.1311732,,0.20511499
28,,,0.23027863,,,,,,,,,0.22802545,,0.5194655
29,,0.58169454,,,0.04052654,,,,0.07100821,,0.18735404,0.05556613,0.050175212,
30,,,0.36064819,,,0.16369121,,,,,,0.32569894,,0.115776874
31,,0.32832953,,,0.088049,,,0.03408733,,,0.15303801,0.3657821,,
32,,,0.32729837,,0.02055181,,,,,,,0.020473996,,0.62452817
33,,0.17590329,0.09735739,,,,,,,,,0.5045484,,0.19041789
34,,,0.03489595,,0.53759813,,,,0.029831808,,,,0.38938245,
35,,0.60377127,0.13206206,,0.033007924,0.093808636,,,,,0.061778124,0.052928418,,
36,,0.26126352,,,0.1700503,,,,0.09823841,,0.113021314,0.25241005,,0.079485424
37,,0.38940194,,,0.07777548,0.056346286,0.08284433,,0.2413012,,,0.13736051,,
38,,,0.28954777,,,,,,,,,0.4164524,,0.26889428
39,,0.13663179,0.09025835,,,0.11934691,,,,0.6014787,0.030853353,,,
40,,,,,0.01610091,,,,,0.14871275,,0.34610978,,0.474211
41,,0.6338927,,,,,,0.029936904,,,,0.3210445,,
42,,0.37175015,,,0.054692034,0.17153746,,0.025915852,,,0.0333179,0.059090897,0.23790158,0.033996023
43,,0.61773354,,,0.16639642,0.04268437,,,,,0.09180272,,0.05962902,
44,,,0.04777437,,0.012157053,,,,,,,0.1565642,,0.77187866
45,,0.29199868,,,0.1974227,0.09653259,,,0.2733383,,,0.12821141,,
46,,,,,,0.1685446,0.073278874,0.0665203,0.464898,,,0.19575725,,
47,,0.35553706,,,0.24224852,0.12408541,0.16666296,,0.012831375,,0.082413174,,,
48,,0.1938778,,,0.08741302,0.2224527,,0.046695773,0.2252115,,0.101404436,0.098763615,,
49,,0.38235754,0.030499302,,,,,0.022006936,,,0.19418678,0.3525826,,
50,,0.08464626,0.09151385,,0.092344895,,,0.02497622,,,0.08092971,0.41550696,,0.19358407
51,,,,,,0.20852795,,,,,,,0.24367617,0.52484965
52,,0.60395396,0.094276845,,,0.07492843,,,,,0.086980045,0.12968594,,
53,,,,,0.14750507,,,,,,,0.29372612,,0.5245067
54,,0.036913157,0.21877594,,0.091190435,,,,,,,0.09928104,,0.5384877
55,,0.38894585,0.09547826,,,0.10417456,,,0.2580063,,,0.12812892,,
56,,0.20047432,,,0.045019563,0.15471143,0.030212212,,0.3026241,,,0.11417897,0.14355126,
57,,,0.44306204,,,0.03544972,,0.010249333,,,,0.07120765,,0.43097556
58,,0.48601675,,,0.28797057,0.114244215,,,,,0.047848854,,0.046122875,
59,,0.10804794,0.22055411,,,,,,,,,0.4885323,,0.14887063
60,,0.28167865,,,0.13504654,,,0.029003527,,,,0.5364463,,
61,,0.4864451,,,,,,,0.09437095,,0.11359051,0.27452466,,
62,,,,,,,,,,,0.8830475,0.11403137,,
63,,,,,0.021723706,0.108721174,,,,,,0.085549295,,0.77198774
64,0.22773553,,,,0.061229665,,0.13258757,,,,0.16686454,0.051297113,0.13652115,0.20642506
65,,,0.44054753,,0.01736593,,,,,,,,,0.54146075
66,,,0.19009887,,,0.041043364,,,,,,0.17030904,,0.57235026
67,,0.4486804,0.076496,,0.049664896,0.16636355,,,,,,0.15163076,,0.094326526
68,,0.43514574,,,0.12684482,0.15575922,,0.01407753,,,,0.1869662,0.067064546,
69,,,0.28729117,,,,,,,,,0.043423317,,0.6637485
70,,,,,0.16026375,,,,,,0.07395409,0.58602816,,0.14959437
71,,0.11152607,0.033608876,,0.14613037,,,,,,0.053201556,0.6265399,,
72,,0.20858505,0.28686982,,,0.10341971,,,,,,0.3308562,,0.056755822
73,,0.28938115,,,0.28681818,,,,,,0.16167697,0.21208388,,0.037160292
74,,0.054456655,,,,,,0.022526637,,,,0.7184815,0.17937282,
75,,,,,0.9865311,,,0.012936158,,,,,,
76,,,0.18438123,,0.1629992,,,,,0.06828812,,0.55286235,,
77,,,,,0.021590713,0.018441286,,,,,0.8546327,0.10276095,,
78,,0.4381548,,,0.2703115,0.11849805,0.137856,,,,,,,
79,,,0.15636736,,,,0.1297357,0.04641839,,,,0.6380887,,
80,,0.3867935,0.026044907,,0.11728901,0.059347533,,,0.23336373,,,0.1578011,,
81,,,0.12479929,,,,0.42578876,,,,0.050421942,0.23716009,,0.13587205
82,,0.44796187,0.07679268,,0.18749325,,,,,,,0.2699636,,
83,,,0.09898267,,0.08238517,0.12025419,,,,,,0.5554287,,0.118045874
84,,0.20186147,,,0.084038906,,,,,,,0.3000705,,0.38271236
85,,0.0650958,,,0.17781186,0.17047697,,,,0.31711164,,0.24875957,,
86,,0.44479123,,,0.1269247,0.09519178,,,,,,0.30893937,,
87,,0.33018336,,0.03555049,0.06068823,,,0.023582067,,0.2758099,0.095853955,0.16453974,,
88,,,,,0.08218377,,,,0.24663833,0.44949687,,0.19309981,,
89,,,0.5191874,,,,,,,,,,,0.46216315
90,,,0.48827,,,,,,,,,,,0.5079748
91,,0.3382287,0.059419114,,0.03554098,0.24936546,,,,,,0.29043555,,
92,,,,,0.41411743,0.09794017,,,,,,0.29627916,,0.15684114
93,,,,,0.11990993,0.090840615,,,,,,0.16694173,,0.60114026
94,,0.22141051,,,0.10768602,0.34870377,,0.057878837,,,0.12134359,,0.119932316,
95,,,0.18586306,,,,,,,,,0.074731,,0.7212147
96,,0.28033692,,,0.086421266,,,0.043471616,0.18836398,,,0.37877518,,
97,,,0.010823616,,,,,0.01741595,,,0.81993914,0.14130706,,
98,,0.4414996,0.06549516,,0.17476322,,,0.025042742,,,0.045219988,0.09279709,0.13830066,
99,,,0.17836283,,0.096527725,0.09476045,,0.0122752935,,,0.042255726,0.1346504,,0.41790113
100,,0.16860434,,,0.32579595,,,0.023488807,,,0.20135634,0.25084102,,
101,,0.60176426,,0.07865788,0.10622899,,,,0.17969243,,,,,
102,,0.4506161,0.082676776,,0.13645272,,,,,0.24421,,,,0.07021568
103,,0.4362906,,,0.36415225,,,,,,0.16642825,,,
104,,0.49788573,,,0.096779674,,,0.021169834,,,,0.22241575,,0.13597369
105,,0.39978147,0.075598896,,0.11784152,0.14913024,,,0.09296408,,,0.14590289,,
106,,0.5586744,,,0.104698725,0.09167257,,,,,0.05088838,,0.17999081,
107,,,0.35348424,,0.1766233,,,,,,,0.41314325,,0.034114134
108,,0.7015942,,,,0.083200365,,,0.0878856,,,0.10460172,,
109,,,,,0.05113079,,,,,,,0.03655114,,0.9015768
110,,0.44304603,,,,0.17758435,,0.026243435,,,0.19875802,0.12213722,,
111,,0.5302747,,,,,,,,,0.08167567,0.3129894,,0.05268965
112,,,0.025134059,,0.04331312,0.1518451,,,,,,0.74715775,,
113,,0.51310235,0.07771968,,0.07790351,,,,,0.13907526,0.07432831,,0.10055049,
114,,,,,0.05995797,,,,,,,0.24544464,,0.6749228
115,,0.2913651,,,,0.10712828,,,0.29987538,0.041487437,,0.19640008,0.049191665,
116,,0.14712587,0.054403957,,0.020692397,0.06181511,,0.02415034,,,0.054812945,0.22987539,,0.3968583
117,,,,,,,,,,,,0.17424195,,0.7853317
118,,,0.12373258,,0.09577408,0.04504465,,,,0.18540743,,0.41733405,0.0701767,0.050231144
119,,0.5142029,,,0.14156456,0.23114534,,,,0.07838641,,0.023616193,,
120,,0.120870456,,,,,0.3082351,,0.28164554,,0.040591445,0.16233405,0.062049534,
121,,0.31130815,,0.07779774,0.2260999,,,,,,,0.22049075,0.1382839,
122,,,0.32649013,,0.028603086,,,,,,,0.04760467,,0.5844068
123,,,,,0.042473152,,,,,,0.069216825,0.42467955,,0.44302693
124,,,0.108849555,,,0.032579448,,,,,,0.06583529,,0.77257407
125,,,,,,,,,,,0.7215115,0.18364277,,0.08468953
126,,,,,,0.99696565,,,,,,,,
127,,,,,,0.08407527,,,,,,0.32326308,,0.56561273
128,,,0.22920905,,0.079690635,,,,,,,,,0.680319
129,,,0.27377787,,0.05493818,0.036206774,,,,,,0.038077537,,0.58471245
130,,,,,,,,,,,0.8756087,0.121802315,,
131,,0.12921143,,,0.121594936,,,,,,0.0852624,,,0.63216984
132,,,0.10481567,,,,,,,,0.024097465,0.09027822,,0.7727812
133,,0.3676687,,,,0.21903361,,,0.27544814,,,0.105466194,,
134,,0.55533504,0.04817171,,0.068602555,0.074371286,,,,,0.08867201,0.13784844,,
135,,0.5760561,0.2313677,,0.06921749,,,,,,,,,0.10909126
136,,,0.19330303,,,,,,,,0.056218147,0.37838605,,0.34503073
137,,,0.06673526,,0.05366486,0.078823715,,,,,,0.17033587,,0.6138579
138,,0.16030806,0.2387891,,0.09817084,0.1268866,,0.021014977,0.15085532,,,,,0.18724553
139,,0.30394918,0.11059229,0.086848184,,,,0.029548341,,,0.08849174,0.3555217,,
140,,,0.06861918,,0.08664671,,,,,,0.18211974,0.5039648,,0.12924388
141,,,0.42783433,,,0.05650784,,,,,,0.116274066,,0.3728091
142,,,0.18036556,,,,,,,,,0.030240621,,0.7833425
143,,,,,0.07643347,,,,,,,0.3905991,,0.4959648
144,,0.25078657,0.29062727,,,0.06366836,0.23092066,,,0.024361454,,0.12331976,,
145,,0.109954596,0.15376839,,,,,0.01702627,,,,0.32193285,,0.38103092
146,,,0.3025472,,0.08174365,0.045872826,,,,,,0.07591121,,0.47928682
147,,0.34434193,,,0.163785,,0.3987943,,,,,0.063598044,,
148,,0.6565922,,,,,0.11729032,,,,0.09924897,0.09826061,,
149,,0.026035136,0.49409866,,0.07823066,,,,,,,0.08433349,,0.31014955
150,,0.014127624,0.31925103,0.03193458,0.07894925,0.023962507,,0.027724806,,,,,0.047558602,0.4540569
151,,,0.1170987,,0.15437742,,,,0.108918056,,,0.064637624,,0.54374385
152,,,0.33804396,,,0.05673987,,0.0114076855,,,,0.21893278,,0.35292563
153,,0.4824227,0.4002728,,,,,0.016993707,,,,0.0782282,,
154,,,,,0.12948671,,,,,,0.020486502,0.15127778,,0.6833808
155,,,0.24201003,,0.07876484,,,,,,,0.107539944,,0.5587122
156,,,0.19313833,,0.010208223,,,,,,0.031682696,0.11161292,,0.6449015
157,,0.4418373,0.05080008,,,,,0.029021489,,,,0.44593954,,
158,,,,,0.2214576,0.20518911,,,,,0.094443806,0.31004223,,0.14639838
159,,0.3226474,0.021953741,,0.11348667,,,0.029008372,,,,0.4940763,,
160,,0.4936937,0.16862045,,0.15724352,,,0.03229763,,,,,0.1321049,
161,,,0.20162618,,,,,,,,0.27253896,0.11704211,,0.40509322
162,,0.051235974,0.22992012,,0.13042986,,,0.01421316,,,,,,0.562728
163,,,0.6453921,,,,,,,,,0.026321122,,0.3250328
164,,0.06501402,0.13591096,,,,,,,,0.044058736,0.28344244,,0.44565225
165,,0.31684962,,,0.112247065,0.13161315,,,0.24195558,,0.089297935,,,0.08553252
166,,,0.062402524,,0.7886521,,,0.054287903,,0.0745752,,,,
167,,,,,,,,0.022716498,,,0.06054228,0.47377154,,0.40821508
168,,0.1735023,,0.16178961,0.22947536,0.23948069,0.07474306,0.019466752,,,,,0.09137079,
169,,0.43393093,,,0.12392126,0.03709568,,,0.18265261,,0.0695612,0.13100538,,
170,,,,,0.087402396,,,,,,,0.15467225,,0.73940563
171,,0.30653659,0.033691324,,,0.17213973,,0.04700083,0.41629836,,,,,
172,,,0.06718739,,0.14270364,,,,0.60840535,,0.1475546,,,
173,,,,,0.24728885,,,,,,,0.4548928,,0.26455554
174,,,,0.70129883,,,,,,,0.28843075,,,
175,,0.28414097,,,0.18978986,,0.07539289,,0.19536093,,0.07140396,0.15687712,,
176,,0.15045065,,0.049176615,,,,0.010946805,0.01821804,,0.53785366,0.23054749,,
177,,0.49249142,,,,0.10454607,,0.0506846,,,,0.3221727,,
178,,,0.116979904,,0.082654,,,,,,0.024249393,0.7421102,,
179,,,,,,,,,,,0.25094923,0.70950776,,0.024370892
180,,,0.22620471,,0.028650224,,,,,,,,,0.7418272
181,,,0.26438192,,0.14017425,,,,,,0.035651617,,,0.5447434
182,,0.042247772,,,,,,,,,0.036046337,0.16264378,,0.7425985
183,,0.12444332,0.35812032,0.021613743,0.0463603,,,,,,,0.09531361,0.066998586,0.27405
184,,0.03089962,0.09349371,,,,,,,,,0.03395903,,0.8262088
185,,0.47515088,,,,0.072067656,,0.037842482,0.026287569,,,0.2765037,,0.08629267
186,,0.64775234,,,0.12359285,,,,,,0.061886255,0.14148618,,
