document,0,1,2,3
0,0.039988913,0.028886512,0.11901391,0.81211066
1,0.10380998,0.10274574,0.20782566,0.5856186
2,0.24624678,0.03090711,0.030690623,0.69215554
3,0.6481546,0.03553273,0.035397284,0.28091538
4,0.18603463,0.13540931,0.13471195,0.5438441
5,0.20924084,0.18550333,0.18598339,0.41927242
6,0.62150425,0.03584662,0.03514511,0.30750403
7,0.24607393,0.013085381,0.013007325,0.7278334
8,0.03632689,,,0.96055436
9,0.030617496,,,0.9680767
10,0.14461555,,,0.8529306
11,0.26409012,,,0.73295784
12,0.50578004,,,0.49046358
13,0.030828089,,,0.9631736
14,0.066319786,,,0.92709786
15,0.12677526,,,0.8684666
16,,,,0.9855719
17,,,,0.99028563
18,0.14422272,,,0.8503226
19,,,,0.9891157
20,0.027977968,,,0.9671888
21,0.18351069,,,0.80871874
22,0.15477961,,,0.8400403
23,0.13180305,,,0.8590889
24,0.3130313,,,0.68165815
25,0.07874595,,,0.9152899
26,0.014274777,,,0.9811702
27,0.026234642,,,0.9689018
28,0.013986977,,,0.98076975
29,0.025197996,,,0.97208554
30,0.19799398,,,0.800322
31,,,,0.99353135
32,0.046673242,,,0.9513881
33,0.03755042,,,0.9609521
34,0.12308363,,,0.8758504
35,0.09572341,,,0.9030106
36,,,,0.9971454
37,0.011225964,,,0.9879717
38,0.06449736,,,0.93487155
39,0.11260633,,,0.88683355
40,0.13160002,,,0.8679413
41,0.09331059,,,0.90617365
42,0.14833733,,,0.851312
43,0.17613232,,,0.82355547
44,0.17403106,,,0.8254895
45,0.20389876,,,0.7955731
46,0.20654291,,,0.79293364
47,0.17706951,,,0.822612
48,0.22603117,,,0.77371806
49,0.30540735,,,0.6942856
50,0.32223976,,,0.6775049
51,0.3881383,,,0.6116633
52,0.43099475,,,0.56882614
53,0.53889877,,,0.460892
54,0.62764454,,,0.37216425
55,0.608069,,,0.39171866
56,0.6641875,,,0.33560133
57,0.7343622,,,0.26543495
58,0.7337779,,,0.26596475
59,0.85581625,,,0.1439143
60,0.9201748,,,0.07951559
61,0.91696846,,,0.082762346
62,0.8494072,,,0.15021855
63,0.8332025,,,0.16644183
64,0.805512,,,0.194136
65,0.8125938,,,0.18707891
66,0.8714155,,,0.12817828
67,0.871152,,,0.1283406
68,0.8962015,,,0.10321895
69,0.8713678,,,0.12805346
70,0.8678201,,,0.13143288
71,0.78357685,,,0.2156704
72,0.81861514,,,0.18053925
73,0.91242844,,,0.086740226
74,0.934678,,,0.06441083
75,0.7741421,,,0.22502108
76,0.7170376,,,0.28212976
77,0.826363,,,0.17274885
78,0.8203478,,,0.17851707
79,0.8078407,,,0.19127865
80,0.86042213,,,0.13829233
81,0.9374069,,,0.061035108
82,0.967653,,,0.030543206
83,0.9932394,,,
84,0.98593605,,,0.010338145
85,0.863572,0.020409198,0.020958824,0.095059924
