document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.32962322,,0.45074117,,0.0883795,,0.09399739,0.023979377,,,,,,
1,0.21433106,,0.61768496,,,,0.05322199,0.09978687,,,,,,
2,,,,,,0.37735012,0.2987944,,,0.28673238,,,,
3,0.21624303,,0.26688948,,,,0.4841375,,,,,,,
4,,,0.9060563,,,,0.064495206,,,,,,,
5,0.03649482,,,,0.32091987,,,0.08772855,,0.5265574,,,,
6,,,,0.9714648,,,,,,,,,,
7,,0.68772364,,0.16562209,,,,,,0.11406886,,,,
8,0.088467605,,0.07812254,0.13645227,,,0.632142,,,0.060016487,,,,
9,,,,0.5065341,,,0.32267335,,0.01020907,0.15865153,,,,
10,,,,0.1986881,,,0.45051312,,,,,0.32902554,,
11,,,,0.4385613,,,0.3168678,,0.0166777,0.22044402,,,,
12,0.048149846,,0.84497035,0.031769197,,,0.034017056,0.03592448,,,,,,
13,,,0.89225763,0.03571022,,,0.026385302,0.038825583,,,,,,
14,,,0.28458306,0.11575936,,,0.37020272,,,0.16906917,,,,0.0287975
15,0.29627475,,0.5136566,0.012927424,,,0.057584293,0.09833014,,0.017708302,,,,
16,,,0.78372616,,,,0.18706588,,0.014976538,,,,,
17,0.060271308,,0.4736119,,0.19889724,,0.1506591,0.093944855,,,,,,
18,0.31795746,,0.56880105,0.022776231,,,0.028744228,0.050362613,,,,,,
19,,,,,,0.18804903,0.1346472,0.18000202,,0.1250942,0.3629901,,,
20,0.04196857,,,,,,0.2129496,0.25955734,,0.08647105,0.3580677,,,0.012875061
21,0.2326484,,0.45952457,0.08114331,,,0.13046224,0.07864066,,,,,,
22,0.26213053,,0.4944216,0.057040293,,,0.1582804,0.010922497,,,,,,
23,0.11268168,,0.6987849,0.016608702,,,0.07106799,0.08524507,,,,,,
24,,,0.30334592,,,,0.66364884,,,,,,,
25,0.028823668,,0.7643238,,,,0.1534978,0.03838754,,,,,,
26,0.10364137,,,0.106488705,0.3269071,0.4310121,,,,,,,,
27,0.39717212,,0.30748776,0.08766288,,,0.09252552,0.011007056,,0.09510075,,,,
28,0.17076221,,0.58109367,0.04328007,,,0.18527874,,,,,,,
29,,0.12908779,0.014530606,,0.14419886,,0.15246306,0.04133014,,0.5046932,,,,
30,0.27770522,,0.2089505,,,,0.41374204,,0.06602949,,,,,
31,,,,0.12743248,,,0.3859182,0.07405359,,0.347017,,,,0.034299012
32,0.2402567,,0.7180016,,,,,0.028393766,,,,,,
33,0.09332077,,0.21966057,0.1455397,,,0.34570715,,,0.16768979,,,,
34,0.021587389,,0.102239504,,,,,0.8540473,,,0.013746371,,,
35,0.19780661,,,0.115058266,0.20718142,0.26653963,,,,0.18769573,,,,
36,0.07559816,,0.016985817,0.106606,,,0.34342924,0.12732549,0.07080553,0.1403972,0.100080125,,,
37,,,,,0.054659754,0.34738645,0.13527079,0.08118193,,0.2312456,0.13525146,,,
38,0.24000606,,0.309022,,,,0.42595017,,,,,,,
39,0.09331425,0.088965304,0.06738602,,0.50460416,0.15059844,0.07634078,,,,,,,
40,0.025860054,,0.45292842,,0.08383793,,0.42260483,,,,,,,
41,0.031461265,,,0.05057938,0.13967086,,0.2708127,,,0.46777317,,,,0.028808
42,,0.073975176,0.18673198,,,0.31661332,0.10822209,0.07382961,0.104809694,0.09577208,,,,0.028233558
43,,0.06820771,0.04358259,,,,0.1710537,0.10629638,,0.5892176,,,,
44,,,0.81825286,0.038042393,,,0.13114141,,,,,,,
45,,,,,0.20481817,0.21402074,0.21001826,0.13853453,0.078048974,,0.14317627,,,
46,,,,,,0.3107393,0.27866662,0.013467765,,,0.294621,,,0.071358815
47,,,,0.07486452,,0.49638623,,0.21882492,,0.18080325,,,,0.01089674
48,,0.10439623,,,,0.4830436,0.19628815,0.09009752,0.04338852,,,,,0.05325403
49,0.046687745,,,0.2306708,0.1700982,,0.25268632,,0.032159634,0.23337926,,,,0.020071575
50,0.08424467,,0.19896881,0.118622124,,,0.37483785,0.07284258,,0.11174083,,,,0.02233882
51,,0.03157217,0.6997763,,,0.19306423,0.054716073,,,,,,,
52,0.12902017,,,0.12797616,0.34552765,0.17445643,0.037103407,,,0.1769004,,,,
53,,,0.5149389,0.03365284,,,0.3094279,0.110861786,,,,,,
54,0.17676069,,0.5856529,,,,0.121534415,0.07561849,0.025278531,,,,,
55,0.07502658,,,0.0120698465,0.7165752,,0.16836,,,,,,,
56,,0.0402629,0.073903866,,,0.27047312,0.18322596,0.038948514,,0.06376738,0.32023427,,,
57,0.3507766,,0.5383209,,,,0.09182359,,,,,,,
58,,,,,0.34243512,0.13647151,0.14292823,0.16955976,0.19053444,,,,,
59,0.22069553,,0.16330269,,,,0.5066245,,0.028415253,0.05038233,,,,
60,,,,0.119163595,,,0.42030507,0.101672836,0.07387107,0.24865101,,,,0.021951316
61,,,,0.13736685,0.15150718,0.261126,0.15013488,,,0.27153152,,,,
62,,0.53036046,,0.37962568,,,0.08730683,,,,,,,
63,,0.019662384,0.7783615,,0.045470916,,0.14470102,,,,,,,
64,,,0.34854352,0.20251998,0.26011333,,,0.04729762,,,0.11932513,,,
65,0.3272197,,0.66048735,,,,,0.011678822,,,,,,
66,0.12905817,,0.6311811,,,,0.21106903,,,,,,,
67,0.13058443,,0.1082095,,,0.29017115,0.23940358,,0.104217425,0.1143998,,,,
68,0.050362807,,0.024054943,,,0.33255944,0.27585015,0.08832291,0.13552144,0.06572708,,,,0.016910011
69,0.21056397,,0.7486264,,,,0.03530363,,,,,,,
70,,,0.13650814,0.12539648,,,0.60310537,0.10453284,,,,,,
71,0.04851305,,,0.15426101,,,0.5614639,0.09504325,,0.11185248,,,,
72,0.25293046,,0.11288718,,,,0.42689565,,,0.19238567,,,,
73,0.03875177,0.074545786,,0.08483312,,,0.30302116,0.23118046,,0.25616175,,,,
74,,,0.070197545,,,,0.8445494,,0.036815368,,,,,0.022964265
75,,,,,,,,0.98294455,,,,,,0.016519085
76,0.1987512,,,0.0778528,,,0.5696993,0.12241305,,,,,,
77,,0.5233587,,0.36937627,,,0.082192,0.018947316,,,,,,
78,0.06572747,,,0.060976155,0.010900879,0.40032104,,0.24207273,,0.19218643,,,,
79,0.13816048,,,,0.13770005,,0.64947426,,,,,,,0.045648385
80,0.070124894,,,,,0.12739265,0.22704592,0.09086569,,0.23280211,0.23245484,,,
81,0.09206784,,0.16712822,0.10397997,,,0.18137664,,,0.1781649,0.25472373,,,
82,0.10537806,,,0.03351128,0.067312844,,0.32116926,0.124335065,,0.33414903,,,,
83,0.09813057,,0.11464892,,,,0.74486554,,0.014635856,,,,,
84,,,0.38971728,0.048000935,,,0.34090468,,,0.19050334,,,,
85,0.03302462,,,,0.10751226,0.32088768,0.36941907,0.14836954,,,,,,
86,,,,,,0.15040648,0.36688444,0.089449264,0.055880986,0.31544456,,,,
87,,,,0.10094851,0.37738544,0.13951214,0.15555151,0.041245103,,0.14874323,,,,0.022497512
88,0.06449513,,,,0.24044496,0.15841933,0.26528606,0.10987726,,,0.14088446,,,
89,0.39513332,,0.59029657,,,,,,,,,,,
90,0.35988173,,0.6364732,,,,,,,,,,,
91,0.114763275,,,,,0.4268525,0.37920958,,0.048795424,,,,,
92,,,0.14056826,,,,0.51536447,0.28603485,,0.0237627,,,,
93,,,0.5967413,,,,0.31308186,0.06683179,,,,,,
94,,0.14407103,0.10572111,,,0.43059,0.13967672,0.0934665,,,,,,0.06374551
95,0.12120593,,0.78712505,,,,0.07346259,,,,,,,
96,,,,,0.26706147,,0.42667004,,0.10531758,,0.13299295,,,0.04515919
97,0.015703583,0.21266197,,0.71840817,,,0.011534312,,0.016086197,,,,,0.016018754
98,0.06136543,,0.077934995,0.017418707,0.064768,,0.17962666,0.14229256,,0.3434114,0.07254969,,,0.028550047
99,0.1240085,,0.48398498,,,,0.2972766,,0.055932608,,,,,
100,0.04118998,0.12763679,,0.07469864,,0.11323502,0.34526122,0.23994203,,,,,,0.035175525
101,,,,0.09167301,0.6996753,,,,,0.17205173,,,,
102,0.10243162,,0.07317818,,0.46496603,,,0.13957536,,0.20383997,,,,
103,,,,0.16196117,,0.16038485,,0.32639268,,0.31384403,,,,0.010413548
104,,,0.14808196,,,,0.25845122,0.078922585,,0.47061458,,,,0.018310567
105,0.12103425,,,,,0.35567176,0.20321779,0.10069109,0.048386786,0.15226126,,,,
106,,0.06782582,0.107489735,,0.1731056,0.24265482,,0.11941564,0.046411484,0.23215295,,,,
107,0.29760382,,0.0836285,,,,0.49310288,0.103351064,,,,,,
108,0.04765009,,,,0.4275722,0.07610936,0.10671708,,0.06883608,0.25888643,,,,
109,,,0.8945905,,,,0.059941098,0.035354823,,,,,,
110,,,0.06372907,0.25553223,,0.44281,,,,0.1798802,,,,0.026088879
111,,0.043970346,0.047295693,,0.11970795,0.029276192,0.37675542,,,0.3653257,,,,
112,0.037057012,,,,,,0.92367625,,,,,,,
113,0.118587926,0.034416426,0.021045336,,0.3621916,0.019771494,0.11410523,0.05301065,,0.26386094,,,,
114,,,0.6657747,,,,0.29679775,0.018173307,,,,,,
115,,,0.031917937,0.060098354,0.23568127,0.34898925,0.13393722,,,,0.17481115,,,
116,0.054046594,0.03901313,0.40365922,,,,0.3322504,,,0.13476574,,,,0.022538431
117,,,0.7786644,,,,0.18086705,,,,,,,
118,0.09519219,,0.09955996,,0.19327815,,0.5245463,0.071823716,,,,,,
119,0.03855354,,,0.02206062,0.32045025,0.36073077,0.10302962,0.07655555,0.06999678,,,,,
120,,,0.025821159,0.073687896,,,0.14391619,,,0.16191,0.5669779,,,
121,,,0.07911003,0.14327803,,0.17878547,,0.17858675,0.11361364,0.088717915,,,0.19777253,
122,0.24401592,,0.67121994,,,,0.05052963,0.022195483,,,,,,
123,,,0.4242442,0.068651326,,,0.48429498,,,,,,,
124,,,0.87637585,,,,0.09930389,,,,,,,
125,,0.0812917,0.09837621,0.72854453,,,0.07594156,,,,,,,
126,,0.29700568,0.13050386,,,,0.56998223,,,,,,,
127,,,0.5557386,,,,0.41548422,,,,,,,
128,0.15341973,,0.7612096,0.017988363,,,,0.057741694,,,,,,
129,0.20450893,,0.66145414,,,,0.08785545,0.032503996,,,,,,
130,,0.3299605,,0.6183755,,0.026698947,0.017883167,,,,,,,
131,,,0.6474676,0.09303898,,,,0.09003546,,0.13798343,,,,
132,0.054136198,0.014936905,0.8175339,,,,0.10536527,,,,,,,
133,0.031319924,,,,0.15167324,0.6378901,0.14620255,,,,,,,
134,0.07512279,0.07291139,,,,,0.32399988,,,0.4944116,,,,
135,0.2238817,,0.14811869,,0.1568112,,,0.06872548,,0.38970467,,,,
136,0.13098538,,0.4146992,0.14261073,,,0.23469871,,,0.053120445,,,,
137,,,0.6846694,,,,0.260788,,0.03421501,,,,,
138,0.19740227,,0.25372258,,,0.19510539,0.09304365,0.052744444,,0.06844275,0.10487707,,,0.020569196
139,0.11599088,,,0.14905678,0.20041913,,0.297379,,0.065682575,0.11975972,,,,0.030165154
140,0.07821117,0.09126694,0.11035933,0.08385716,,,0.5687271,0.041687902,,,,,,
141,0.33159727,,0.4795234,,,,0.15999171,,,,,,,
142,0.10996838,,0.8564788,,,,0.027554696,,,,,,,
143,,,0.49235547,0.047324065,,,0.42397994,,,,,,,
144,0.19764571,,0.05584066,,0.48044488,,0.13362306,,,0.11430189,,,,
145,0.14010762,,0.40538985,0.038837492,,0.02770399,0.28704318,,,0.07229046,,,,0.01613002
146,0.232131,,0.5597402,,,,0.13451508,0.04937357,,,,,,
147,,,,,,0.19413392,0.11359104,0.14717214,,0.51558375,,,,
148,,,,0.14344132,,,,,,0.66950166,0.15462002,,,
149,0.4170087,,0.39955753,,,,0.11769689,0.057775848,,,,,,
150,0.23752321,,0.56327105,,0.032098033,,0.020860277,0.066418715,0.010588578,,,0.032670148,,0.025841026
151,0.07647412,,0.5846153,0.044110864,,,0.05538009,0.1275583,,,0.10206138,,,
152,0.27179968,,0.42496473,,,,0.26879242,,,,,,,0.010322024
153,0.37735337,,0.049613513,0.034316175,0.27707216,,,,,0.22423244,,,,0.016296003
154,,,0.6783204,0.06017908,,,0.1386347,0.10763454,,,,,,
155,0.19483091,,0.6093591,,,,0.12008696,0.06287491,,,,,,
156,0.13363722,,0.70594215,0.049303763,,,0.07010448,0.03257101,,,,,,
157,0.092633426,,,,,,0.48011926,,,0.3660791,,,,0.028933784
158,,,0.14472719,0.10702456,,,0.61128366,0.111975834,,,,,,
159,0.05672358,,,0.048938274,,,0.5175785,0.045339588,,0.2841825,,,,0.030570816
160,0.15289125,,0.10620447,,,0.073092245,0.08423079,0.121360816,,0.41621917,,,,0.033622645
161,0.15004948,0.14037956,0.45754874,0.14032264,,,0.10838089,,,,,,,
162,0.16777284,,0.6237425,,,,,0.13961843,,0.043344777,,,,0.014039848
163,0.50753456,,0.4764367,,,,0.012799971,,,,,,,
164,0.12139155,,0.44772574,,,,0.3331979,,,0.06862486,,,,
165,0.06503249,0.106491596,0.073002495,,,0.330116,0.08419421,0.08425737,0.13527144,,0.104855135,,,
166,0.067453474,,,,,,0.1981107,0.6536496,,,,,,0.060683265
