document,0,1,2,4,5,6,7,8,9,10,11
0,,0.2858572,0.61505675,,,,,,0.07689468,,
1,,,0.82358444,,,0.16017269,,,,,
2,,0.34036005,,,,,0.11866153,,0.5181134,,
3,,,0.31971776,,,,,,,,0.6452997
4,,0.60197973,0.10298683,,,,0.26693574,,,,
5,,,,0.33229432,,0.116286054,,,0.5202455,,
6,,0.12720294,0.18392542,,0.0726914,,,0.12751071,0.46669793,,
7,,0.2956768,0.237648,,,,,0.43463194,,,
8,,0.50789815,,0.19223519,,,,,0.2721137,,
9,,0.5638422,0.16287774,,,,,,0.24447232,,
10,,,,,,,,,0.9947503,,
11,,0.57320255,,0.39613545,,,,,,,
12,,,0.12895483,0.76350766,,0.07706919,,,,,
13,,,,0.33455387,,,,0.18274726,0.46387526,,
14,,0.8012498,,,,,,,0.16716553,,
15,,,,,,,0.5073837,,0.4859185,,
16,,0.7027746,,0.26801682,,,,,,,
17,,,0.18469253,0.52714723,,,,0.11979659,0.14521365,,
18,,0.37900114,,0.28994787,,,,,0.30605096,,
19,,,,0.43609208,,,,,0.5290835,,
20,,0.22440366,0.056251206,0.6883003,,,,,,,
21,,,0.81934905,0.050854914,,0.12541117,,,,,
22,,0.08644773,0.11815958,0.43974262,,0.20792133,,0.1268334,,,
23,,,0.15755264,0.30616692,,,,0.30945358,0.20219181,,
24,,,0.1970612,0.21631545,,,,0.32289863,0.20032126,0.04187481,
25,,,,0.46522766,,,,0.19706585,0.31211165,,
26,,0.4411361,0.10101232,0.146366,,,,,0.28490767,,
27,,0.5731533,,0.26393476,,,,,0.13162653,,
28,,,0.08385708,0.370712,,,,0.16294426,0.3603957,,
29,,,0.1631688,0.32118192,,0.48759717,,,,,
30,0.033459034,0.27883384,,,,,,0.28493685,0.3836373,,
31,,0.16629714,0.15343596,0.24084088,,0.106560566,,,0.31047907,,
32,,0.5452365,0.39229065,,,,,,,0.034030844,
33,,0.17098321,,0.5483588,,,,,0.25339475,,
34,,,0.12733205,0.6898633,,,,,0.15315507,,
35,,0.43932018,0.21820839,0.12249093,,,,,0.19586201,,
36,,0.34010714,,,,0.26068723,,,0.32291338,0.051546093,
37,,0.37104017,0.14949626,0.37535268,,0.07926171,,,,,
38,,0.27537426,,0.26434907,,0.29320747,0.14144084,,,,
39,,0.4126649,0.12147659,0.11883656,,,,0.32345852,,,
40,,0.117646635,0.04677926,0.6173949,,,,,0.1629594,0.038410313,
41,,0.29009187,0.21055688,,,,,,0.47294226,,
42,,0.51570433,0.24582511,,,,,,0.20925985,,
43,0.17384347,0.2534206,0.15024072,0.052280135,,,0.04805615,0.13287002,0.18880716,,
44,0.13650341,0.03249633,,0.054192975,0.014815627,0.031520065,0.11865901,0.21666329,0.39490166,,
45,0.2387752,0.10458338,,0.11158663,0.019833481,0.0927315,,0.31847525,0.11316967,,
46,0.3144074,0.0474987,0.04785522,0.30115464,,0.023493001,,0.077625245,0.17329273,0.0139313135,
47,0.9164549,0.03119346,0.045430977,,,,,,,,
48,0.94217354,,,,,,,,0.05291432,,
49,0.1712822,,,0.24557379,0.036903445,0.14646201,0.036260653,0.17511718,0.13072515,0.056850094,
50,0.056444824,,,0.34932455,,0.14042848,0.06528262,0.16076343,0.2262294,,
51,0.21317725,0.042299494,,0.22734655,,0.12633723,,0.3875439,,,
52,0.058617864,0.09260638,0.010201098,0.10927256,0.100887455,0.09867824,0.0685012,0.22374591,0.014119052,0.22317794,
53,,,,,0.2663489,,0.12595262,,,0.60732466,
54,0.034487873,0.18811993,0.068405494,0.12772758,,,0.09060932,0.16719507,0.32306582,,
55,0.15209728,0.0634486,,0.18820882,,,0.17408323,,0.41768897,,
56,0.7644183,,,,,0.09469974,,0.13547191,,,
57,0.23713969,0.13865319,,0.13899986,,0.08309158,,0.29076192,0.09194991,0.01676455,
58,0.086158685,,,0.080863416,0.31681165,0.043762296,,0.30580288,,0.15783611,
59,0.020013995,0.029038401,,,0.01591483,0.024250546,0.1618949,0.04581623,0.055004846,0.64087087,
60,0.015056418,,,0.031175954,0.15058202,0.01677783,0.09665465,0.12229901,0.112171,0.4460468,
61,0.061852314,0.030031811,,,0.014824108,0.029378897,0.15999405,0.5761212,0.12730041,,
62,0.1408728,0.14695416,0.030679803,0.13587342,,0.026876932,0.15786797,0.077632256,0.28279293,,
63,0.23698054,0.061822414,0.020297935,0.11108758,0.025685523,,0.12607497,0.20942467,0.2081701,,
64,0.014224522,0.09807734,,0.064502895,,0.01918315,0.24870543,0.24967666,0.30529636,,
65,0.06165276,0.012315495,,,,0.029701281,0.31885615,0.17087345,0.40639207,,
66,0.16048259,,,,0.017210104,,0.2831464,0.47910234,0.059643403,,
67,0.2818197,0.027676774,,0.15429209,,,0.14147884,0.29883876,0.06947961,0.017707238,
68,0.013874908,,0.07115389,0.31112897,,0.13967274,,0.1332456,0.31546998,,
69,,0.16058417,,0.049088936,,0.54396075,0.17560017,0.049613103,0.013357959,,
70,0.020903276,0.10667706,0.06833107,0.030385777,,0.44295046,0.12523264,,0.20509233,,
71,,0.017431704,0.040919755,0.012022614,,0.5206025,0.06472733,0.1840175,0.14777496,,
72,,0.24551344,,0.14148213,0.023151409,0.28757817,,0.023699937,0.27342445,,
73,,,0.08200905,0.044413917,,0.6833177,,,0.16733685,,
74,0.0149543835,0.15198573,0.029451547,0.057518758,,0.19677874,0.09509823,0.3149585,0.13903478,,
75,,0.11539575,,0.01201766,0.013066931,0.45810246,,0.21978165,0.1731065,,
76,,,,,0.017706005,0.7451063,0.048134424,0.12840511,0.05316917,,
77,,0.29339686,,0.0104098385,,0.6394395,,0.028563684,0.027751874,,
78,,0.07706593,0.034361012,0.28060505,,0.19304696,,0.23778917,0.17580867,,
79,,0.20015511,0.045671232,0.027681125,,0.14427698,0.11826747,0.16945976,0.11232344,0.18197905,
80,,,0.089262635,,,0.82274693,,,0.080327764,,
81,0.031417575,0.020825779,0.10068542,,,0.63452506,,,0.19095428,0.015070456,
82,0.014264786,0.21034527,0.027228845,0.07225305,0.027263494,0.044067178,0.06260144,0.454834,0.08683394,,
83,,0.29658198,0.027528191,,,,0.09798902,0.18956836,0.3615272,0.016922785,
84,,0.03424095,0.059597958,0.6609204,0.018118076,0.11500042,0.04102055,0.028422702,0.034336068,,
85,,0.11121228,0.01696388,0.23411596,0.015772346,0.036808338,0.034680896,0.1564638,0.39374602,,
86,,0.05599094,0.120455764,0.1905451,,,,0.6217901,,,
87,,0.013241013,,0.13449629,,0.017382877,0.25741872,0.4718192,0.105437905,,
88,,0.10117588,0.038460474,0.11906016,,0.057408895,0.049253363,0.40393877,0.22400716,,
89,,0.18097739,0.016922109,0.025804074,,0.024289876,0.15467882,0.23659769,0.36053735,,
90,,0.19803,0.117135555,0.07448813,,0.026385175,0.17221764,0.36815074,0.043398395,,
91,0.027185563,0.114034645,0.041746113,0.05498853,0.01783548,0.016966702,0.024025876,0.47047502,0.23259597,,
92,0.016368775,0.110123,,0.34685558,,,0.1060071,0.11246626,0.27915305,0.019541787,
93,,0.25877753,,,0.011323308,0.021120677,0.056240257,0.5795166,0.065153494,,
94,,0.13512768,0.13275124,0.15111868,,,,0.14642328,0.42500645,,
95,,0.18027808,0.06456824,0.19153264,,,0.049480774,0.1449468,0.25003386,0.10638233,
96,,0.32070976,0.049353734,0.050323453,,,0.038310833,0.079962194,0.4526358,,
97,0.018314295,,0.90974617,,,0.06667806,,,,,
98,,0.32967117,0.055126682,0.1105389,,0.10548413,0.014028866,0.092407785,0.2925187,,
99,0.012717309,0.11193611,0.04807232,0.115685895,,,0.019758869,0.2892514,0.37691998,0.02528586,
100,,0.1442593,0.049148325,0.19022068,,,0.08276168,0.3029896,0.20097695,0.020434253,
101,,0.32247317,0.091597475,,,,,0.23549339,0.31361705,0.024263998,
102,,,,,0.018363934,,,,,0.9815343,
103,0.01601146,0.15177406,,0.1231435,0.025761427,0.04633582,,0.3694531,0.2530214,,
104,,0.02846815,,,0.49792364,,0.0584908,0.03109687,0.08119421,0.3018259,
105,,0.07184114,0.06647805,0.19055827,,0.011843732,0.035022747,0.20849042,0.4155114,,
106,0.012648729,0.24007332,0.07118195,0.011507205,,,0.16433518,0.27062625,0.22344898,,
107,,0.10353672,0.028033203,0.07850755,,0.032833397,0.17955823,0.2914226,0.2825084,,
108,,0.080128916,0.046547502,0.28186816,,0.077183366,,0.3374586,0.17590804,,
109,0.024243427,0.0741452,0.05740371,0.2175671,,0.04703439,0.024709512,0.37938792,0.17523716,,
110,,,,0.06357822,0.105989136,,0.23144694,0.053910784,0.11931118,0.42553896,
111,0.020524424,0.10473728,0.016867472,0.18616661,,0.06798356,0.14453284,0.24880293,0.21018718,,
112,0.020445675,0.16596557,,,0.013052833,,0.3708581,0.17354691,0.2540781,,
113,,0.15807977,0.06498774,0.091080055,0.018783692,0.026348207,,0.23939076,0.4009064,,
114,,0.10023058,,0.03832703,,0.09330377,0.14275992,0.24968538,0.37531883,,
115,,0.06122472,,0.07684361,0.012331791,0.03681496,0.02335155,0.54090804,0.24826245,,
116,,0.1237333,0.040221147,0.08195071,,,0.19704072,0.30702943,0.23939592,,
117,,0.2563062,0.08209331,0.10271487,,0.04844342,0.14329945,0.26007104,0.078166515,0.02307232,
118,,0.15064675,0.09478832,0.13659114,0.021475155,,0.017107647,0.26247007,0.31639874,,
119,0.011040779,0.06355362,0.037527792,0.23715965,,0.055723116,0.040794667,0.24467535,0.30933005,,
120,,0.18322274,,0.15333614,,0.063732244,0.18923146,0.16979201,0.24033585,,
121,,0.13084766,0.13257338,0.039273236,0.018652903,0.02049207,0.09051337,0.3113629,0.25609848,,
122,,0.060809627,,0.048746288,0.023005674,0.049194913,0.04412157,0.48890194,0.2785003,,
123,0.012937811,0.1516776,0.073512755,0.21601944,,,0.21524037,0.036254093,0.28131703,0.012593317,
124,,0.023426875,,0.03688761,,0.025372874,0.21177539,0.3087331,0.39065474,,
125,,0.21108708,0.086366974,0.10860152,,,,0.32594252,0.2673933,,
126,0.015752653,,,0.19047157,,0.043380577,0.042045236,0.16274181,0.51207113,0.02909431,
127,,0.095049694,0.06504925,0.18334472,,0.058739685,,0.29985923,0.28834593,,
128,0.015082353,0.31557843,0.06050661,0.03006102,0.0133155845,,0.024201168,0.078707896,0.46227401,,
129,,0.16012315,,0.042355347,0.012519039,0.03871495,0.06560379,0.38016772,0.29382348,,
130,0.014247827,0.13213292,0.07949153,0.13157758,0.011948237,0.016495695,0.038671218,0.11840391,0.44454128,0.012334394,
131,,0.08800968,0.08765506,0.20802407,0.010723108,,,0.124617316,0.45763382,0.014025017,
132,0.010412272,0.25363213,0.10070559,0.03901524,,,0.21539097,0.21536686,0.15302324,0.011307115,
133,0.027118001,0.048597768,0.053581633,0.26061773,,0.024168221,0.14506763,,0.44004983,,
134,,0.06184311,0.104090266,0.31074998,,,0.08401816,0.14049007,0.28125253,0.016968686,
135,,,0.023055708,,0.5529469,0.083922274,,0.029438147,,0.30316666,
136,0.010674311,0.12645149,0.016147302,0.19607969,,0.021912606,0.16456233,0.14955778,0.31441948,,
137,0.016016422,0.03740753,0.05466283,0.29483846,,,0.10339495,0.16629057,0.32689384,,
138,,0.045258548,,0.015583964,0.1588262,,0.099358484,,0.07372613,0.60475963,
139,,0.20345798,0.11693344,,0.120692156,0.022411916,,0.2503137,0.19275433,0.09212996,
140,,,,0.47339976,0.016401889,0.02312916,0.037569143,,0.4482639,,
141,,0.3640497,0.06348258,0.04996792,0.014201425,,0.19217123,0.0729032,0.2420465,,
142,,0.22001293,0.041121222,0.15764262,,0.046789113,0.04406818,0.15633073,0.3336488,,
143,,0.21419752,0.05407627,0.0477442,,,0.12495648,0.1466423,0.3825497,0.014784845,
144,0.018112531,0.16369809,0.11011129,0.19908977,,,0.0142065715,0.040782254,0.45328292,,
145,0.010891482,,0.047371887,0.089580946,0.24013914,,0.04638471,0.29958916,0.17370354,0.08107545,
146,,0.20414542,,,,0.049701285,0.33454174,,0.4070327,,
147,,,0.05531845,0.39663354,,0.033938892,0.10628194,0.32406697,0.08330531,,
148,,0.0134717915,0.03545387,0.05347933,0.015101121,0.015078629,0.12792702,0.38765168,0.35168839,,
149,,0.1072018,0.013117331,0.28131464,0.029448584,0.01386659,0.09539156,0.24665707,0.21276239,,
150,,0.07747631,0.045722246,0.1519758,,0.055929855,0.051920902,0.30077842,0.29719833,,
