document,0,1,2,3
0,0.110455886,0.042244017,0.04083719,0.80646294
1,0.21927516,0.10395153,0.09937482,0.5773985
2,0.030526936,0.22324368,0.14916712,0.5970623
3,0.035837926,0.69264114,0.13537295,0.13614795
4,0.13580516,0.237977,0.16089135,0.46532646
5,0.18516563,0.21570575,0.19888036,0.4002483
6,0.030163156,0.045501873,0.5676045,0.35673052
7,0.01271015,0.0595954,0.20921162,0.7184828
8,,0.1223718,,0.86883605
9,,0.0972086,,0.89347684
10,,0.17624274,0.056077547,0.76647675
11,,0.26331565,0.09687148,0.638345
12,,0.14713292,0.36062348,0.49042824
13,,0.051456142,0.02639862,0.91926104
14,,0.09570572,0.039275143,0.8618127
15,,0.1723872,0.047728002,0.77754873
16,,0.046198286,,0.94171405
17,,0.03420891,,0.95819575
18,,0.30617288,,0.6814521
19,,0.019558428,,0.97204226
20,,0.14124915,,0.8486586
21,,0.12493035,0.11857979,0.75256926
22,,0.0150994165,0.15267673,0.8297978
23,,0.016728856,0.12576415,0.853205
24,,0.17975424,0.1872976,0.63034344
25,,0.01858461,0.087558046,0.89102286
26,,0.036212344,0.02070428,0.940881
27,,0.024265679,0.03631198,0.9371006
28,,0.022958726,0.022280695,0.95220906
29,,0.012092314,0.045748107,0.9409095
30,,,0.19283426,0.8034873
31,,0.015803613,,0.9769712
32,,,0.07185622,0.9219345
33,,0.030226596,0.043619245,0.9254295
34,,0.011377305,0.12572408,0.8623936
35,,0.04817939,0.08533114,0.8658887
36,,0.022146396,,0.9720111
37,,0.05792983,,0.9350938
38,,0.10251426,0.029258696,0.86792135
39,,0.23380275,,0.76209843
40,,0.25022858,,0.7424333
41,,0.19643518,,0.7971557
42,,0.25739452,0.0137570575,0.72867376
43,,0.26838002,0.028413039,0.70304996
44,,0.30513853,,0.68541455
45,,0.27396566,0.046861984,0.67890584
46,,0.30624288,0.030484641,0.6630089
47,,0.33999628,,0.65849257
48,,0.38894558,,0.60867405
49,,0.3936156,0.053412355,0.55281615
50,,0.47770706,0.017162073,0.50500053
51,,0.5399838,0.024220644,0.43569303
52,,0.55378026,0.043028917,0.40309873
53,,0.6131751,0.07843271,0.3082836
54,,0.6443461,0.12086194,0.23469278
55,,0.5382079,0.1784185,0.28326508
56,,0.52463305,0.22794114,0.2473184
57,,0.4713048,0.31955504,0.20903751
58,,0.4994737,0.2964342,0.20396163
59,,0.37793455,0.48150024,0.14043105
60,,0.38558644,0.5266777,0.087580904
61,,0.21836738,0.6490612,0.1324395
62,,0.2656641,0.55911326,0.17503814
63,,0.20835334,0.588667,0.20280568
64,,0.14875868,0.6082731,0.24279752
65,,0.1382731,0.62066245,0.24090567
66,,0.08806234,0.7060747,0.20566759
67,,0.13511573,0.6720311,0.19260733
68,,0.05403172,0.75157,0.1941232
69,,0.111631215,0.6896025,0.1984862
70,,0.088938095,0.7039225,0.20678177
71,,0.311207,0.47346842,0.21495157
72,,0.29543042,0.5131675,0.19098583
73,,0.3010518,0.5848489,0.11368977
74,,0.31116992,0.59515727,0.09322465
75,,0.5674667,0.28488582,0.14722031
76,,0.6195508,0.19853006,0.18148765
77,,0.65653706,0.24937294,0.093630366
78,,0.62328196,0.2729881,0.10315138
79,,0.66029084,0.23080958,0.10844475
80,,0.6558195,0.274278,0.069247
81,,0.60576665,0.370003,0.023434535
82,,0.7869467,0.20872341,
83,,0.4274918,0.56724644,
84,,0.46278417,0.5256994,
85,0.022707263,0.84633076,0.095353246,0.035608705
