document,0,1,2,3
0,0.14697464,0.77273726,0.04332035,0.036967713
1,0.11057633,0.63691616,0.11149554,0.14101201
2,0.55409634,0.36870244,0.0440012,0.03320002
3,0.16962124,0.12497449,0.5221969,0.18320736
4,0.19119371,0.44666755,0.2059542,0.15618458
5,0.18135802,0.39530692,0.22441958,0.19891548
6,0.042990275,0.35311753,0.048227828,0.55566436
7,0.1893777,0.72731143,0.048377544,0.034933347
8,,0.82288396,0.16734856,
9,,0.8500093,0.1375878,0.0114761
10,0.053411525,0.7202751,0.20651352,0.019799802
11,0.15128644,0.6142719,0.22481693,
12,,0.45498914,0.15746514,0.3848584
13,,0.88685536,0.077258244,0.03277349
14,,0.82048094,0.13052915,0.044967916
15,,0.7268367,0.21072571,0.055879284
16,,0.90750355,0.07876984,0.0106542725
17,,0.92554927,0.06611439,
18,,0.6124435,0.3724286,0.010867167
19,,0.94467705,0.040145233,
20,,0.79443115,0.19251636,
21,,0.7179408,0.14317048,0.1350532
22,0.012931598,0.8060725,0.01948854,0.1615074
23,0.09789693,0.8448465,0.020746905,0.03650967
24,,0.5870882,0.20071281,0.20573306
25,,0.8679649,0.024444474,0.10048807
26,,0.90789264,0.062232714,0.026918588
27,,0.9137967,0.037984625,0.045451712
28,,0.9280739,0.038063537,0.030695833
29,,0.92213804,0.018685346,0.05792402
30,,0.7874928,,0.20814739
31,,0.9484085,0.039431788,
32,,0.9038712,,0.08767907
33,,0.8951688,0.050645057,0.052875306
34,,0.8369367,0.01969814,0.14213616
35,,0.8342657,0.06725879,0.097597554
36,,0.93725663,0.0537042,
37,,0.89493865,0.09540417,
38,,0.82227176,0.13816717,0.036205836
39,0.06541516,0.71452534,0.21890944,
40,0.017688919,0.67845035,0.29930297,
41,,0.741792,0.2451153,0.012619825
42,,0.66343117,0.31039643,0.017767187
43,,0.6396241,0.3178526,0.04212716
44,,0.6166822,0.36351153,0.019281302
45,,0.6199562,0.31779462,0.06188182
46,,0.59767413,0.35698903,0.044889547
47,,0.5841124,0.413041,
48,,0.5291472,0.461848,
49,,0.4793733,0.4477681,0.07257676
50,,0.4223996,0.5403743,0.036984626
51,,0.34721303,0.6052258,0.04733667
52,,0.3145955,0.61712635,0.06808761
53,,0.21684022,0.67452455,0.108435206
54,,0.14208737,0.70292616,0.15478745
55,,0.20363592,0.58393884,0.21222527
56,,0.17029579,0.56542283,0.2640207
57,,0.14361618,0.49652377,0.35969418
58,,0.13490841,0.52673733,0.33808056
59,,0.0898938,0.38226268,0.5275004
60,,0.03959618,0.38345024,0.5765516
61,,0.105930835,0.19384229,0.6998725
62,,0.1392588,0.25478184,0.60553485
63,,0.17546505,0.18854825,0.6356742
64,,0.22061141,0.12707756,0.6520078
65,,0.21989569,0.1140417,0.665655
66,,0.1925815,0.0556285,0.75140905
67,,0.17471051,0.106672525,0.7181762
68,,0.18567389,0.01864917,0.79520065
69,,0.18335848,0.079387136,0.73664737
70,,0.19473845,0.053872187,0.7506534
71,,0.1702356,0.31268695,0.51600575
72,,0.15089567,0.29140657,0.5569492
73,,0.07736626,0.28763935,0.63424003
74,,0.058015738,0.2946208,0.64666677
75,,0.07189381,0.60011446,0.32706654
76,,0.09850991,0.6618135,0.23902312
77,,0.016720783,0.68388957,0.29865462
78,,0.026201325,0.6539773,0.31822634
79,,0.026462676,0.6968777,0.27577654
80,,,0.66565067,0.32575738
81,,,0.56355315,0.428984
82,0.01165855,,0.696174,0.29003024
83,0.06103505,,0.3533618,0.5821972
84,,,0.38806263,0.6023438
85,0.052304443,0.032249413,0.7741398,0.14130633
