document,0,1
0,0.7996076,0.20039245
1,0.69083965,0.30916032
2,0.90519005,0.094809934
3,0.50951505,0.49048495
4,0.744677,0.2553229
5,0.69147956,0.30852047
6,0.40125915,0.5987408
7,0.80603343,0.19396657
8,0.974012,0.025987938
9,0.9941364,
10,0.9041082,0.095891826
11,0.83758247,0.16241753
12,0.6123283,0.38767168
13,0.96870726,0.031292737
14,0.94187516,0.05812484
15,0.9077295,0.092270456
16,0.99209017,
17,0.9958852,
18,0.8877028,0.112297215
19,0.99548304,
20,0.97729754,0.022702442
21,0.84964585,0.15035407
22,0.8818603,0.11813965
23,0.91200435,0.08799564
24,0.77969503,0.22030501
25,0.9162175,0.08378251
26,0.96599287,0.034007095
27,0.9710687,0.02893137
28,0.9748877,0.0251123
29,0.96383786,0.03616213
30,0.85020244,0.1497975
31,0.99506384,
32,0.9622487,0.037751302
33,0.97686744,0.023132572
34,0.91036403,0.089635976
35,0.92260295,0.07739702
36,0.9987769,
37,0.98734874,0.012651277
38,0.95473564,0.045264423
39,0.9192287,0.0807713
40,0.9072004,0.09279961
41,0.93528295,0.06471709
42,0.8924803,0.10751962
43,0.8703474,0.1296526
44,0.87746704,0.122532964
45,0.8574546,0.14254545
46,0.85452145,0.14547856
47,0.8804461,0.11955387
48,0.8435804,0.15641955
49,0.7886116,0.2113884
50,0.77883524,0.2211648
51,0.733921,0.26607895
52,0.7021318,0.2978682
53,0.62227637,0.3777236
54,0.5566352,0.4433648
55,0.5621948,0.4378052
56,0.5197986,0.4802014
57,0.46541187,0.5345881
58,0.46361566,0.5363843
59,0.36160114,0.6383988
60,0.30473533,0.6952647
61,0.30682123,0.6931788
62,0.3611285,0.6388715
63,0.37099966,0.6290003
64,0.39041477,0.6095853
65,0.37839895,0.6216011
66,0.32985198,0.67014796
67,0.33483988,0.66516006
68,0.3140157,0.6859843
69,0.32974952,0.6702505
70,0.3439998,0.65600014
71,0.40973625,0.5902637
72,0.39116937,0.60883063
73,0.3165495,0.6834504
74,0.29703817,0.70296186
75,0.4186031,0.58139694
76,0.4851073,0.5148927
77,0.39626202,0.603738
78,0.39927745,0.6007226
79,0.41289055,0.58710945
80,0.3741674,0.62583256
81,0.30633515,0.69366485
82,0.27643117,0.7235688
83,0.15819798,0.84180194
84,0.23215869,0.7678413
85,0.25624484,0.7437551
