document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.010257586,0.7751921,,,0.020376757,,0.026654106,,,,0.08495765,,0.024921251,0.019212687
1,,0.038450006,0.029399237,0.012207053,0.01929775,0.76189274,0.010052268,,,,0.021560283,0.01849346,0.040214375,0.023160813
2,,0.012683781,0.017750153,0.039645348,0.0137226265,0.72931814,0.0125344815,0.03400097,0.042870224,0.020315621,0.043591704,,,
3,0.010137238,0.0295742,0.016878136,0.01740577,0.020102052,0.59526235,,0.032718856,0.17817137,0.011849768,0.040444076,0.011980563,0.01852306,
4,0.011488363,0.03583655,0.024762612,0.05500636,,0.6887036,0.021547712,,,0.02655752,0.032979365,,0.035575364,0.042135634
5,0.03488451,0.0441165,0.064537786,0.17845379,0.021243665,0.20615569,0.012856063,0.030801244,,0.015146577,0.2507441,0.08572815,0.012529034,0.036945704
6,0.015726505,0.0645226,0.018446015,0.060214184,0.012451879,0.011155795,0.028824797,0.031615213,0.2353728,0.03276698,0.4207165,0.022249937,0.019830413,0.02610639
7,0.07323292,0.028192248,0.024246078,0.19579716,0.08409343,0.015136129,0.13151377,0.048942436,0.014658792,0.064176954,0.08826669,0.056243118,0.020675292,0.15482496
8,0.02702503,0.057788968,0.055467114,0.012159487,0.11680294,0.01218898,0.022678535,0.022477778,0.023382297,0.019307064,0.5151355,0.024257667,0.054526187,0.036802363
9,0.026295267,0.015452428,0.028497234,0.15204838,0.019108128,0.019772263,0.41496494,0.053247057,0.02094521,0.0476511,0.05788993,0.058482163,0.01719984,0.06844605
10,,0.030379867,0.012460748,0.019837745,,,,,0.8649281,,0.023920285,,,
11,,0.05746052,0.026020242,,,,,,0.810586,,0.04170636,,,
12,0.02177091,0.11410658,0.012146801,0.079011746,0.014558213,0.018332878,0.034276556,0.18978801,0.04065775,0.07839078,0.2479959,0.024261756,0.01582591,0.1088762
13,0.019717742,0.11923726,0.03145931,0.10288493,0.06704991,0.01346676,0.059962973,0.026507376,0.18539552,0.050638836,0.18424752,0.09294843,0.03064147,0.015841976
14,0.027132329,0.046650287,0.010516259,0.3225104,0.14130226,,0.18160051,0.011762552,0.027565025,0.026238866,0.031271577,0.077864505,0.07473084,0.015911423
15,0.017279467,0.051103685,0.073224664,0.32263905,0.07122778,0.011882448,0.035996053,0.049468324,0.044167634,0.16656625,0.028524807,0.035643958,0.027404306,0.06487158
16,0.061504316,0.060213912,0.04235587,0.10201349,0.016257074,0.040726878,0.02972524,0.028296947,0.023402318,0.06785869,0.13685066,0.031077204,0.114610635,0.24510677
17,0.017778566,0.046161916,0.01956635,0.31825402,0.12660795,0.03618796,0.18883,0.024569891,0.015611462,0.051682986,0.019396065,0.062018726,0.018142285,0.055191755
18,0.08902529,0.08190298,0.016053978,0.14522462,0.07753463,0.01801354,0.044384904,0.033673357,0.123478375,0.097727664,0.08855734,0.08956292,0.056902554,0.037957832
19,0.031004196,0.027919628,0.010920829,0.29118246,0.08124925,0.037012395,0.28786635,0.025020074,0.026692603,0.03307252,0.061050374,0.04058248,0.01916769,0.027259162
20,0.06319238,0.015840726,0.0135073615,0.41590196,0.036268514,0.033774015,0.031819012,0.072935976,0.02441398,0.022872262,0.08579766,0.036382396,0.0218038,0.12548992
21,0.017818581,0.1027715,0.020928396,0.0682842,0.033280723,0.030786209,0.025074102,0.023194954,0.055269122,0.034843326,0.4838012,0.040034745,0.019477848,0.044435106
22,0.02246157,0.016736947,,0.21134147,0.031063661,0.011216909,0.011883389,0.01738587,0.21438774,0.010522643,0.40381628,0.014571293,0.018187318,
23,,0.055172693,,0.02212152,,,,,0.7597335,,0.11516273,,,
