document,0,1,2,3,4,5,6,7,8
266,0.100790106,0.021491164,0.012921873,0.047828406,0.0989356,0.35731867,0.030450482,0.17415272,0.15611103
267,0.032872036,,0.07553316,0.036520578,0.4238024,0.04865001,0.035107367,0.014094914,0.32591248
268,,0.03680692,0.1318724,0.062643394,0.26381,0.05366204,0.01927844,0.09144526,0.3307866
269,0.3020691,0.09727571,0.010112303,0.1251668,,0.39127898,0.010107153,,0.047579367
270,,0.01745392,,0.90573275,,0.013218347,,0.021313611,0.017107354
271,0.011870292,0.033461545,0.02176365,0.0584057,0.03453712,0.7715367,0.019497212,0.020963693,0.02796404
272,0.3394898,0.01617884,0.024401324,0.09325958,0.027798232,0.1419853,0.011546159,0.3090065,0.036334265
273,0.449141,0.16284317,,0.15736857,0.034490794,0.10471392,,,0.06536926
274,0.021596234,0.016231598,0.04178034,0.03206173,0.03911322,0.23822245,0.06617993,0.34320185,0.20161264
275,0.013742261,0.032922316,0.026772015,0.08154501,0.062071417,0.58588386,0.013149671,0.027447166,0.15646629
276,0.011401779,0.04135937,0.029014135,0.09744416,0.121490285,0.33347407,0.025186015,0.3144297,0.026200447
277,0.03684824,0.078422815,0.09249405,0.015756795,0.027930569,0.6404996,0.03871771,,0.061459374
278,0.8363592,0.014892485,,0.047688223,,0.065287195,,,0.021485165
279,0.5608103,0.016520308,0.22119518,0.034306623,0.010466123,0.098373644,,,0.042890728
280,0.20071977,0.05279758,0.16781965,0.11182645,0.02762218,0.1916404,0.0147724645,0.042739723,0.19006181
281,0.116103806,0.075004295,0.010099726,0.07582059,0.031471614,0.36973128,0.04791925,0.11501084,0.15883863
282,,,,0.89808863,0.025605207,0.026256513,0.02402952,0.011040179,
283,0.017759364,0.01749478,0.3465716,0.025025599,0.07349599,0.13411741,0.0135814985,0.2648097,0.10714409
284,0.18544677,0.02325168,0.058993828,0.042609733,0.030950183,0.47292852,0.04121491,0.030727593,0.1138768
285,0.060565703,0.050564952,0.054656584,0.10310338,0.07793391,0.1522262,0.04528323,0.25226033,0.20340571
286,,0.014485249,0.046469714,0.057432823,0.025732731,0.31597707,0.054427374,0.3261819,0.14971197
287,0.019681815,0.024930792,0.027354332,0.034448925,0.07938522,0.32193545,0.042370252,0.34008172,0.10981148
288,0.42012772,0.021958916,,0.019411188,0.018688045,0.1804975,0.010551578,0.13443626,0.18638696
289,0.010692066,0.03992819,0.049619123,0.132179,0.021861762,0.23882933,0.028179996,0.15473017,0.32398036
290,0.016840173,0.038844287,0.019513015,0.11570853,0.035191078,0.3955969,0.012667617,0.24941762,0.11622082
291,0.08769951,0.07101347,0.01952354,0.06969976,0.035314705,0.561915,0.014279211,0.02587557,0.1146793
292,0.03716668,0.029331926,0.041211735,0.13899553,0.0622302,0.26190823,0.08921483,0.2536937,0.08624715
293,0.107378475,0.02114867,0.028064488,0.03268457,0.25451344,0.24577764,0.03827959,0.16902864,0.10312449
294,0.11170033,0.11448537,0.036601808,0.09252129,0.040300462,0.33977842,0.035660744,0.092648074,0.13630351
295,0.57516325,0.015347156,0.03177311,0.043214694,0.01516168,0.23112027,,0.019217292,0.060101762
296,0.23626146,0.018231038,0.06920526,0.0813456,0.22487856,0.12697752,,0.023258615,0.2165363
297,0.3811491,0.098096125,,0.04384841,0.016693903,0.34540507,0.028531052,0.040708154,0.0378937
298,0.087075904,0.018834846,0.04953247,0.050478034,0.23120344,0.1342819,0.04522314,0.04671968,0.33665058
299,0.087425575,0.032422673,0.024694525,0.09887497,0.023662705,0.6017143,0.07899526,0.023542928,0.028667048
300,0.21953891,0.040032372,0.011035886,0.017236363,0.042117193,0.15067168,0.011699337,0.35006988,0.15759844
301,0.010001536,0.034680914,0.08379117,0.025257712,0.3237287,0.08538281,0.08787079,0.07281147,0.27647486
302,0.3808153,0.023391375,0.011693771,0.022732282,0.055376887,0.18703745,0.013784232,0.18378691,0.12138181
303,0.15169987,0.11278351,0.011948576,0.038377255,0.047412902,0.23358957,0.107260056,0.1937105,0.10321776
304,0.23361687,0.014858042,0.023696601,0.032633282,0.017535565,0.6105504,0.03106204,0.01804179,0.01800548
305,0.04724188,0.03448973,0.06112556,0.06759999,0.06967286,0.30511674,0.041271478,0.17557755,0.19790423
306,0.34535387,0.028960822,0.015118178,0.0106097525,0.026112465,0.44933766,0.015793314,0.048421126,0.060292777
307,0.026930897,0.047678318,0.020350562,0.03768342,0.02972687,0.5149833,0.04956281,0.17286064,0.10022314
308,0.15553324,0.16413318,0.04236267,0.040879443,0.08802652,0.3011124,0.017512945,0.14050785,0.049931705
309,0.13689615,0.117141195,0.010128776,0.079595044,0.024041107,0.26247278,0.061396115,0.16482754,0.14350127
310,,,0.0107796015,,,0.574185,0.06436115,0.34654424,
311,0.0865186,0.03031443,0.017114976,0.11857774,0.021041017,0.5450911,0.019832734,0.06295827,0.098551154
312,0.5475687,0.06221811,,0.058062,0.012159258,0.2592707,,0.022658177,0.022126326
313,0.013965624,0.021606568,0.04685555,0.056746956,0.22626507,0.4950152,0.018345209,0.033398442,0.08780134
314,0.5190247,0.067874976,,0.025309011,0.022705203,0.24302372,0.041025303,0.01836561,0.053442474
315,0.09680024,0.033353496,0.06045529,0.015908768,0.01891049,0.40824834,0.01612776,0.02481213,0.3253835
316,0.030917294,0.13108762,0.015003411,0.1752126,0.022217503,0.29313517,0.048709054,0.21767864,0.06603871
317,0.3932924,0.012607041,0.028306162,0.036593445,0.026735432,0.20063233,,0.18693185,0.10607916
318,0.36261413,0.107359365,,0.07583226,0.018865345,0.3217225,0.028279051,0.05152907,0.025736008
319,0.36124408,0.061189834,0.023186596,0.05094453,0.04250165,0.34883374,,0.011661855,0.09172073
320,0.17923197,0.033404477,0.03139535,0.07566752,0.04990424,0.49379107,0.01933077,0.032347422,0.08492715
321,0.15421702,0.019531619,0.05263506,0.05230642,0.010477325,0.6565185,0.013351106,0.011234811,0.029728172
322,0.5521038,0.041444432,0.010474473,0.03208855,0.020112723,0.29984662,0.0130220605,0.010796356,0.020111006
323,0.024064146,0.023278153,0.03181956,0.087257,0.09167883,0.37699753,0.06076576,0.18416375,0.11997527
324,0.24536079,0.04206077,0.017101044,0.11426368,0.021453287,0.3321875,0.016408645,0.10165952,0.10950476
325,0.34276968,0.39431658,,0.05595748,,0.16086648,0.010858705,,0.0133122215
326,0.34343722,0.04432181,,0.024110204,0.017238595,0.43576205,0.037536222,0.027034052,0.06178822
327,0.023034826,0.045960527,0.07596092,0.04817995,0.057374343,0.34773356,0.0759053,0.19723001,0.1286206
328,0.030710682,0.060122676,0.013215877,0.14392817,0.026540069,0.47426715,0.038243216,0.13345346,0.0795187
329,0.09622344,,0.05426647,,0.024100166,0.07014594,0.039058983,0.039717358,0.6701703
330,0.029031577,0.050176714,,0.022508917,0.087645926,0.5066025,0.08460306,0.030146796,0.18040392
331,0.6956943,0.11023516,,0.034215815,,0.11392171,0.010153988,,0.015419029
332,0.015034037,0.022213142,,0.019975802,0.026241133,0.7900759,0.027482389,0.020057179,0.069890864
333,0.0158092,0.020167317,0.02140263,0.2941306,0.07403445,0.3148278,0.016746813,0.18989088,0.052990306
334,0.71533316,0.11023193,,0.08894901,,0.06507272,,,
335,0.39301023,0.06429102,0.011051611,0.010395404,0.087912925,0.11856949,0.023438815,0.2257168,0.06561367
336,0.7077907,0.081885695,,0.01570525,,0.16248402,,,
337,0.061004102,0.05532611,0.016063005,0.065474056,0.059344094,0.30907255,0.13597785,0.26611596,0.031622283
338,0.85466343,0.05679345,,,,0.06090233,,,
339,0.23353234,0.12556708,,0.02905048,0.020472052,0.44787163,0.018389294,0.022510502,0.09433204
340,0.110591255,,0.037494253,0.03166266,0.12089476,0.24822251,0.031867154,0.31801417,0.092586644
341,0.024652602,0.024662888,0.01158452,0.07452918,0.018928794,0.7322331,0.022792052,0.058643088,0.031973746
342,0.4788721,0.026216436,0.03876154,0.041555144,0.012642472,0.34780797,0.013002669,0.011248257,0.029893355
343,0.45548198,0.022227436,,0.07690498,0.021819502,0.07947142,0.031029789,0.21360148,0.09198504
344,0.28800523,0.1123159,0.013438407,0.040684674,0.024494901,0.3943595,,0.02773442,0.09127504
345,0.31947416,0.09257087,,0.016334431,0.12625644,0.1938759,0.03124451,0.035079654,0.1754236
346,0.19814265,0.016871933,,0.038079772,0.040062133,0.372317,0.017893359,0.23842941,0.06871771
347,0.3381904,0.032325294,0.010974928,0.12547126,0.022963786,0.3225353,0.029586561,0.04093473,0.07701773
348,0.32274905,0.0357245,0.013722466,0.048159905,0.011970136,0.46462837,0.013650564,0.014293352,0.07510166
349,0.4790839,0.021018993,,0.059974115,0.011148323,0.15904833,0.035103552,0.19004683,0.038183883
350,,,0.118293665,0.038438793,0.030533059,0.70747554,0.03468829,0.04722896,0.018015172
351,0.49004912,0.13283636,0.05579554,0.018235479,0.033195607,0.15834822,,0.059289772,0.043420024
352,0.01373347,0.011289296,0.034729205,0.11427838,0.068833604,0.4025067,0.01095888,0.14485013,0.19882031
353,,0.016131215,0.11437156,0.018583216,0.25040612,0.12398987,0.027737811,0.079939425,0.3626591
354,0.10547437,0.02313056,0.014958558,0.11652899,0.026388356,0.25754455,0.017417552,0.31993234,0.11862469
355,0.14945936,0.057021603,0.04826293,0.03410312,0.10239903,0.3236308,0.036859922,0.15005486,0.0982084
356,0.21429168,0.023827968,0.014462227,0.07809582,0.034960076,0.3877128,0.014656411,0.09824411,0.13374895
357,0.25029433,0.07126065,,0.113717556,0.020168168,0.09824589,0.023283882,0.2966319,0.119760096
358,0.03889801,0.03308837,,0.050997414,0.04184144,0.40663013,0.021376034,0.270367,0.12693214
359,0.30666408,0.06335266,,0.020841584,0.014585964,0.39918977,0.011076195,0.033195857,0.1453232
360,0.5737685,0.045075696,,0.12605616,0.012366226,0.20206013,,0.0140572125,0.010753891
361,0.57194275,0.044308484,,0.06044904,,0.282468,,,0.011630605
362,0.13200401,0.021538435,0.015223091,0.031034961,0.043204997,0.3660694,0.02483847,0.24071792,0.12536871
363,0.790312,0.014543933,,0.02162474,,0.114573136,0.016747218,,0.022156354
364,0.61257964,0.011529085,0.012467024,0.03266274,0.049984377,0.15933542,0.02460182,0.04132065,0.055519186
365,0.117999576,0.200646,,0.024644848,0.028409041,0.38548318,0.013079152,0.19410464,0.02713305
366,0.44141197,0.05517051,0.019846112,0.053913463,0.041587062,0.23566943,0.02929059,0.066999376,0.05611151
367,0.7894691,0.10202916,,0.024510724,,0.06707127,,,
368,0.012800771,0.01855801,0.022522055,0.021180887,0.03167776,0.49295622,0.020360494,0.21729372,0.16265006
369,0.017659374,0.022055427,0.040038284,0.1346671,0.046638966,0.21819943,0.0391896,0.34454507,0.1370067
370,0.06319819,0.04550853,0.012877835,0.04231155,0.032228775,0.42347834,0.025746992,0.30976033,0.04488945
371,0.026349055,,0.07047265,0.13114066,0.08759837,0.18792507,0.033849068,0.10800421,0.34490857
372,0.013261027,0.026436908,0.054634288,0.08147153,0.053079356,0.44101453,0.06444184,0.18302214,0.08263835
373,0.25390887,0.025203539,0.06264246,0.10053667,0.048119318,0.1525687,0.044326846,0.10759066,0.20510295
374,0.40775234,0.018304333,0.0134649025,0.024258593,0.07760994,0.21027431,0.024175351,0.15981656,0.06434372
375,0.019936115,0.029331747,0.017261442,0.06554637,0.097680785,0.39390278,0.021025648,0.25881338,0.09650169
376,0.079067335,0.06875287,0.048715003,0.028094025,0.116678245,0.23353377,0.025528938,0.18712571,0.21250409
377,0.010892616,0.02540078,0.051073376,0.08533742,0.03698904,0.43726513,0.052635137,0.1684346,0.13197194
378,0.3159439,0.030476626,,0.044548467,0.014017978,0.50230205,0.010564391,0.014533737,0.059874892
379,0.4052818,0.018957064,0.019769935,0.11354498,0.014282119,0.3326524,0.023358032,,0.06442475
380,0.29353246,0.030295223,0.041671097,0.026781997,0.022253728,0.3395736,0.03939408,0.17782441,0.02867343
381,0.25189087,0.11359332,,0.03569303,0.06473427,0.20720817,0.022698637,0.2645014,0.038868833
382,0.42765445,0.019101381,0.011289088,0.046456095,0.08994808,0.1684112,0.01885167,0.21747912,
383,0.12644874,0.035948895,,0.028210953,0.1659074,0.3335996,0.020355374,0.28641218,
384,,0.056244906,0.01536256,0.017368687,0.24711719,0.32431516,0.04256475,0.29254475,
385,0.045861553,0.043571714,0.028394684,0.014936735,0.08935792,0.25141233,,0.5084294,0.011753008
386,0.010692776,0.018312786,,0.01035318,0.21463236,0.22796577,0.01417931,0.4912635,
387,,0.04679527,0.011637522,0.0155472625,0.15741512,0.24294005,0.04725672,0.47754073,
388,0.27227902,0.071986,,0.05789937,0.17020391,0.25361618,0.011011654,0.15463118,
389,0.67670625,0.06719513,,0.0142277125,0.05909381,0.06815658,,0.1000848,
390,0.30732346,0.1871576,,0.05079221,0.057900164,0.14107154,0.020543301,0.22867809,
391,0.14349306,0.010948097,,,0.14840227,0.3070353,0.026235651,0.35599712,
392,0.077000506,0.02664478,,0.054385398,0.22464903,0.33123255,0.024219926,0.25285798,
393,0.4664289,0.035554614,,0.024803286,0.12623566,0.19211052,,0.13931161,
394,0.028792255,0.1392081,,0.041686498,0.17976788,0.30299878,0.022063334,0.27543736,
395,,0.03743725,,,0.33469522,0.06910806,,0.51673245,0.014779566
396,0.21339567,0.108029194,,0.039975885,0.11929119,0.31313667,,0.18782316,
397,0.025654402,0.041740723,,0.01758279,0.05925392,0.14092048,0.010359807,0.6967523,
398,0.010294256,0.062293343,,0.110353366,0.22791275,0.25392288,0.019024348,0.30912018,
399,,0.03301261,,,0.101211175,0.10526949,,0.73161596,0.010184017
400,0.23426834,,,,0.15288696,0.06007919,0.012555006,0.533682,
401,0.23953848,0.042288378,,0.019680232,0.15549359,0.28788725,0.014324861,0.23066999,
402,0.12758395,0.062431775,,0.021126583,0.117168516,0.34662342,0.019080821,0.29755417,
403,0.018103428,,0.024360994,,0.81240845,,,0.10718408,0.02033811
404,0.0744416,0.32475474,,0.06914952,0.014904711,0.2872479,,0.18862167,0.027372805
405,0.19698843,0.41555047,,0.03269135,0.05465419,0.104776375,0.023288315,0.16312681,
406,0.418679,0.26295555,,0.035602167,0.048980977,0.06387091,0.010088582,0.15226467,
407,,0.020651497,0.021823937,,0.7330667,0.013892141,,0.1686307,0.02883216
408,0.58251244,0.21343459,,0.017458582,0.023608278,0.0776009,,0.07969008,
409,0.016056022,,0.01919536,,0.85915655,0.011523449,,0.06501138,0.01175424
410,0.84584534,0.04810204,,0.016024916,,,,0.076220125,
411,,0.18035088,,0.016654385,0.12229159,0.5524897,0.016398594,0.10712077,
412,0.026390903,,,,0.34970346,0.04494907,0.01256601,0.51168567,0.042466745
413,0.32055497,0.49878314,,0.021612953,0.011569905,0.061661586,,0.07293849,
414,0.015797148,0.118139386,,0.05022149,0.19681284,0.38159707,0.023509014,0.20120303,
415,0.101234466,0.039701127,,0.074107535,0.25732115,0.18763736,0.027232343,0.3063908,
416,0.02392109,0.07177102,0.012786756,0.011253849,0.306928,0.2167196,,0.34981918,
417,,,,,0.102178395,0.12405526,0.011336952,0.7230669,0.0145162735
418,0.19982496,0.2233096,,0.014134408,0.12158856,0.010599413,,0.41357714,
419,0.1497393,,,0.0137501685,0.11665454,0.12544471,0.023466362,0.56548494,
420,0.020955523,0.077781476,,0.074948795,0.105946615,0.40305325,0.015913256,0.28662226,0.013338426
421,0.032413557,0.06428002,,0.038168084,0.28310677,0.3649971,0.012855519,0.19788466,
422,0.14144652,0.08959275,,0.019056998,0.2338325,0.07398467,0.031163208,0.40047902,
423,0.2482242,0.047056057,,0.07239747,0.22235838,,,0.3874662,
424,0.014393215,0.08134007,,0.03837942,0.11631509,0.33610687,0.033301823,0.37125298,
425,,0.078676134,,0.061581098,0.18719678,0.4370532,0.029359104,0.18109965,
426,0.34765935,,,,0.17741206,0.11366004,0.03556186,0.31364653,
427,0.35691524,,,,0.012687504,0.067451805,,0.538071,
428,0.43611017,0.23261705,,0.013137406,0.036389314,0.030716836,,0.23390187,
429,,0.054504022,0.017259113,0.074240595,0.20818606,0.38644812,0.011575552,0.24053787,
430,0.15893024,0.4698244,,,0.12952225,0.11245584,0.038240105,0.08490122,
431,0.084515356,0.13227686,,0.012918247,0.18862067,0.13047476,0.028326329,0.4163622,
432,0.72005755,0.054564487,,,0.036145233,,,0.17680316,
433,0.15625542,0.039434817,,0.025948273,0.17234692,,0.015801542,0.5722937,0.0139202755
434,0.87820303,,,,0.042852808,,,0.04836605,
435,,0.071715206,0.01882145,0.042826697,0.23108995,0.38500687,,0.23085225,0.01215185
436,0.15503894,0.10941889,0.013251524,0.027398711,0.18433575,0.32090342,,0.17795898,
437,0.16116178,0.044184893,,0.070597515,0.081457384,0.30772525,0.026082579,0.27025065,0.034731314
