document,0,1,2,3,4,5,6,7,9,10,11
0,,,0.034792222,,,0.1223099,0.09926574,0.5695164,0.15690479,,
1,,,,,0.13890281,,,0.837517,,,
2,,,0.07582475,,,0.49893415,,0.06977651,,,0.33520898
3,,0.025198372,0.059516504,0.32153153,,,,0.30821103,,0.26106235,
4,,,0.023406714,,0.09495852,0.39226606,,,0.30056247,,0.16672935
5,,,0.03288581,0.14525135,,,0.79057145,,,,
6,,0.06742714,,,,0.23490234,,0.16466969,0.17523766,,0.33571225
7,,,,,,0.19629934,,0.24171002,0.15441862,0.37937427,
8,,,0.031003,0.36520237,,0.57581156,,,,,
9,,,,,,0.45672494,0.21778873,0.15709691,0.1423342,,
10,,,0.9948913,,,,,,,,
11,,,,0.3391656,,0.47184986,,0.08934669,,0.07490818,
12,,,,0.56408423,0.08411794,,0.2223326,0.10217903,,,
13,,,0.050997186,0.3424262,,,,,0.11602308,0.2360988,0.2398142
14,,,0.014668495,0.18838166,,0.34006724,,,0.43178812,,
15,,0.024986235,0.14169501,0.18180998,,0.04931555,,,,,0.5975808
16,,,0.040819224,0.38203046,,0.5034314,,0.050397225,,,
17,,,,0.3583289,,,0.44267827,0.17269835,,,
18,,,0.061945118,0.4639194,,0.4488153,,,,,
19,,,0.030632816,0.20939003,,,0.45620438,,,,0.27580303
20,,,0.044287916,0.7586251,,,,,0.16562407,,
21,,,0.03679719,,0.13231032,,,0.82644874,,,
22,,,0.02536131,0.3833717,0.18236753,0.06447655,,0.12980281,,0.19667427,
23,,,,0.502066,,,,0.14787051,,0.3217504,
24,,0.050963707,,0.11288545,,0.31413594,0.30644846,0.19400628,,,
25,,,0.028754612,0.21928638,,,0.72606033,,,,
26,,,,0.32299086,,0.28464302,,0.14718974,,,0.21869034
27,,,,0.45330036,,0.35933325,,,0.15554811,,
28,,,0.028695885,0.35790467,,,0.47254056,,0.11833866,,
29,,,,0.33592895,0.47341362,,,0.16181378,,,
30,0.03920189,,,0.17879274,,0.5330343,,,,,0.2301683
31,,0.026579188,0.08072448,0.14375837,0.18619888,,,,0.54028594,,
32,,0.026798368,0.022617467,,,0.18327665,,0.2990183,0.44622207,,
33,,0.031169193,0.041172072,0.63737684,,,,,0.2659536,,
34,,,,0.6090908,,,0.26783407,0.09326968,,,
35,,,0.06340431,0.36961254,,0.13825636,,0.14366439,0.26382145,,
36,,0.024711851,,0.3064899,0.20201074,,,,0.2790577,,0.16597317
37,,,,0.3826958,0.115315594,0.21039349,,0.14143585,0.12772928,,
38,,,,0.3999226,0.31883577,,,,0.2357325,,0.01917684
39,,,,0.15439829,,0.22492553,,0.08799177,0.24997137,0.26172146,
40,,0.043415193,,0.5316449,,,0.30935085,,0.095820434,,
41,,,0.06995187,0.16101374,,0.15349898,,0.122219205,0.472713,,
