document,0,1,2,3
0,0.029689744,0.1169547,0.040011257,0.8133443
1,0.106927395,0.20230179,0.10247501,0.5882958
2,0.030912794,0.030169295,0.23853675,0.70038116
3,0.035504583,0.037757333,0.6236081,0.30312997
4,0.13565058,0.13229829,0.18363056,0.5484206
5,0.18551718,0.18730941,0.2066738,0.42049962
6,0.0274297,0.42334047,0.070419244,0.47881058
7,0.013010243,0.01717874,0.22725889,0.74255216
8,,,0.033376634,0.9634172
9,,,0.027899148,0.9707771
10,,,0.13744514,0.8600474
11,,,0.25223044,0.7447325
12,,,0.48421228,0.51173526
13,,,0.028627211,0.96535236
14,,,0.062387154,0.931009
15,,,0.11992426,0.8751339
16,,,,0.9859794
17,,,,0.9905086
18,,,0.13676669,0.8576397
19,,,,0.9892626
20,,,0.025427796,0.96943766
21,,,0.17488167,0.8173025
22,,,0.14656772,0.8479781
23,,,0.12365544,0.86662036
24,,,0.29887196,0.69551855
25,,,0.07412147,0.9197106
26,,,0.0132113425,0.982235
27,,,0.023787772,0.9710718
28,,,0.012752785,0.9818349
29,,,0.022997802,0.9742366
30,,,0.18868698,0.80956244
31,,,,0.993734
32,,,0.043366604,0.954662
33,,,0.034652963,0.9638335
34,,,0.11685381,0.88206637
35,,,0.090571165,0.90814936
36,,,,0.9973013
37,,,,0.9894887
38,,,0.060527533,0.93883365
39,,,0.10674444,0.892687
40,,,0.12498353,0.87455034
41,,,0.088154346,0.91132617
42,,,0.14104171,0.8586032
43,,,0.1677718,0.8319114
44,,,0.16574247,0.83377004
45,,,0.1945099,0.8049573
46,,,0.1970312,0.80243784
47,,,0.16861123,0.8310635
48,,,0.21575493,0.7839922
49,,,0.29204425,0.7076434
50,,,0.30825695,0.6914855
51,,,0.3716165,0.62818295
52,,,0.41283393,0.58698523
53,,,0.5165553,0.4832338
54,,,0.60191566,0.3978916
55,,,0.583066,0.41671944
56,,,0.6370623,0.36272398
57,,,0.70451444,0.29528028
58,,,0.70400363,0.29573688
59,,,0.8212888,0.17843732
60,,,0.88331705,0.11636841
61,,,0.8802287,0.11949723
62,,,0.81522137,0.18439858
63,,,0.79959536,0.20004165
64,,,0.772943,0.22669932
65,,,0.77979773,0.21986897
66,,,0.83634686,0.16324028
67,,,0.83608353,0.1633993
68,,,0.86027336,0.1391355
69,,,0.83636737,0.16304259
70,,,0.8330477,0.16619518
71,,,0.7519933,0.2472409
72,,,0.7855909,0.21354917
73,,,0.87614465,0.12301078
74,,,0.897648,0.10141842
75,,,0.74284285,0.2563089
76,,,0.6878656,0.31129804
77,,,0.79308796,0.20602024
78,,,0.7874927,0.21136343
79,,,0.7753832,0.2237318
80,,,0.82600325,0.17269893
81,,,0.9009085,0.09752082
82,,,0.93304354,0.065146655
83,,,0.99195874,
84,,,0.97491676,0.021347327
85,0.020360554,0.021308532,0.84640807,0.11192289
