document,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,0.26773593,,,,,0.6991554,0.01666595,0.013623855
1,0.107808076,,0.062782235,,0.730598,,,,,,0.043186247,0.040051006
2,,0.06087298,,,0.49377117,0.10105941,,,0.19712138,,0.13125086,
3,,,,,0.43932867,,,,,0.542623,0.014344013,
4,0.37070906,0.035689224,,0.13815562,0.14644007,,0.29639065,,,,,
5,,,,,0.2586485,,,0.02744313,,0.678343,0.030853389,
6,,,,0.17660375,0.5254771,,0.20596889,,,,,0.06620217
7,,,,,0.31826967,,,0.20538837,,,0.46482864,
8,,0.087711364,,,0.42104444,0.23968187,0.05527152,,0.1497525,,,0.03518521
9,,0.041084047,,,0.12241926,,,0.39760822,,,0.43160403,
10,,0.07890304,,0.1728382,0.2950032,0.25252208,,,,,0.13268897,0.057204865
11,,0.036173414,0.041379195,,0.1343343,,,0.2714663,,0.08613358,0.41872716,
12,,,,,0.60061616,,,,,0.037614804,0.24859956,0.099076726
13,,,,,0.27471033,,,0.13512856,,0.051472146,0.4885138,0.035766196
14,,,,0.071004726,0.6628798,0.1356764,,,,,0.055492215,0.062105127
15,,,,,0.6206826,,,0.14777784,,,0.17209852,0.042454906
16,,,0.15273522,,0.5365737,,0.12599257,0.05988299,0.10286988,,,
17,,0.07315575,,,0.6055919,0.17397818,,,0.1303023,,,
18,,,,,0.3516582,0.20988351,,,,0.078394026,0.26592636,0.0743469
19,,,,,0.5744616,,,,0.046051636,,0.29723918,0.0611006
20,,0.046397995,0.056715053,,0.34389055,0.50665903,,,,,0.033294383,
21,,0.06680383,,,0.6333406,,,,,,0.1550185,0.12891348
22,,0.05116512,0.08909605,0.11522289,0.44115207,0.16676383,,,0.039915845,,0.082631715,
23,,0.17959647,0.15041322,,0.11134493,0.40706888,,,,,0.1348665,
24,,,,,0.6868248,,,,,,0.108829774,0.18176354
25,,0.06596463,,0.12606129,0.51719594,0.14746927,,,,,0.131417,
26,,,,,0.7335299,,,0.17487678,,,,0.06009688
27,,,,,0.5546355,,,0.07316096,0.06918799,0.28508908,,
28,,0.12004358,0.2355358,0.25436178,0.18492827,,,0.028921,,0.1681154,,
29,,,,,0.80274945,,0.111786075,,0.07014286,,,
30,,,0.14360222,0.09826646,0.4804618,0.1702237,,0.053155784,,,,0.040892314
31,,0.09323108,,,0.44795543,0.14667627,,0.18380809,0.055904184,,,0.05430674
32,,0.04314661,0.05349269,,0.50169474,0.19313487,,0.1367726,0.05621154,,,
33,0.25439996,0.073958695,,,0.36861,,,,,,0.13456264,0.14853986
34,,0.03697964,0.052434314,,0.10676892,,,0.39091,,0.07270823,0.28875387,0.044162467
35,,0.012316769,,0.02041057,0.4030307,,,0.010539004,,0.5446986,,
36,,,,0.21759199,0.5034901,,,,0.11019912,,0.107911445,0.041557897
37,,0.0436012,0.035268646,,0.45029348,0.17858243,,,0.14937182,,0.12727758,
38,,0.05365427,,,0.48964214,0.13256764,,0.30322033,,,,
39,,,0.053094115,0.15698068,0.4676675,,,0.10199656,,,0.21018033,
40,,0.028955173,,,0.4189649,0.043931242,,0.3545235,,0.08396228,0.061365224,
41,,0.08643412,,,0.5909445,,0.056689415,,,0.09440831,0.039242983,0.11478281
42,,0.07521807,0.016964931,,0.35952446,0.116196685,0.047250602,0.15281409,0.106383935,,,0.11821665
43,,0.02067603,,,0.5978163,,0.03716556,,,,0.2582108,0.07249262
44,,0.047396563,0.042475242,,0.20994748,0.13873658,,0.4629721,0.087949306,,,
45,,,,,0.5706858,,,,,0.41670296,,
46,,,0.06938128,,0.6731852,,,0.07379519,,0.1624289,,
47,,0.06398423,0.01781387,,0.40152484,,,0.13529244,0.05351578,,0.31813315,
48,,0.023759635,,0.085320376,0.5541668,0.23027758,,,,,,0.094193585
49,,0.04014206,0.036074236,,0.1615499,,,0.45130545,,,0.30428562,
50,,0.19195697,0.17929429,0.20725061,0.20588379,0.074998446,,,0.0473076,,0.0873658,
51,,,0.066122346,,0.5359509,,,0.100006476,0.15178609,,0.100376055,0.033928663
52,,,0.06320461,,0.5109904,,,0.2000112,0.2018344,,,
53,,,,0.10210111,0.59154075,,,,0.12372017,0.11523492,,0.052935172
54,,,,0.17408115,0.5476126,,,0.093520604,0.07485283,,0.09153219,
