document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.045655712,,,,,,0.24846372,,0.52159166,0.09901661,0.07217884,,,
1,0.05032906,,,,,,0.15265907,,0.6533722,0.12853725,,,,
2,0.17202814,,0.23034051,,,,,,,,0.4364036,0.046305265,0.08512583,
3,0.30694196,,,,,,0.21049955,,0.2437805,0.025134642,,0.18727607,,
4,,,,,,,,,0.79752624,0.043498687,,0.1325865,,
5,,,,,,0.0586756,,,,0.0430078,0.79472333,,0.075321615,
6,0.65816736,,,,,0.32152697,,,,,,,,
7,0.08112819,,,,,0.7642003,,,,,0.12188837,,,
8,0.65537584,,,,,0.019158801,0.026401177,,0.13791485,,0.1269765,0.029832292,,
9,0.5796341,,,,,0.08224179,,,,,0.08707796,,0.028575715,0.21958318
10,0.4572083,,0.14810655,,,,,,,,,0.03105417,,0.34345746
11,0.46715012,,0.045989845,,,0.06705478,,,,,0.12945803,,0.044654623,0.24284056
12,0.054568693,,,,,,,,0.8164489,0.12246565,,,,
13,,,,,,,,,0.759699,0.13934521,,0.09343016,,
14,0.03433277,0.0119308205,,,,0.08711294,,,,0.11259718,0.18495895,0.5413921,,
15,0.06438117,,,,,,0.2039242,,0.59885937,0.09478648,0.03404148,,,
16,,,,,,,,,0.5726605,0.09315584,,0.32009852,,
17,0.079150155,,,,0.17245889,,0.014759611,,0.50517315,,0.1240805,0.084195174,,
18,0.04797111,,,,,,0.19012414,,0.6833674,0.065738864,,,,
19,0.033433158,,0.032352228,0.27940634,0.3304164,,,,,,0.1778725,0.03231847,0.09909047,
20,0.069868654,0.0116073005,,0.20452087,0.41285506,,,,,0.04517463,0.2272108,,,
21,0.1332406,,,,,0.04481681,0.1901819,,0.5030985,0.10070664,,0.012270169,,
22,0.18632345,,,,,,0.14573829,,0.5961057,0.054056298,,,,
23,,,,,0.07415989,,,,0.7122181,0.04350252,,0.15308578,,
24,0.4694937,,,,,,,,0.21111156,0.03471892,,0.25702843,,
25,0.07975699,,0.06220726,,,,,,0.7448092,0.10339077,,,,
26,,,0.27385297,,0.07884629,,0.07800812,,,,0.49201536,,,0.04771202
27,0.12922502,,,,,0.033377312,0.2970915,,0.43069622,0.017214328,0.083262525,,,
28,0.1923087,,,,,,0.07007534,,0.6603842,0.056936894,,,,
29,0.06848143,,,0.07278579,,0.16351204,,,,0.027627883,0.62711304,,0.026602274,
30,0.27304992,,0.055949777,,,,0.17862627,,0.34026748,0.039822806,,,0.08552113,
31,0.38574153,0.034442805,,,,0.11459516,,,,0.033611227,0.40056312,,,
32,,,,,,,0.09456607,,0.82547325,0.07182149,,,,
33,0.45353368,,,,,,,,0.28277665,,0.22861826,,,
34,,,,,0.86413944,,,,0.1259555,,,,,
35,0.0674592,,0.14425622,,0.05301978,,0.20659466,,,,0.47458047,,,0.031253144
36,0.31123626,,,0.07312488,0.14906986,0.055445865,,,0.11583751,0.025962785,,,0.24690294,
37,0.11051633,,,0.20963758,0.13040492,,,,,,0.42532346,,0.094760574,
38,0.37232673,,,,,,0.14278114,,0.442397,0.019608302,,,,
39,,,0.13820082,0.090686366,,0.083582945,0.16047819,,,,0.35737637,0.15093632,,
40,0.2611548,,0.097019635,,,,,,0.4627929,0.08128018,0.08451147,,,
41,0.2646231,0.03042906,,,,,,,,,0.60649925,,0.08466294,
42,,0.030506376,0.13898508,,0.20139822,0.03921561,,,0.13534497,,0.023511441,0.13944677,0.27990493,
43,0.05765244,,,,0.09593684,0.086383276,,,,0.030924018,0.57570887,0.069348864,0.0673097,
44,0.10804552,,,,,,,,0.73588073,0.07060181,,0.07396583,,
45,0.078591496,,0.09152889,,0.40409943,,,,,,0.2165884,,0.1966835,
46,0.09362751,0.06196999,0.24049857,0.035673372,0.21795121,,,,,,,,0.3229532,
47,,,0.1615908,0.06702067,0.1898861,0.08470838,,,,0.0730108,0.40757254,,,
48,0.08921622,0.054484416,0.35263577,,0.1905226,0.067064464,0.034601744,,,,,,0.18684229,
49,0.33387148,0.023528157,,,,0.14477777,0.048819423,,,,0.2982374,0.041048534,0.09557611,
50,0.34195778,0.021530706,,,,0.010533861,0.18603867,,,0.040011268,0.07730486,0.3059313,,
51,,,,,,,,,,,,0.97371143,,
52,0.12856151,0.010165771,0.14040096,,,,0.16194718,,,,0.4329683,,0.05738919,0.060592882
53,0.20467068,,,,,,,,0.35750946,0.16266893,,0.2499962,,
54,0.07109305,,,,,,0.10984564,,0.6145441,0.08951109,,0.05439732,0.047081593,
55,0.06583256,,0.077239774,0.23671211,,,0.12548973,,,0.018903488,0.19619414,0.10859334,0.15433311,
56,,,0.121053815,0.24545595,0.2036015,0.030880185,,,,,0.24173217,0.14674477,,
57,0.03572048,,0.032332078,,,,0.19533953,,0.6894055,0.031650014,,,,
58,,,,,0.32591632,0.06459654,,,,,0.1332788,0.11509876,0.34306097,
59,0.4398593,,,,,,0.13956659,,0.2825839,,,,0.10406731,
60,0.52132696,0.027113782,,,,,,,,0.062187478,0.15964039,,0.21332185,
61,0.25200352,,,,,0.08434214,,,,,0.46522507,,0.16725582,
62,0.20914167,,,,,0.78794193,,,,,,,,
63,,,,,,,,,0.5450461,0.05116103,,0.39095822,,
64,,,,0.069328435,,0.11965836,0.15926191,0.15679677,0.027985789,0.03742299,,0.41235775,,
65,,,,,,,0.14368886,,0.8146913,0.041008256,,,,
66,0.20277104,,,,,,,,0.7647302,,,,,
67,0.13716537,,0.16914085,,,,0.051987577,,0.16984905,0.024409465,0.22128761,,0.21486133,
68,0.17216614,0.018372107,0.15987548,,0.17677847,,,,0.07590667,,0.1454152,,0.23904334,
69,,,,,,,0.11446926,,0.7954843,0.08450225,,,,
70,0.6060934,,,,0.14830483,,,,0.11182817,,,0.10326011,,
71,0.668649,,,,,,0.02308151,,,0.05708406,0.2183009,,,
72,0.26805016,,0.10160805,,,,0.17613092,,0.21500973,,0.22575422,,,
73,0.26668122,,,,0.1659024,0.1192347,,,,0.07677102,0.32535473,0.034420423,,
74,0.5589559,0.023328897,,,,,,,,0.04115242,0.115550786,0.21439113,0.02640051,
75,,,,,,,,,,0.9830366,,,,
76,0.4948313,,,,,,0.21892029,,,0.107935615,0.017143434,0.13273196,,
77,0.22607596,,,,,0.74238485,,,,0.028727315,,,,
78,,,0.077025086,,0.4067076,,0.08171749,,,,0.19571197,,0.20705065,
79,0.4400475,0.043146774,0.07324548,0.05851028,,,0.15265168,,,,0.09294472,0.11935179,,
80,0.14560923,,0.10162157,0.22575119,0.087057754,,0.08951389,,,0.022183849,0.20048015,,0.11350269,
81,0.2340966,,,0.27934203,,,,,0.22848733,,0.22930273,,,
82,0.25033525,,,,0.22030655,,0.13103066,,,,0.26094595,,0.117861755,
83,0.4763315,,,,,,0.15169021,,,0.036554016,,0.30772498,,
84,0.33031842,,,,,,,,0.4209052,,,,0.21410736,
85,0.20878832,,0.24872729,,0.23997957,,,,,0.034456696,0.24563728,,,
86,0.26669338,,0.15235125,,0.041793846,,,,,0.037471928,0.21284878,,0.26937488,
87,0.1344673,0.026758786,0.15054454,,0.20058578,,0.031794503,,,,0.32577956,,0.046387166,0.07163941
88,0.17373541,,0.15955004,0.33610037,,,0.08441428,,,0.06479928,0.1606634,,,
89,,,,,,,0.18544827,,0.79335994,,,,,
90,,,,,,,0.14953919,,0.8197242,0.027408805,,,,
91,0.2200189,,0.36258575,,,,0.07336934,,0.056468744,,0.120037384,,0.14324796,
92,0.3311502,,,,0.262658,,,,0.10709476,0.09372552,0.0673422,0.11067748,,
93,0.14260699,,,,,,,,0.42545944,0.08765928,,0.32288566,,
94,,0.058927566,0.3329368,,0.1295649,0.12801799,,,0.06534619,,,0.11883531,0.14604753,
95,0.0681442,,,,,,,,0.85776085,0.055634238,,,,
96,0.30801284,0.047134507,,0.06634028,0.16473645,,,,,,0.14763418,,0.24578185,
97,0.3207189,0.017598078,,,,0.6477123,0.011071599,,,,,,,
98,0.08020702,0.03665616,,,0.32637918,,,,0.113685705,,0.42130128,,,
99,0.20199889,0.010975271,,,,0.038278308,,,0.5883722,0.06465177,,,0.06890217,
100,0.31110394,0.036421973,,,0.38606778,0.1400762,0.046049736,,,,,,0.05425028,
