topic,SBS1,SBS2,SBS3,SBS5,SBS6,SBS17a,SBS17b,SBS18,SBS36,SBS40
0,,,,,,,,,,
1,,,,,,,0.986646777353197,,,
2,,,,,,,0.8843826317885384,,,
3,,,,,,,,,,
4,,,0.8294037090043531,0.8937665813468063,,,,,,0.8261658684550875
5,,,,,,0.8096777807835891,,,,
6,,0.821738278247116,,,,,,,,
7,,,,,,,,0.9687456286311117,0.9065954850713966,
8,,,0.9056697144816805,0.8053185899533171,,,,,,0.9230748127160675
9,,,,,0.8931411735547433,,,,,
10,0.915911765502713,,,,0.8200693768070578,,,,,
11,,,,,,,,,,
