document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,,0.50529206,0.1097109,0.1132976,,,,,0.2570795,,,
1,,,,0.66483146,0.15466794,,,,,,0.16403903,,,
2,,,,,,0.64693916,,,,,,,,0.31258446
3,,,,0.31375864,0.05555885,,,,,,0.18242535,,,0.41863957
4,,,,0.9096221,0.06010238,,,,,,,,,
5,,0.15349108,,,0.08068631,0.73488903,,,,,,,,
6,,,,,,,,,,,,,0.9771238,
7,0.49098146,,,,,0.12995146,,,,,,,0.3472065,
8,,,,0.09656907,,0.092513934,,,,,0.07244505,,0.11463107,0.61904514
9,,,,,,0.17903979,,,0.020583913,,,,0.5396667,0.25962588
10,,,,,,,,,0.011307415,0.16682677,,,0.32054362,0.48172376
11,,,,,,0.23907886,,,0.033311337,,,,0.47979763,0.24422756
12,,,,0.8712445,0.10764819,,,,,,,,0.014669671,
13,,,,0.8748957,0.09989597,,,,,,,,0.01768406,
14,,,0.0324108,0.2661736,0.093920775,0.19611868,,,,,,,0.1129777,0.27073634
15,,,,0.56877005,0.15208194,0.03634632,,,,,0.23835492,,,
16,,,,0.7760827,0.09469101,,,,0.016319957,,,,,0.10013864
17,,,,0.5192113,0.1847741,0.2680819,,,,,,,,
18,,,,0.6213671,0.09219691,,,,,,0.2721787,,,
19,,,,,0.22834142,0.30413008,0.26673847,0.19061193,,,,,,
20,,,0.013201822,,0.33989346,0.26002198,,0.32940015,,,0.025919644,,,
21,,,,0.5327616,0.15671478,0.0835262,,,,,0.13565049,,0.07434119,
22,,,,0.5344933,0.2059226,,,,,,0.2102085,,0.027275117,
23,,,,0.75914353,0.121153004,,0.05613975,,,,0.046275824,,,
24,,,,0.3080976,0.28459832,,,,,,,,,0.37699503
25,0.012720112,,,0.7787628,0.1586514,0.03605454,,,,,,,,
26,,,,,0.04547339,0.8319481,,,,,,,0.0868593,
27,,,,0.37001488,0.072727226,0.11611929,,,,,0.33634263,,0.09460514,
28,,,,0.6383736,0.020432938,,,,,,0.11714445,,0.025321953,0.18107025
29,0.048248712,,,,0.061868705,0.61151475,0.12957251,,,,,,0.13322552,
30,,,,0.2607657,0.06702418,,,,0.06423885,,0.23506995,,,0.34270412
31,,,0.031840216,,0.2365471,0.48618767,,,,,,,0.21092424,
32,,,,0.7862984,0.038011983,,,,,,0.16786066,,,
33,,,,0.24962942,0.27955765,0.2387143,,,,,0.046293665,,0.15747517,
34,,,,0.12186915,0.7133291,,0.15555292,,,,,,,
35,,,,,,0.6656555,,,,,0.18199809,,0.12057462,
36,,,,0.07622872,0.23977558,0.1339534,,0.21260926,0.08143367,,0.038340036,,0.18533653,0.01344871
37,,,,,0.1375117,0.57569355,0.08329879,0.18493523,,,,,,
38,,,,0.36412048,0.17996673,,,,,,0.18746826,,,0.24598847
39,0.09990689,,,0.091261014,,0.5420653,,0.11799817,,,0.0838912,,,0.04595165
40,,,,0.46487728,0.1336905,0.11092658,,,,,,,,0.27578452
41,,,0.03249225,,0.119097,0.6806649,,,0.017128082,,0.0239723,,0.115761325,
42,0.087579094,,0.0282783,0.16264875,0.09451292,0.39218464,,,0.09042241,,,0.06998578,,0.06262365
43,0.03147406,,,,0.19213493,0.7491889,,,,,,,,
44,,,,0.80826443,0.07981401,,,,,,,,0.033186115,0.067411706
45,,,,,0.24477196,0.4076877,,0.26984292,0.06359379,,,,,
46,,,0.06804987,,0.024090856,0.025259359,0.51068074,,,,,,,0.3409629
47,0.08282413,,,,0.23396462,0.5331698,,0.12273031,,,,,,
48,0.121032454,,0.049620833,,0.10496458,0.32990497,,0.1526871,0.028186355,,,,,0.18896165
49,,,0.02307233,,0.078946576,0.44213519,,,0.042384073,,0.03856168,,0.27081478,0.08982407
50,,,0.023252271,0.21632959,0.184198,0.14821501,,,,,0.05822911,,0.10700149,0.24643785
51,0.03884766,,,0.70328546,,,0.09976255,,,,,,,0.1371272
52,,,,,,0.5523184,0.13449195,,,,0.13415813,,0.16026276,
53,,,0.012679338,0.503817,0.26366374,,,,,,,,,0.1950116
54,,,,0.62929636,0.14183271,,,,0.028966995,,0.13527603,,,0.049322266
55,,,,0.055225104,0.06837208,0.42077842,0.32551417,,,,0.04485237,,0.063124806,
56,0.06452428,,,0.06906349,0.07037785,0.30748606,,0.39432952,,,,,,0.083728895
57,,,,0.6215661,,,,,,,0.27969676,,,0.0798918
58,0.048252877,,,,0.27289474,0.47012192,,,0.18864636,,,,,
59,,,,0.19825563,0.087684736,,,,0.044989668,,0.20717843,,,0.43107313
60,,,0.02912404,,0.23808119,0.23950544,,,0.09694679,,,,0.09608781,0.28587127
61,,,,,,0.53528893,0.2051465,,,,,,0.22339576,
62,0.38437527,,,,,,,,,,,,0.5572331,0.05569286
63,0.0121552,,,0.7788133,0.023107376,0.03334275,,,,,,,,0.14204569
64,,0.22187714,,0.33411205,0.09738871,,0.013278888,0.14930123,,,,,0.16423632,
65,,,,0.7424252,,,,,,,0.24724424,,,
66,,,,0.68988174,0.05318485,,,,,,0.07430091,,,0.15653202
67,,,,0.15361136,0.13587128,0.5849099,,,0.09071454,,,,,0.020350564
68,0.03221822,,0.01615916,0.038550485,0.15199533,0.44835454,,,0.120512284,,,,,0.17865756
69,,,,0.8075299,0.028363781,0.021305684,,,,,0.13787071,,,
70,,,,0.13743314,0.4009572,,,,,,,,0.041946642,0.38931382
71,,,,,0.29942256,0.20462239,,,,,0.034130234,,0.13030754,0.3030768
72,,,,0.15025087,0.040452193,0.27594423,,,,,0.20749071,,,0.31253496
73,0.056144696,,,0.030916795,0.41465232,0.37997586,,,,,,,0.10532138,
74,,,0.024843631,0.06592607,0.21287563,0.0770238,,,0.027280485,,,,,0.57224715
75,,,0.024228873,,0.9752371,,,,,,,,,
76,,,,,0.26648787,,,,,,0.20070036,,,0.49832436
77,0.37722537,,,,0.087061785,,,,,,,,0.52477694,
78,,,,,0.1374528,0.19275638,0.34632528,,,,0.059066176,0.18458416,0.052265737,
79,,,0.04367365,,,0.15252261,,,,,0.1423695,,,0.6324254
80,,,,,0.14447519,0.27100387,0.36894757,,,,0.05770849,,,0.1359455
81,,,,0.18004572,,0.16398843,0.277249,0.015884027,,,0.07543691,,0.1280249,0.13962911
82,,,,,0.26511565,0.48627445,,,0.039780658,,0.098670006,,0.078920476,0.01703262
83,,,,0.15805063,0.1553378,0.05912038,,,0.018211134,,0.055678025,,,0.5317997
84,,,,0.37978807,0.13694264,0.20268527,,,,,,,0.058167584,0.19457833
85,,,,,0.24354802,0.4390156,,,,,,,,0.2918368
86,,,,,0.16054279,0.47285396,,,0.08569606,,,,,0.2565215
87,,,0.020958886,,0.072827905,0.4498279,,,,,0.022495957,0.24375364,0.14722908,0.028918514
88,,,,,0.20286536,0.43173876,,0.22715817,,,0.042583846,,,0.07228837
89,,,,0.6780835,,,,,,,0.30842248,,,
90,,,,0.72437817,,,,,,,0.27200592,,,
91,,,,,,0.39838433,,,0.039607476,,0.0768781,,,0.45505947
92,,,,0.14363213,0.51819,0.13924116,,,,,,,,0.1647525
93,,,,0.5969409,0.15104134,,,,,,,,,0.2287454
94,0.19338831,,0.072377235,0.08863215,0.13090734,0.34530884,,,,,,,,0.14658007
95,,,,0.80566484,0.081373595,,,,,,0.09424247,,,
96,,,0.04717879,,0.2045112,0.21183343,0.22196104,,0.07294367,,,,,0.2214325
97,0.107647285,,0.016242525,,0.013157414,,,,0.016998716,,0.016871413,,0.82669806,
98,,,0.03521608,0.0916407,0.20673938,0.35347724,0.19134071,,,,0.044850804,,0.059828896,
99,0.045112453,,0.012341585,0.5838324,0.18513165,,,,0.072384655,,,,,0.07442976
100,0.15661152,,0.039333552,,0.53093904,0.19813713,,,,,0.020261966,,0.017296014,0.014613071
101,,,,,,0.33789647,0.51172763,,,,,,0.11331304,
102,,0.06137116,,0.07181072,0.14514172,0.54296803,,,0.05109058,,0.113428555,,,
103,,,,,0.30883092,0.42271218,,0.08078133,0.024852945,,,,0.13557571,
104,,,0.022160934,0.123480245,0.21372625,0.61202675,,,,,,,,
105,,,,,0.14561649,0.46622398,,0.12941559,0.046159428,,0.08753066,,,0.10613427
106,0.07221409,,,0.086629175,0.12366875,0.61805004,0.029183557,,0.057707947,,,,,
107,,,,0.14745323,0.27898416,,,,,,0.25887948,,,0.29225525
108,,,,,,0.58489305,0.23000017,,0.06834092,,0.044194352,,,0.056407094
109,,,,0.88933724,0.084257066,,,,,,,,,0.015264931
110,,,0.024726277,0.031154046,,0.6326732,,,,,,,0.27587715,
111,0.04854355,,,0.034661096,0.1338209,0.6339216,,,,,,,,0.12912865
112,,,,,0.13485156,,,,,,0.039324738,,,0.7901228
113,0.050417252,,0.01124312,0.042768396,0.094683215,0.56097883,,0.11685076,,,0.10799502,,,
114,,,,0.65586865,0.12265426,,,,,,,,,0.20206216
115,,,,,,0.4199391,0.14407127,0.17991528,,,,,,0.23754576
116,0.04085081,,0.022229373,0.4278152,0.16277768,0.22980821,,,,,,,,0.10279574
117,,,,0.7524974,0.107731655,,,,,,,,,0.1025481
118,,,,0.14849581,0.26302767,0.2817832,,,,,0.04807648,,,0.24289426
119,,,,,0.15890408,0.7261774,,,0.08080568,,,,,0.021601608
120,,,,,0.14586753,0.067205995,0.6879017,,,,,,0.06774648,
121,,0.24653214,,,0.25480294,0.15936148,,,0.11928206,,,,,0.19389607
122,,,,0.72635376,0.069915034,,,,,,0.19108915,,,
123,,,,0.4150995,0.1307393,,,,,,,,0.03710316,0.39635748
124,,,,0.88122547,,,,,,,,,,0.09435141
125,,,,0.09658379,,,,,,,,,0.82512283,0.059405185
126,0.37209558,,,0.13729537,,,,,,,,,,0.48810837
127,,,,0.56329894,,,,,,,,,,0.40768018
128,,,,0.803551,0.084586725,,,,,,0.10121354,,,
129,,,,0.7215689,0.06022953,,,,,,0.15112644,,,0.053395927
130,0.21081407,,,,,0.023890585,,,,,,,0.7582035,
131,,,,0.6270052,0.12829988,0.14451545,,,,,,,0.068200655,
132,,,,0.85793084,0.094208285,,,,,,,,,0.038785055
133,,,,,,0.54919654,0.1808557,,,,,0.06120979,,0.1761071
134,0.07806989,,,,0.17109714,0.6589734,,,,,0.058021903,,,
135,,,,0.14677781,0.05520059,0.56154794,,,,,0.22197954,,,
136,,,,0.48772684,0.14099504,0.15949218,,,,,0.021869369,,0.16625822,
137,,,,0.67644626,0.09571522,,,,0.038725276,,,,,0.1708015
138,,,0.019646274,0.31102726,0.09618894,0.29587623,0.1460501,,,,0.112162344,,,
139,,,0.036394253,,0.06406453,0.2534183,,,0.0793745,,0.12115383,,0.15861098,0.2653625
140,0.07687209,,,0.13107115,0.34191555,,,,,,0.059062257,,,0.3614637
141,,,,0.5565691,0.036108688,,,,,,0.26420265,,,0.11696482
142,,,,0.9075264,0.032586504,,,,,,0.05381937,,,
143,,,,0.47593907,0.19022693,,,,,,,,,0.2975463
144,,,,0.10806876,,0.4035733,0.18556005,,,,0.1904588,,0.04893253,0.047331274
145,,,0.01327217,0.44477406,0.1297531,0.17734376,,,,,0.06638762,,0.040546738,0.11557397
146,,,,0.6252724,0.13496016,,,,0.012945401,,0.17394306,,,0.0381543
147,,,,,0.17201906,0.55881184,0.23652512,,,,,,,
148,,,,,0.048747938,0.48368043,0.28354573,,0.043995406,,,,0.11416239,
149,,,,0.4919171,0.12150444,0.06287567,,,,,0.31591302,,,
150,,0.08811743,0.027266053,0.61267644,0.078072906,,,,0.014078485,,0.17652442,,,
151,,,,0.6483251,0.17630309,,0.06059877,0.07086677,,,,,0.031800047,
152,,,,0.49384636,,,,,,,0.22205116,,,0.24991298
153,,,0.01637739,0.0780024,0.038884263,0.4981732,,,,,0.34869376,,,
154,,,,0.6735966,0.2347733,,,,,,,,0.04243597,0.03371544
155,,,,0.65239424,0.15097918,,,,,,0.15098788,,,0.032669786
156,,,,0.73538834,0.14343542,,,,,,0.08913215,,0.022527665,
157,,,0.0270192,,0.25247937,0.59657645,,,,,0.04075027,,,0.054460403
158,,,,0.14913642,0.22251949,,,,,,,,0.07260816,0.5307634
159,,,0.032334942,,0.26838025,0.3403218,,,0.01932348,,0.057385623,,0.061666727,0.20618777
160,,,0.03766743,0.10141525,0.13760556,0.48105812,0.094063476,,,,0.13392273,,,
161,0.105320096,,,0.48901585,0.09004124,,,,,,0.11007319,,0.16662876,0.035926923
162,,,0.018034318,0.6686604,0.13615413,0.04347287,,,,,0.12212928,,,
163,,,,0.57879066,,,,,,,0.4162443,,,
164,,,,0.48214093,0.10520671,0.08662988,,,,,0.07611042,,,0.22407895
