document,0,1,2,3,4,5,6,7,8,9,10
368,,,0.13834676,0.06751681,,,0.34604323,,0.4269428,,
369,,,,,,,0.76294494,,0.21673273,,
370,,0.08522768,0.1713096,,,,0.3036113,0.14444864,0.2823354,,
371,,,0.3507372,,,,,0.058626354,0.5632839,,
372,,,0.23866081,,,,0.2792864,,0.45473188,,
373,,,0.22873527,0.29463974,,,0.06973952,,0.37985682,,
374,,,0.4586848,0.18107302,,,0.025948672,,0.3159843,,
375,0.032185614,,0.13865954,,0.025106287,,0.38473192,,0.36159366,,0.042936385
376,,,,,,,0.8903888,,0.10192974,,
377,,,0.084556326,0.21409273,,,0.4413743,,0.24938948,,
378,,,0.19887188,0.049284734,0.010097849,,0.5251035,,0.20840488,,
379,0.10265506,,0.12079872,,,,0.11554755,0.09862083,0.54601383,,
380,,,,,,,0.5863488,0.02997959,0.35069802,0.023016281,
381,,,0.057628542,0.33192906,,,0.11864739,,0.47277638,,
382,0.12603293,,0.13850878,,,,0.45076093,,0.2644324,,
383,,,0.26696962,,0.015247194,,0.03087051,0.2273243,0.42064866,0.022107748,
384,0.028575605,,,,0.012928127,,0.6737909,,0.27036017,,
385,,0.020919032,0.07819764,,,,0.5206649,,0.36052522,,
386,,,0.13773245,,,,0.5475948,,0.25013596,,0.04804244
387,,,0.09534063,,,,0.31888023,0.1261844,0.44186077,,
388,0.07343318,,0.039285578,,,,0.39896914,,0.38786462,,0.085030876
389,,,0.14685144,,,,0.36014393,,0.4657816,,
390,,,0.21089719,0.13727762,,,,0.07956672,0.5517007,,
391,0.47211006,,,,,,,,0.5114028,,
392,,,0.23370735,,0.017168272,,0.21203597,0.22869399,0.29507938,,
393,,,,,0.029001327,,0.20195736,0.110949606,0.63115746,,
394,0.16541985,,0.08710774,,,,0.0661717,0.20853856,0.45415413,,
395,,,0.11303932,,0.01451331,,0.2369024,,0.59227955,0.025267167,
396,0.05919729,,0.06573239,,,,0.58893996,0.07822067,0.19401833,,
397,,,,,,,0.9347085,,0.0551573,,
398,,,0.43921462,,,,0.25392458,0.107997976,0.1755073,,
399,,,0.23946919,0.32446676,,,0.26423717,,0.15692611,,
400,,0.1955454,0.32309392,0.0929735,0.031164605,,,,0.29520965,,0.047930595
401,,,0.18109785,0.15258703,0.019652694,,0.08911792,,0.2964528,0.13496788,0.121027276
402,,,0.047380995,0.15247495,,0.24655882,0.025409669,,0.08424887,0.28957558,0.14789066
403,0.20017159,0.319483,0.17730272,0.16123189,,,,,0.12047451,,
404,0.085944824,0.07860026,0.0805845,0.29966038,0.04890739,0.055767067,0.05138483,,0.28826404,,
405,,0.16159758,0.16594632,0.044235345,,,,,0.47296637,,0.14326009
406,,0.106841825,0.23732556,,,0.058519807,0.014574435,0.054392062,0.27165613,0.043994255,0.20607038
407,0.1509738,,0.5768486,0.09399471,,,,,,0.15381218,
408,,0.17562456,0.19022079,0.14799799,0.013562517,,,,0.13594346,0.3310198,
409,0.15668927,0.1407895,0.26876047,0.1997239,0.011383903,,,,0.2098858,,
410,0.13414231,,0.34312582,,0.038419753,,0.036645602,,0.22119656,0.09566326,0.11862624
411,,0.09042246,0.20139603,0.0793782,0.02756471,0.19807567,,0.046697374,0.07283836,0.24064897,0.040236037
412,,0.2922176,0.23540425,0.108775154,0.050118916,,0.0453899,,0.25400335,,
413,,0.4223341,0.35733214,0.060060363,0.012169084,,,,0.13475467,,
414,,,0.09498759,0.08626977,,0.3118548,,,0.062713094,0.43431348,
415,,0.3743832,0.1711029,0.107559875,,0.07123813,,,0.054854706,0.11537552,0.095431834
416,0.10391694,0.1587844,0.32658342,,0.02121676,0.13005428,,0.04215556,0.19392534,,0.0135359
417,0.14323169,,0.40110195,0.26974574,0.023697743,,,,0.12515062,0.027149828,
418,0.11310607,0.119492926,0.37087792,0.21719748,0.014966406,,,0.10800083,0.043478645,,
419,0.18731327,0.2251268,0.21518941,0.034640152,,,0.040344484,,0.24611999,0.040381715,
420,0.080558054,0.4314891,0.15739726,,0.023646316,,0.06570851,,0.13893385,0.06753761,0.031167738
421,0.112560995,,0.25353333,0.23577939,,,,,0.0828606,0.11516173,0.19410102
422,,0.35971156,0.1956255,0.14401329,0.02340385,,,,0.150122,,0.119330525
423,0.051875677,0.19807255,0.19733423,0.34781,,,0.031102128,,0.16115464,,
424,,0.3172766,0.12517528,0.069391035,,,,,0.2753281,,0.19347584
425,,0.2431135,0.34145424,0.08344699,0.013625013,0.013406075,0.10809229,,0.13415617,,0.058077253
426,,0.36673898,0.19950134,0.093900196,0.02784064,0.027116347,0.03536417,0.11592635,0.12868102,,
427,0.18912973,0.12623772,0.24961476,0.1821866,0.033535488,0.093017854,,,0.1195942,,
428,0.3345274,0.10235902,0.27935883,,0.01645418,,0.059582613,,0.13301103,0.017869655,0.054936823
429,0.21927497,0.06667932,0.22735827,0.061557584,0.011890867,,0.029690126,,0.24230056,0.13833204,
430,0.111991435,,0.44033548,0.14350745,,,,,0.187653,0.09723696,
431,0.07100294,0.12934831,0.18685889,,0.010075643,0.05847157,0.04407241,0.05382329,0.23869522,,0.2054814
432,0.303857,,0.39261705,0.10301231,0.015009665,,,,0.10731816,,0.072110735
433,0.022197947,0.33910272,0.2888645,,,,0.010262578,0.07199799,0.20673062,0.056952335,
434,0.24167837,,0.3946763,0.14590983,,,0.05776956,,0.06345554,0.08223708,
435,0.080656275,0.12206998,0.43752462,0.06746803,,,0.04430958,0.079096496,0.05148475,,0.11243809
436,,,0.09784299,0.23562384,0.014838613,0.08960973,0.052663866,,0.3444953,,0.16065298
437,,,0.23785332,0.093015924,,,0.086179435,,0.21707991,0.1275821,0.22640286
438,,,0.08610393,,,,0.032542992,0.044983257,0.2888724,0.34964824,0.18237749
439,,0.17714438,0.23874892,0.14167817,0.017191974,0.02144083,0.056117393,,0.3366765,,
440,0.035862602,0.07774688,0.18443513,,,0.10306259,0.13417485,,0.15720984,0.3017441,
441,,0.13732812,0.25475487,,0.020947045,0.042354472,0.014263522,,0.16514322,0.24156016,0.11927232
442,0.11800568,,0.07052734,,,,0.062798984,0.2540577,0.27318114,0.20924827,
443,0.051133495,0.18442549,0.14665492,,0.018463977,0.09539522,0.14684322,,0.29155996,,0.057890538
444,,,0.18036668,0.07212132,0.014430855,0.17597179,0.044598017,,0.24165604,0.10249908,0.16194695
445,,,0.2723367,0.16753621,0.012475729,,0.10634046,,0.2790973,0.073457554,0.08065908
446,0.053614605,,0.05965196,,0.01706888,0.17880476,0.015664998,0.04802971,0.3048956,0.31956267,
447,,,0.21611245,,0.0104354685,0.15267757,0.087643005,,0.08630971,0.20544378,0.23892994
448,,0.12011433,,,0.025535362,,0.25127497,0.11602167,0.47177002,,
449,,0.1194783,0.35827595,0.23383595,,,0.029777976,0.030012049,0.2151452,,
450,,,,,,,0.9051366,,0.076928236,,
451,,,0.30779,,0.019928953,,0.05692542,0.30077878,0.2957617,,
452,,0.08190465,0.29926732,,,,0.1932177,,0.40261397,,
453,,,0.14093374,,,,0.58122516,0.21858536,,0.05167474,
454,0.055412006,,,,0.013655304,0.08891289,0.06851415,,0.30474275,0.29921025,0.16397002
455,0.18504031,,0.45302135,,,,0.02918986,0.18978144,0.078530446,,0.05085735
456,,0.053369574,0.08234777,0.07592872,,,0.4042375,0.057867493,0.31604257,,
457,,,,0.1016095,0.011460288,,0.847482,,0.03281978,,
458,,,0.09561814,,,,0.114122905,0.20976797,0.55732465,,
459,,0.38897854,0.10284229,0.16859536,,,0.09246848,,0.23613144,,
460,0.14254056,,0.54532593,0.08219312,0.030673172,,0.03739389,0.07718378,0.07334601,,
461,,0.17915642,0.2324288,0.090539046,0.018717786,,0.3440569,,0.1236802,,
462,,,0.17108351,0.16203418,,,0.018368613,0.092098296,0.465564,0.071700364,
463,,0.12212234,0.28853735,0.073753595,,,0.22547281,0.14001197,0.030909918,,0.109509505
464,0.1271038,,0.10897153,0.19750445,,,0.055508867,,0.4463884,,0.05048742
465,,0.06533751,0.20778878,0.16823006,,,0.39159673,0.05820925,0.098851256,,
466,,0.4794867,0.354569,,,,,,0.13624221,,
467,,,0.17820969,0.06879762,0.010574453,,0.06540685,0.36960268,0.30124256,,
468,,,0.1674374,0.15309776,0.02665252,0.09741034,0.10686069,,0.23854135,0.2010701,
469,,,0.06234311,0.07143746,0.051291436,0.08296747,0.08885352,0.04430747,0.5192974,0.072585456,
470,,,0.14844483,0.3448316,,,,,0.4856669,,
471,,,0.13148944,,0.027357211,0.151206,,,0.46060815,0.21257468,
472,,,0.06989369,,0.011176685,,0.021383468,,0.6736729,,0.21508233
473,,,0.13065694,0.2164676,,,,0.28766692,0.34728727,,
474,,,,,,,,0.09042613,0.5999805,,0.29375893
475,,,0.05235138,0.036178373,,0.099034354,,,0.49864465,0.30262843,
476,0.15453121,,0.21112017,0.14584902,,,0.19837604,0.16562401,0.10777098,,
477,,,0.10255313,0.20214248,0.015127317,,0.0894355,,0.45927772,0.124418445,
478,0.40619183,,0.054095887,,,,,,0.5362429,,
479,,,,,,,,0.85186714,0.14098077,,
480,,0.20617917,0.14029227,,,,0.1002844,0.18327251,0.34636354,,
481,,,0.069163,0.033375982,,0.03741208,0.018904274,,0.46678087,0.064904034,0.30171734
482,,,0.102739014,0.07165327,,,,0.5302594,0.25434592,0.03100789,
483,0.36487824,,,,,,,,0.63360035,,
484,,,0.06734799,,,0.029068593,0.050880145,0.2931566,0.36619997,0.18766509,
485,0.17559795,,0.20644976,0.3177217,,,0.099742934,,0.113780335,,0.0666135
486,,,0.078187324,,,0.16834575,0.03215141,,0.43301147,0.2778424,
487,0.08674997,0.066149056,0.09574236,0.11264567,,0.017288793,,0.08868038,0.5218855,,
488,,,0.13942495,0.055768095,,0.08415298,0.068314455,,0.4081224,,0.2307878
489,,,0.2088422,,0.017506817,0.10885358,0.07939049,0.052092664,0.3659146,,0.16007596
490,,,0.22342652,,,,0.24605502,0.06356111,0.32581654,,0.123721726
491,,,,,0.03559008,0.3934488,,,0.21985091,0.2716406,0.07246022
492,,,0.024350552,,0.040080227,0.06745394,,,0.21684274,0.2625934,0.3813576
493,,,0.061546013,0.15600024,,0.2014545,0.04513953,,0.3040679,,0.22607657
494,,,0.13718538,,,0.13791785,0.060789112,0.09800302,0.40202564,0.15436722,
495,0.1061399,0.15216894,0.16352205,,0.02638951,,0.099234685,0.12785819,0.3113518,,
496,,0.07640658,0.16242716,0.18636876,,,0.024276061,0.033642285,0.45662224,,0.053705223
497,,0.059317842,0.1600374,0.22238216,,,0.21233337,0.15178813,0.18463178,,
498,,,,0.15722333,,0.29946825,0.07043862,,0.18926762,0.16559333,0.111452095
499,,0.2062074,0.15948056,,,,0.11932453,0.05391195,0.43947968,,
500,0.039551016,0.165911,0.21350609,0.16440356,,,0.12876055,,0.27929053,,
501,,,0.1381323,,,0.11862107,0.08038656,0.0154380305,0.37524268,0.11958901,0.14372751
502,,,0.10143299,0.16453451,0.014139705,0.15574142,,,0.20075056,0.35748574,
503,,,0.27833188,0.19314876,0.027811658,0.07431196,,0.12808676,0.2872523,,
504,0.030902274,,0.18035816,0.22704147,,0.118494846,0.051295184,,0.21582422,0.16849513,
505,,0.1687896,0.031306062,,,0.07253184,,0.078712605,0.36185142,,0.26981816
506,0.090076,0.071695305,0.35152155,,,,0.08062732,,0.13184996,0.18296096,0.08548827
507,,,0.058372714,,0.010295994,0.10538691,0.08383451,,0.19551556,0.2005602,0.34097674
508,,,0.08760281,,,,0.6639225,0.027336273,0.21142137,,
509,,,0.085099205,,,0.14948155,0.025906546,0.055289738,0.47858036,0.09615883,0.09833724
510,0.5279348,,,,,,,,0.4702875,,
511,,0.05864258,0.18759203,0.16815813,0.011109587,,0.026104607,0.075241484,0.3949624,,0.069950335
512,,,0.03019734,0.08709681,,,0.79387194,,0.08123416,,
513,,,0.037805505,0.050094053,,0.10339269,0.05251947,0.09710916,0.3747144,0.10415659,0.16907436
514,,0.29025432,0.3032977,,,0.021937078,0.20224456,,0.1273244,,0.051369984
515,,,,0.088682815,,0.03642607,0.039806597,0.113928005,0.7031768,,
516,,,0.12523973,0.15193243,0.013977488,,,0.0792064,0.5607758,,0.05749088
517,,,0.05383728,0.13594414,,0.08452024,0.010387413,,0.39832398,,0.308061
518,,,0.25027725,0.301254,,,,,0.2352831,,0.19032636
519,,,0.10811127,0.09549473,,0.20074363,0.03153553,0.124574125,0.419504,,0.010980459
520,,,0.30333927,0.14268415,,,,0.24874718,0.23324317,,0.05371012
521,,,0.30665886,,,,0.2907768,0.278083,0.10702306,,
522,0.07304706,,,0.0831703,,,0.83462155,,,,
523,0.5257793,,0.16433056,,0.031639274,,0.1826658,0.072886795,,,
524,,0.18586102,0.26883116,0.19889869,,,0.11111482,,0.21560185,,
525,0.15504417,0.042813152,0.58551276,,,,0.08506707,0.11753282,,,
526,0.09840307,0.121996686,0.14405943,,,,0.50441724,,0.08472766,,0.037255038
527,,,0.26370588,0.06996329,,,0.58944565,,0.06514471,,
528,0.09476924,,0.1809869,0.09783009,,,,0.05664812,0.5549668,,
529,,0.258589,0.44281557,,,,0.033577137,,0.24363752,,
530,,0.14005524,0.44954765,,,,0.13564628,,0.24981548,,
531,,,0.56716233,,,,0.15611574,0.24413405,0.025331272,,
532,0.12685876,0.19089767,0.54880214,,,,0.033729043,,0.08438023,,
533,0.10666842,,0.38561678,,,,0.11641605,0.17428792,0.20529062,,
534,0.19200628,,0.27284306,0.15538865,0.03280367,,0.036711678,0.061856225,0.23159976,,
535,0.11582587,0.047152847,0.44435456,,0.024675485,,0.21982127,,0.13397816,,
536,0.17354128,0.29064292,0.25663784,0.22310868,,,,,0.038727406,,
537,,,0.2113377,,,,0.57043356,,0.045916393,,0.15810938
538,0.03874129,,0.29556575,,,,0.53472704,0.059648637,,0.057552636,
539,0.27497002,0.1267119,0.107154444,,,,0.09681719,0.0751374,0.22175394,,0.08160704
540,0.057041597,,0.1552973,,,,0.5499048,,0.13670504,,0.0907931
541,0.09088838,0.11186498,0.36210516,,,,0.09252636,0.113834046,0.21270308,,
542,,0.3659049,0.23639867,,,,0.20746447,,0.17538086,,
543,,0.28579828,0.40374961,,0.019005375,,,,0.11013252,,0.16399258
544,,0.22936504,0.15955812,,,,0.41155177,,0.18119425,,
545,0.1294234,,0.34344217,,,,0.2965364,0.12886614,0.0880307,,
546,,0.17376731,0.3706815,,,,0.18988813,0.048766088,0.20654789,,
547,,0.38932037,0.18192291,,0.023684824,,0.08505635,0.05729471,0.24379459,,
548,0.07172392,,0.42006722,0.13222888,0.011751794,,0.07550248,0.18861896,0.08849012,,
549,0.13576178,,0.50695115,,0.01604009,,0.10520816,,0.21925351,,
550,0.24059272,,0.3056151,,,,0.39328766,,0.04338356,,
551,,,0.6063175,,,,0.13549618,0.25333998,,,
552,,,0.18953498,0.3545414,,,0.23173982,,0.16863303,,0.039324917
553,0.14748642,0.15561305,0.36184427,,,,0.01964349,0.17385316,0.12304768,,
554,,0.15477094,0.15644696,0.18773276,0.015559082,,0.022914194,,0.4457252,,
555,,0.065717876,0.12978114,,,,0.7065529,,0.07859736,,
556,,,0.19284356,,,0.15595843,0.035117168,,0.40914342,,0.19826487
557,0.03909033,,,0.08637891,0.020404324,0.08064275,,0.08388948,0.5536995,,0.12297112
558,,0.16227475,,0.12124094,,,,0.101139486,0.5685751,,0.026655082
559,,,,0.07820991,,0.21382637,0.029629296,,0.3138862,,0.3534917
560,0.11848087,,0.04738623,,,0.20617832,0.104614615,0.045587845,0.049456965,0.19391838,0.22602776
561,,,0.12327378,,,0.0136998575,0.3064966,0.24166456,0.2946793,,
562,,,0.17188422,0.080970444,0.010515279,0.07507821,0.019155502,,0.4147364,0.08594667,0.13709576
563,,,0.133169,0.19075473,,,0.018587606,0.08469984,0.5533351,,
564,0.08348383,0.032985877,0.23805274,,0.010883669,0.08766176,0.35921466,0.07845908,0.07425609,0.031258695,
565,,,0.20917831,0.11360009,,0.046074357,0.080183625,,0.3658951,,0.17242219
566,,,0.15954347,0.31378382,,0.1533896,0.050668966,0.056935403,0.25266656,,
567,0.049250763,,0.07396144,0.10970352,0.016024895,0.04347969,0.02601507,,0.5121495,0.048269644,0.11618782
568,,,0.018300481,0.2554376,,0.07994621,0.037899543,0.06900088,0.4688694,,0.061701886
569,,,0.23805557,0.20938179,0.019166222,0.06962302,0.020570528,,0.29606506,0.1367696,
570,,,0.08335187,,0.01747303,0.23275249,0.045107014,,0.2481268,0.22682697,0.14102831
571,,0.062164064,0.203031,0.06383169,,0.097417705,0.072974324,,0.42291048,0.062309206,
572,,,0.14746967,0.37694013,,,0.42261904,,0.03602991,,
573,0.054256625,,0.3101463,,,,0.13150765,,0.2602232,0.23189203,
574,,0.06495064,0.7019903,,,,0.054121666,0.04969995,0.08652706,,0.029197628
575,,,0.27167475,0.18500267,,0.028440472,0.11731659,,0.32229048,,0.06581345
576,,,0.2475182,0.112241924,0.016670289,,,0.16175382,0.44569492,,
577,,,,0.2883201,,,0.118446276,,0.39298362,,0.1869829
578,,,,0.26405212,,0.120674506,0.14595008,,0.41980156,,0.043980442
579,0.18320602,0.04485846,0.4026314,,0.022777665,,0.33107048,,,,
580,,,,0.20716947,0.025077086,0.13241114,,,0.4072152,0.21812354,
581,,0.25591704,0.2560171,,,,0.1301224,,0.19956836,,0.13477819
582,,0.31397188,0.30537558,,,,0.054271415,0.07031729,0.24028264,,
583,,0.20621082,0.1961907,,,,0.27784884,0.10915277,0.12460792,,0.073222674
584,,0.104351446,0.21019344,,,,0.4492765,0.058200534,0.16528547,,
585,0.15998401,,0.26338312,,,,0.19525234,0.16213366,0.10675478,,0.09096807
586,0.048974324,,0.42861018,,,,0.19258758,0.1833962,,,0.1366171
587,,0.068476185,0.3931253,,,,0.09573104,,0.14236876,0.028618595,0.25742924
588,,0.22606781,,,,0.038109213,,,0.6103881,,0.105550855
589,,0.3625583,0.18254791,,,,0.0976226,0.13486682,0.19934732,,
590,,,,0.054166004,0.017721739,,0.5709507,0.07244489,0.27489564,,
591,,,0.29326314,0.30624473,,,0.21545105,,0.16819656,,
592,0.11551353,,0.38220343,0.10799274,,,0.08104226,0.113925725,0.15142901,0.03803426,
593,,,0.06336201,0.12770589,0.019662274,0.15886627,0.033625208,0.030235184,0.48094195,0.077700175,
594,0.14523575,,0.44328976,,,,0.055886034,0.09882256,0.236982,,
595,,,0.17595953,0.3132192,0.012851622,,0.2121245,0.0481766,0.22197491,,
596,,0.36586255,0.3167208,,,,0.062738635,0.038227107,0.1984183,,
597,,,0.123786286,,0.010483121,,0.69253254,,0.09359379,,0.0714
598,,,0.21340163,,0.010499036,,0.5974419,0.031853866,0.108936906,,0.030356651
599,,0.12382926,0.26351586,,,,,0.16376662,0.42883497,,
600,,,0.07253435,,,0.014111003,0.8910682,,0.014338965,,
601,,,0.074767254,0.088832766,,0.1282782,,,0.39556253,,0.29270223
602,,,,0.020511474,,0.24126339,,0.03191759,,0.6428805,0.050183922
603,0.13038039,0.3032145,,0.09548807,,0.018398887,,0.27061984,0.14525619,,0.03184858
604,,0.03369808,,,,0.34355295,0.0437164,0.08727435,,0.4396426,0.047436375
605,0.06889834,0.25784597,0.035913847,0.119333684,,0.06576325,,0.15759449,0.10512769,0.029537164,0.1597814
606,0.0129949385,0.093150504,,0.08023572,,0.047946543,,0.08957171,0.024959201,0.637517,
607,0.047661807,0.033720396,,0.13913926,,0.21143937,,,0.048472133,0.48406354,0.028964583
608,0.029257733,0.412259,,0.13368538,,0.06347603,0.027160117,0.21206792,,0.011560252,0.1097138
609,0.7606197,0.06587761,,0.02259203,,,,0.05942378,0.033067327,,0.053170506
610,0.030795462,0.32362142,0.01251672,0.08211214,,0.043811005,,0.35132506,0.096205935,0.011164811,0.048366923
611,,0.10204208,,0.21086419,,0.10564642,,0.16612802,0.023711357,0.36724535,
612,0.056421474,0.29154608,,0.14598235,,,0.07650072,0.19492348,0.06932975,0.11521975,0.033285294
613,,,,0.032605212,,0.48210692,0.021002578,,0.032588396,0.39225456,
614,,0.045783583,,,,0.21787354,0.019843863,0.12224848,0.027485875,0.420849,0.1374388
615,,0.12922159,,0.07635693,,0.1445278,,0.10140868,0.050323244,0.3002031,0.17092068
616,0.040507905,0.26971155,0.057339564,0.1336504,,0.027903937,,0.23215818,0.13882045,0.047344312,0.04913688
617,,,0.03397607,0.15877673,,0.019244896,0.08382423,0.68919003,,0.014166029,
618,0.049942274,0.15080808,0.036315233,0.020365717,,0.0928995,,0.29422712,0.09038545,0.1304366,0.13452412
619,0.02570341,0.25815126,,0.058069576,,0.14010742,0.018080102,0.13737226,0.043656003,0.23113057,0.08029771
620,,0.4966669,0.16598488,0.04764256,,,0.10220943,0.086269096,0.05709603,,0.03382375
621,0.04924897,0.090227395,0.038840458,0.20465124,,0.10696198,0.041227575,0.07073827,0.08901454,,0.3026391
622,0.06465029,,0.026416525,0.010103509,,,,0.88761675,,,
623,0.035246152,0.04890168,,0.053281873,,0.11365179,0.054059934,0.041515034,,0.49616626,0.14422774
624,,,,0.014209939,,0.11011072,,0.04086252,0.011004157,0.64739144,0.17635965
625,0.030057428,0.14094597,,,,0.16112241,0.03464736,0.06880417,0.07883726,0.3793002,0.09174261
626,0.04781908,0.124638915,,0.10069153,,,,0.08856132,0.06420017,0.38506663,0.17321134
627,0.02862391,0.17531304,,0.06857746,,0.10449702,0.036897253,0.0574257,0.10151105,0.34061137,0.08450692
628,0.010250006,0.07800697,,0.051185925,,0.085876405,0.018189827,0.06509501,0.042860042,0.6416393,
629,0.06286327,0.5319402,0.103649326,0.06874642,,,0.12328278,0.010161818,0.042752646,,0.046166502
630,0.08449245,0.329611,,0.091161385,,0.04425197,0.043798916,0.07926527,0.20180818,0.11167579,
631,0.023104932,,,0.19925249,,0.044475365,0.020978224,0.08299732,0.023877706,0.41983342,0.18201989
632,0.07117679,0.37416974,0.014323514,0.03431611,,0.061130352,0.07527475,0.15574807,0.08297578,0.01138567,0.11459264
633,0.013644421,0.17906767,0.040312223,0.033953074,,0.14306884,0.029081,0.03572921,,0.30743608,0.21392493
634,0.016988846,0.17414378,0.011658345,,,0.24648651,0.03730093,0.011547705,0.038487308,0.3937436,0.06757322
635,0.05879368,0.27139264,0.039321322,0.07475137,,0.065901645,,0.26120976,0.10463528,,0.11045484
636,0.023899687,0.045424808,0.023885448,,0.0120799085,,,0.08446637,,0.57931215,0.22151685
637,0.031250436,0.023813527,,0.0813081,,0.16514665,0.014853136,0.013975389,,0.5509127,0.11139736
638,,0.21918789,0.025556043,0.06258741,,0.11806349,0.0938132,0.11131764,0.0723379,0.20711264,0.08426974
639,,,,0.038212586,,0.25687048,,0.038274333,0.02899076,0.41412845,0.21249323
640,,0.3111678,0.10970457,0.07282561,,0.06579342,0.1443018,,,0.28278318,
641,,0.025745692,,,,,,0.055486448,0.05919598,0.6755155,0.16650987
642,0.017144062,0.023345117,,,,0.10532823,,0.16289862,0.038217343,0.5597613,0.07047929
643,,,,0.15994027,,0.30085865,0.016318401,0.035350017,0.0424309,0.41243827,0.023568649
644,,0.17876114,0.03139464,0.09183914,,0.07338883,0.014445218,0.08488781,0.030166818,0.36893475,0.11782529
645,0.10420489,0.33644423,0.013388508,0.044736654,,0.02783792,,0.2542373,0.13999373,0.017194267,0.059109338
646,0.010802328,0.43856394,0.01736812,,,0.04450014,0.09513662,0.11860826,0.06250422,0.1884447,0.021139191
647,0.057233956,0.36134586,0.02403944,0.059804346,,0.024415052,,0.14644215,0.07807258,0.18174024,0.061487295
648,0.019883027,0.017917486,,,,0.08812385,,0.1337317,0.042447295,0.6239706,0.0738512
649,,0.043509092,,,,0.12238264,0.04156774,0.013961009,0.015630044,0.6897821,0.067494236
650,0.054313138,0.27015415,,0.15189163,,0.03636796,0.03085957,0.15630047,0.10229756,0.1788421,0.010943919
651,0.039959725,0.16933168,0.019468274,0.033249736,,0.014815319,,0.033502996,0.028481374,0.5400261,0.11111494
652,,0.4322306,0.07626928,,,0.09264383,,0.020527756,0.015259593,0.32906705,0.013255471
653,0.012913799,,0.011483251,0.052996002,,0.12547235,,,0.030886017,0.44343716,0.3100432
654,,,,0.04339652,,,,0.027465284,,0.79476476,0.11868595
655,0.0249213,0.068493225,0.015011827,0.018374298,,0.048061237,0.016107896,0.059198067,0.027323278,0.6576241,0.055885725
656,,,,,,0.25320485,,,0.02603837,0.62837833,0.089958616
657,0.028514324,0.29164088,0.064267896,0.1835495,,0.017792108,0.07133832,0.13006876,0.12779547,,0.084876716
658,0.024689147,0.17674951,0.042917028,0.07264116,,0.012705583,,0.51173496,0.08442008,,0.070325695
659,0.031871397,0.0566777,0.03525023,0.041884106,,0.15082599,0.0713971,0.09623076,,0.26304144,0.24951039
660,0.03586681,0.06812427,0.03618563,0.041455835,,0.12060688,0.029457988,0.2605532,,0.30699784,0.09392445
661,0.07986103,0.09294834,0.023756126,0.10481423,,0.11974711,0.010117393,0.053467434,,0.26541254,0.24717309
662,0.108123116,0.2729377,,0.062143307,0.0118671525,0.18587132,0.0251646,0.05712321,0.0141348345,0.24154568,0.018807855
663,0.07359813,0.21125741,0.03766604,0.0668717,,0.01345682,0.020495903,0.42922142,0.06158731,0.05493529,0.02703668
664,0.027413616,0.08122088,0.02437639,0.17196345,,0.028136194,0.0365609,0.13370864,,0.33234608,0.16307952
665,0.06347586,0.30101502,0.11132982,0.118261494,,,,0.13281807,0.12731913,,0.14528991
666,,0.34752032,0.096247025,0.05902512,,0.06835291,0.0362394,0.17821188,,0.04926588,0.16501474
667,0.04303038,0.40907443,0.058033437,0.05916788,0.011008816,,,0.12719129,0.08472267,0.10049368,0.10695658
668,0.020105451,,,0.018717274,,0.31620228,,0.08690751,0.03235016,0.46076804,0.050555516
669,0.15280068,0.4547244,,0.07724843,0.018490229,,0.013627134,0.06360688,0.2125974,,
670,0.012048715,0.09709196,,0.18326578,,0.053156123,0.18387598,0.094175555,0.049293105,0.038113773,0.28042784
671,0.016407114,0.16763113,,0.06288786,,0.082793094,0.014371217,0.25370172,0.13821611,0.24500099,0.018947793
672,0.042681944,0.4849459,0.05489792,0.02717347,,,0.08469839,0.12959169,0.03643531,0.087767094,0.0482344
673,,0.25584725,,0.08173819,,0.06041272,0.0359882,0.040728595,0.07598205,0.40929905,0.03976543
674,0.04774557,0.12764846,0.0450584,0.032579556,,0.09360884,,0.111329444,,0.5333343,
675,0.0115107475,0.15360768,,0.03294315,,0.098757625,0.03429065,0.12966427,0.031815737,0.40257806,0.09517532
676,0.0641116,0.2370176,0.036626376,0.043591905,,0.043860536,0.026522856,0.2936617,0.06886375,0.041913833,0.14376923
677,,,,,,0.41242373,,,,0.5849135,
678,0.026412813,0.2266929,0.050368093,0.0114719495,,0.06543793,0.011710359,0.2685464,0.07361913,0.13957827,0.1256012
679,0.026549637,0.19349961,0.01789971,0.09148053,,0.11894523,0.012483854,0.2395561,0.05946426,0.08299799,0.15568529
680,0.06942513,0.28449917,0.028530285,0.12931967,,0.01656479,0.044993583,0.31113386,0.07585003,0.013146723,0.02649018
681,0.049236197,0.19087125,0.034784805,0.1587604,,0.08281265,0.030057263,0.15148364,0.054030206,,0.24082626
682,,,,,,0.14051493,0.113546535,0.019930912,,0.7259713,
683,0.0375611,0.35221317,0.11884806,0.17052802,,0.03191804,0.1067112,0.12243832,0.019343162,0.0132729625,0.023305606
684,0.027629096,0.17246789,,0.14450341,,0.20934284,0.029365776,0.059195556,0.06564135,0.106302515,0.1855007
685,0.032553103,0.28745484,0.04064807,0.10115569,,,0.029415954,0.29745153,0.15132155,,0.05400322
686,0.057924375,0.13307457,,0.095154755,,0.058624472,0.1946292,0.10120203,0.14591005,0.09399831,0.115006514
687,,0.01208224,0.06625466,0.031179726,,0.31102476,0.09248433,0.0396624,,0.38103172,0.06623412
