document,0,1,2,3,4,5,6,7,8,9,10
352,,0.22718777,,,0.29294422,,,,,0.18205397,0.2735572
353,0.43804136,0.45076036,,0.041715574,,0.029581137,,0.026228009,,,
354,,,,0.38690513,0.35069144,0.10861285,,,,0.13673852,
355,,,,0.29954675,0.44080892,,,,,0.1880161,0.048127066
356,0.084664606,0.12743582,,0.35414293,0.3050986,0.110723644,,,,,
357,,0.14377262,,0.18484788,0.38682413,0.09221561,,,0.013709136,,0.16760468
358,,0.19875298,,0.34864485,0.34544012,0.03004236,,,,,0.05885412
359,,0.036875546,0.014653451,0.4156931,0.4762519,0.04534436,,,,,
360,,0.016256934,,0.7620598,0.20641448,,,,,,
361,,0.11516369,,0.32137176,0.3265462,0.02394021,0.123772025,0.07719372,,,
362,0.13753109,0.21927276,,0.108799234,0.3132317,0.06701019,,,,0.064548925,0.071415864
363,0.15202825,0.14813079,,0.056924988,0.40024778,0.09614839,,,,0.10247901,0.033325743
364,,0.15087599,0.015008431,0.017928828,0.6899693,0.068302564,,,,0.046434715,
365,,,,0.080808684,0.81430644,,,,,0.08395628,
366,,0.021903196,,0.57779074,0.20798647,0.05275171,,,,0.12833834,
367,,0.04646326,,0.33801088,0.31293672,0.11378685,,,,0.1733979,
368,,0.06678741,,0.24739909,0.4784699,,,,,0.13536353,0.053674947
369,,,,0.73036397,0.24740535,,,,,,
370,,0.08961359,,0.27365774,0.3233772,0.13146317,,,0.015202462,,0.15603542
371,,0.20690988,,,0.62593114,0.08424863,,,,,0.05937339
372,,0.10187606,,0.26101875,0.53392667,,,,,,0.07843163
373,,0.21372218,,,0.43716338,,,0.05700365,,0.26864251,
374,,0.2527125,,,0.38092992,,,,,0.111057304,0.2426249
375,0.056451865,0.16323926,0.02795421,0.35118207,0.3841724,,,,,,
376,,,,0.8768931,0.11515691,,,,,,
377,0.03728368,0.10226961,,0.2945414,0.24570909,,,,,0.3108631,
378,,0.12527646,,0.43536806,0.24173495,,,,,0.107021056,0.08237736
379,0.10838713,0.062953874,,0.09909786,0.59977394,0.11311726,,,,,
380,0.031194465,,0.02028235,0.5325909,0.3547293,0.05250404,,,,,
381,,0.05719193,,0.05058141,0.5349117,0.039641015,,,,0.30135274,
382,0.14828314,0.14334291,,0.41437456,0.27759907,,,,,,
383,,0.15735103,0.0247994,,0.47892806,0.15948263,,,,,0.15925483
384,0.067862585,,,0.6336879,0.28178617,,,,,,
385,,0.040403593,,0.48650104,0.4006963,,,,,,0.053136554
386,,0.12033462,,0.5073867,0.2707024,,,0.08365044,,,
387,0.023839748,0.054105625,,0.16923662,0.45494756,0.104066044,,,,0.18055435,
388,0.042194724,,,0.3454623,0.43425408,0.0312895,,0.0695325,,,0.06390693
389,,0.07335019,,0.27560768,0.52723753,,,,,0.09917778,
390,,0.14045405,,,0.603572,0.07437582,,0.111764,,0.052632153,
391,0.48300284,,,,0.5080372,,,,,,
392,,0.1424881,,0.18753612,0.3471386,0.19671968,,,,,0.111531205
393,,,,0.16973244,0.6727802,0.12124756,,,0.010426638,,
394,0.2054002,0.06259511,,0.05080192,0.4534012,0.15087974,,0.060799636,,,
395,,0.0994647,0.0237473,0.20508815,0.6127319,0.04113231,,,,,
396,0.064559795,0.044731874,,0.53196615,0.20443007,0.06790553,,0.074907474,,,
397,,0.029006423,,0.8974025,0.06417766,,,,,,
398,,0.29923883,,0.23131607,0.2124689,0.06670263,,,,,0.17035447
399,,0.24023552,,0.13782337,0.20660684,,,,,0.4001504,
400,,0.19357292,0.030448642,,0.3434355,,,0.15780398,,,0.25828412
401,,0.1031159,0.16994831,0.060945537,0.3627578,,,0.1614608,,0.07905651,0.05764937
402,,0.04210293,0.30702692,,0.110604055,,,0.18587029,0.26442286,0.081973985,
403,0.18700293,,,,0.1632174,,,0.14745645,,0.06581952,0.41406474
404,0.111936815,0.05889521,,,0.34073743,,0.06979971,,0.08574912,0.21218231,0.10687514
405,,0.12388391,0.026215112,,0.5474395,,0.16358066,,,,0.12688573
406,,0.12581527,0.15728448,,0.33342057,0.07296393,,0.10204421,,,0.19884121
407,0.14098096,0.5498219,0.13861226,,,,0.09849381,,,0.05108805,
408,,0.1435455,0.34743,,0.15295433,,0.11176371,,,0.08449293,0.15421572
409,0.17902602,0.22071822,,,0.20461333,,0.1944256,,,0.09752155,0.09101622
410,0.1768872,0.28846315,0.1278063,0.01948956,0.20838256,,,0.16436562,,,
411,,0.10049677,0.30104536,,0.10410394,0.058169037,,,0.1608595,0.044500157,0.22621927
412,0.052952558,0.15785992,0.029832253,0.0570178,0.25401872,,0.11700302,0.07457523,,,0.24762838
413,,0.16633138,,,0.16335474,0.048634496,,,,,0.6060551
414,,0.10212959,0.40540057,,0.07945783,,,,0.35128653,0.051847585,
415,,0.08377661,0.15972953,,0.07336367,,0.09016904,0.1335383,0.069589436,0.04031587,0.34698445
416,0.101963125,0.23890488,,,0.18455327,,0.12446001,0.10032195,0.13365504,,0.111611746
417,0.15128222,0.32617295,0.01969129,,0.1333932,,0.10943098,0.17681289,,0.07504476,
418,0.1393361,0.29263407,,,,,0.25361153,0.2391321,,0.05689348,
419,0.1797818,0.107232474,0.048542958,0.030682193,0.26267686,,,0.1294563,,,0.23937805
420,0.06365097,0.04143042,0.1045369,0.045900594,0.15150206,,0.02844453,0.14429127,,,0.41666278
421,0.093004294,0.14541885,0.15111367,,0.12458335,,,0.45401317,,0.025840024,
422,,0.10758254,0.058030948,,0.17736012,,0.08607618,0.2020616,,0.04334474,0.31914976
423,0.05664528,0.10467582,,,0.19586761,,,0.16201404,,0.21900845,0.24871174
424,,0.102378204,0.042312715,,0.29031852,,0.24674317,0.18264249,,,0.11856187
425,,0.25494817,,0.075974084,0.14733256,,0.16064928,,0.02930633,0.077162504,0.24879193
426,,0.11217043,,,0.15035637,0.0816043,0.10288337,,0.04900761,0.08272635,0.4149799
427,0.21134935,0.12648593,,,0.1470432,,,0.054819446,0.11012804,0.08755004,0.25591475
428,0.2943985,0.12965675,0.028694116,0.03162975,0.16384104,,,0.12104235,,,0.22836858
429,0.20443103,0.12684998,0.13971968,,0.28227696,,,,,0.05148316,0.19073631
430,0.15867195,0.3517471,,,0.17003697,,,0.2265507,0.07325592,,
431,0.061321717,0.10827471,0.053650334,0.013900623,0.27908194,0.062304918,,0.18845858,0.051181227,,0.17965361
432,0.3366939,0.29126343,,,0.107916944,,,0.18264985,,0.029145569,0.046228517
433,0.046546493,0.16255204,0.079303764,,0.22036682,0.08999488,,,,,0.39649537
434,0.21723387,0.19859508,0.071321286,,0.098944075,,,,,0.123117246,0.27658442
435,0.07073022,0.35608932,,0.040008925,0.04573212,,0.19501007,0.18202506,,,0.10394068
436,,0.087290116,0.07734105,0.021344686,0.41190678,0.04253052,,0.14086552,0.069974005,0.14535014,
437,,0.17927472,0.1671062,0.071043946,0.24868353,,,0.31979772,,,
438,,0.08153993,0.40995213,0.0236194,0.33679307,0.06459709,,0.07645617,,,
439,,0.13021226,,0.052010674,0.3598522,,,0.28078824,0.03311344,,0.13070545
440,0.040959917,0.1067128,0.28823286,0.120120324,0.17354804,,,,0.10836442,,0.15629981
441,,0.09972146,0.32486337,,0.2152393,0.027580945,,,,,0.32475013
442,0.16005266,0.068666615,0.21860234,0.033360202,0.2750076,0.1829027,,,,0.05120257,
443,0.037540667,0.113491036,,0.14162497,0.32917383,,0.16598372,,0.112066254,,0.09058733
444,,0.13072665,0.1543699,0.038617477,0.2826421,,,0.21576062,0.16796559,,
445,,0.18499202,0.089734934,0.08036472,0.32010946,,,0.24148653,,0.07343934,
446,0.069475666,0.032710087,0.31746686,0.013635036,0.320241,0.051103946,,,0.1919791,,
447,,0.121857315,0.3138711,0.06837156,0.12968673,0.029054686,,0.12980324,0.10515975,,0.100261934
448,,,,0.17824185,0.5001833,0.09688244,,,,0.061804246,0.14766052
449,,0.17768236,,,0.27034497,0.06388634,,,,0.1660468,0.3047956
450,,,,0.84824926,0.102511324,0.017460642,,,,,0.023747263
451,0.06495878,0.21589428,,0.04320028,0.3073007,0.25225702,,,,,0.10009376
452,,0.1303174,,0.16616043,0.432379,0.049639747,,,,,0.20137589
453,,0.11953167,0.06424679,0.5490353,,0.21057498,,0.049807046,,,
454,0.0714112,,0.40351573,0.064222075,0.3601981,0.03973731,,,0.054088492,,
455,0.19302681,0.23795263,,,0.11036745,0.14378436,,0.016588576,,,0.28519174
456,,,,0.2816258,0.34729946,0.074150614,,,,0.16232333,0.12323925
457,,,,0.6801183,0.0457065,0.013826844,,,,0.23287678,0.019174676
458,,0.09191844,,0.09866071,0.5975948,0.18755509,,,,,
459,,,,0.04001508,0.2964255,,,,0.014297656,0.16330083,0.4746368
460,0.10473212,0.2559397,,,0.092871286,,,0.30743083,,,0.22278416
461,,0.12149509,,0.28207666,0.14759624,,0.064447604,,,0.1033172,0.2695631
462,,0.15569875,0.062222708,,0.5022391,0.026038203,0.1436775,,,0.09846792,
463,,0.11111548,,0.19145295,0.044158194,0.083332196,,0.38312334,,,0.17524461
464,0.09703061,0.03361403,,0.058821548,0.48053303,,,0.31303564,,,
465,,0.12394364,,0.2581462,0.12120531,0.06242541,,,,0.24693146,0.17725441
466,,0.122843474,0.024785439,,0.15149744,,,0.1397101,,,0.53780687
467,0.030263647,0.12198278,,0.04735789,0.31156665,0.2853024,,0.16564623,,0.03269568,
468,0.06355348,0.1225895,0.19158338,0.07689838,0.27235046,,,,0.13060628,0.13342056,
469,,0.05039364,0.06963565,0.07553747,0.5746494,,0.095589325,,0.09752888,0.027950494,
470,,0.09070766,,,0.52847356,,,0.25926727,,0.10337376,
471,,,0.19185229,,0.4906962,0.019576235,,,0.14219378,,0.13944614
472,,0.0362074,0.025006251,,0.72233593,0.028451703,,0.17908588,,,
473,0.073728316,0.061943676,,,0.3508873,0.21020503,,0.2227024,,0.06689745,
474,,,0.06213538,,0.6951543,0.062045723,0.13332926,0.03553109,,,
475,,0.05566811,0.27002084,,0.53135914,,,,0.13000034,,
476,0.13750276,,,0.16820474,0.14543493,0.12780382,,0.21300228,,0.056063727,0.13798535
477,,0.029198948,0.09697957,0.07316827,0.5200307,0.020771323,,0.11191605,0.0374616,0.070521615,0.03653765
478,0.39983618,,,,0.5651885,,,,,,0.031560227
479,,,0.015358673,,0.19588166,0.7610858,,,,0.021727491,
480,,0.045674615,0.03167634,0.08421353,0.3905613,0.1641663,,,,,0.26457378
481,,0.04411228,0.17425479,,0.53609776,0.026369808,,0.20849401,,,
482,0.058565322,0.12072199,0.059084352,,0.25351113,0.42681044,,,,0.07271586,
483,0.38122344,,,,0.60815805,,,,,,
484,,0.055919904,0.23245594,0.045050062,0.3948249,0.26501095,,,,,
485,0.1887552,0.14275727,,,0.15086345,,,,,0.31261495,0.18082605
486,,0.065269284,0.24403045,0.021889001,0.4613331,,,,0.19694147,,
487,0.09223194,,,,0.5928299,0.08994952,,,0.026188675,0.053293183,0.13225313
488,,0.08067982,,0.05417444,0.46698546,,0.08493929,0.19071758,0.10873615,,
489,,0.16415337,,0.052313354,0.40904182,0.06943365,,0.16007535,0.13607457,,
490,,0.10436553,0.03211551,0.2243787,0.3979595,0.07402248,,,,,0.15302911
491,,,0.31316605,,0.25407237,0.023141712,,,0.401661,,
492,,0.022308309,0.45780087,,0.29360452,,,0.21650843,,,
493,,0.06072162,0.12558258,0.017753841,0.3726998,0.048383396,,0.100585036,0.15153669,0.118915044,
494,,0.09997005,0.14914432,0.052012473,0.44214043,0.096101165,,,0.15079994,,
495,0.09811662,,,0.08695114,0.35515544,0.11196478,,,,,0.32858777
496,,0.12398379,,0.02223313,0.4889342,,0.14002015,0.16773863,,0.048942327,
497,,0.04467068,,0.18998936,0.22296742,0.11115681,,0.24293432,,0.07349348,0.106699005
498,,,0.1815552,0.04766652,0.22933406,0.015358621,,0.12788992,0.30787358,0.08496801,
499,,0.11166647,,0.11328731,0.46105945,,0.2092367,,,,0.08367054
500,,0.10584155,,0.11405632,0.32731938,,0.10460122,0.114755556,,0.06529443,0.16081057
501,,0.1315497,0.20814966,0.050498545,0.4234523,0.061657794,,,0.07548587,0.04042996,
502,,0.06998377,0.3449347,,0.22440869,,,0.122521125,0.18067601,0.051562652,
503,,0.18101753,,,0.32240045,0.08010578,,0.32704327,0.076509945,,
504,0.05263898,0.08578044,0.13358337,0.039050117,0.23541781,,,0.217466,0.14704065,0.08290764,
505,,,0.156239,,0.45122352,0.08185227,0.111719124,,,,0.18597525
506,0.087101825,0.24982034,0.18947588,0.056903496,0.13706227,,,0.1446223,,,0.12930633
507,,0.075266466,0.41458985,0.050089363,0.26281092,0.037398983,,0.119050615,,0.03570316,
508,,0.10039384,,0.5730206,0.21848166,0.026678184,,,,0.07288686,
509,,0.075011015,0.14230455,0.02152655,0.53018135,0.07937909,,,0.13840449,,
510,0.53911537,,,,0.45913324,,,,,,
511,,0.10822284,,,0.4399261,0.0785356,,0.1678998,0.020019162,0.081636205,0.09343616
512,,0.046180885,,0.63678277,0.091084026,,,,,0.2182739,
513,,,0.18495937,0.05043244,0.44155005,0.10204874,,0.14046666,0.0744069,,
514,,0.1609189,,0.17848386,0.13885143,,,0.1562305,0.037167452,,0.32479662
515,0.04953164,,,0.022960192,0.71751755,0.09638774,,,0.041858386,0.056068707,
516,0.035860483,0.044079516,,,0.6185112,0.08330311,,0.19071378,0.016395854,,
517,,,0.11712376,,0.47717583,0.05187845,,0.28220657,0.03728328,0.025228338,
518,,,,,0.31002027,,,0.46963522,,0.06756824,0.12963729
519,,0.046083193,,0.035392843,0.4615953,0.10608776,,0.1380281,0.2021845,,
520,,0.14558081,,,0.26460406,0.1614726,,0.2891311,,,0.12093372
521,,0.20289096,,0.21711943,0.1347362,0.19614638,,,,0.06347549,0.1766354
522,0.07696349,,,0.6689594,,,,,,0.24502212,
523,0.53699124,,,0.15890385,,0.06399295,,,,,0.21391042
524,,,,0.053519424,0.30172333,,,,,0.15891486,0.4629217
525,,0.09822542,,0.03517296,0.105022416,0.0967013,,,,,0.65058756
526,0.08364989,0.0693737,,0.40601426,0.102309085,,0.045078043,,,0.11275749,0.17299877
527,,0.089342125,,0.51166445,0.080935635,,,0.0895716,,0.109631985,0.109984145
528,0.11939478,0.11734757,0.016583178,,0.61149734,0.084280305,,,,0.039034463,
529,,0.10882225,,,0.29254335,0.04457122,,,,,0.5323742
530,,0.15523817,,0.11560168,0.30670002,,,,,,0.3972806
531,,0.5632043,,0.08172573,,0.2532622,,,,0.094251156,
532,0.100874126,0.29772195,,,0.10795644,,,0.06856039,0.01257345,,0.39984035
533,0.15921317,0.20597783,,0.10620751,0.2308735,0.14268836,,,,,0.1448483
534,0.114408344,0.15115193,,,0.30927223,,0.15345617,,,0.09769652,0.15320253
535,0.10248391,0.20706427,,0.18598747,0.18240483,,,,,,0.30535927
536,0.21480004,0.11255807,,,,,0.2512964,,,0.12281863,0.2809934
537,,0.11530432,,0.49768808,0.036502797,,,0.33609903,,,
538,0.053766403,0.23758797,0.051035654,0.49564466,,0.03946338,0.02636481,,,,0.090832464
539,0.25283253,,,0.077276476,0.2336173,0.059729304,,0.21012051,0.01518908,,0.13540031
540,0.04537855,0.100925356,,0.4997614,0.15402855,,,0.18928134,,,
541,0.096473254,0.184415,,0.05736272,0.24435477,0.1000047,,,,0.027962709,0.27643356
542,,0.06377716,,0.18967153,0.20267573,,0.11278382,,,,0.41780397
543,,0.16854736,,,0.15141132,,0.115004554,,,,0.54520684
544,,0.07487931,,0.36343175,0.16300926,,,0.26744056,,,0.11511824
545,0.08448543,0.21495584,,0.2478013,0.11696366,0.049690384,0.111742996,,,0.037347615,0.12981056
546,,0.20327242,,0.16531675,0.23874636,0.060849592,,,,,0.32138625
547,,,,0.07439137,0.29012892,0.052030813,0.11005841,,,,0.45113945
548,0.081133716,0.1917925,,0.045773163,0.10897471,0.1233946,,0.20990726,,0.05355168,0.17640723
549,,0.17701422,,0.06173547,0.3075262,,,0.14845724,,,0.2887778
550,0.26169953,0.084386505,,0.38046837,0.053561784,0.036551323,,,,,0.17054865
551,,0.5945737,,0.100179195,,0.27345738,,,,0.027157882,
552,,,,0.23544319,0.20652413,,,0.4421789,,0.05823717,0.041050136
553,0.13937755,0.14472722,,,0.15188144,0.15474395,,,,,0.38695443
554,,0.06444051,,,0.5234543,,,,,0.125458,0.26285842
555,,0.04733488,,0.6685988,0.1101214,,,,,,0.15823252
556,,0.16741264,0.06355074,0.021695489,0.4584529,,0.04100903,0.10992695,0.1319103,,
557,,,,,0.62526166,,0.15327384,0.11335309,0.08741974,,
558,,,,,0.60033935,0.08847293,,0.12928966,,0.031800367,0.1300391
559,,,0.11099931,,0.38599107,0.052702006,,0.20199594,0.1909173,0.047852468,
560,0.12543984,0.046204146,0.32778293,0.09167786,0.07871961,0.0791579,,0.10503542,0.13749506,,
561,,0.09488603,,0.27839392,0.32641476,0.16841622,0.05418151,,0.016303787,,0.051541455
562,,0.15665478,0.15974973,,0.46515152,0.037690453,,0.070492044,0.050532788,0.0537966,
563,,0.0847912,,,0.6321469,0.08098188,0.04736353,,,0.13436954,
564,0.077608295,0.15248655,,0.33025405,0.08737364,0.039673455,0.07674376,,0.105766356,,0.12499882
565,,0.16131416,0.08588728,0.054175954,0.41421327,0.04739983,,0.17297219,,0.053740438,
566,,0.15064858,,,0.31534827,0.074586384,,,0.18138792,0.26242074,
567,,0.03449547,0.09051047,0.017844457,0.5864536,,,0.2304516,0.029944897,,
568,,0.025231754,,,0.51356137,0.070420094,,0.13151269,0.099201396,0.14921866,
569,,0.18567653,0.10601704,,0.3268135,,,0.16509934,0.104278535,0.099521264,
570,,0.025835162,0.3102681,0.039968662,0.30912894,0.033927955,,,0.19442306,,0.08113084
571,,0.16743876,,0.049802456,0.4584887,,0.06848302,,0.14552829,0.051192723,0.04532695
572,,0.16169915,,0.19451684,0.06089104,,,,,0.5655095,
573,0.043223787,0.18826829,0.22252715,0.108715385,0.29245123,0.031660423,,,,,0.10815548
574,0.11883284,0.42513385,,0.03659115,0.05096036,0.056484804,,,,,0.29939595
575,,0.1520787,,0.11519832,0.35815793,0.023179483,,0.30562484,0.036608513,,
576,,0.22013834,,,0.4934549,0.06492397,0.16854343,,,0.036985785,
577,,,,0.09707681,0.44211778,,,0.35270196,0.029296748,0.067352064,
578,,0.0142356455,,0.09272845,0.47639808,0.037654683,,0.03956514,0.13919078,0.19628906,
579,0.18245775,0.2004944,,0.30062658,,,,,,,0.29848224
580,,,0.2381221,,0.4853627,,,,0.14458936,0.11709446,
581,,,,0.08620679,0.22891626,,,0.2719189,,,0.3853848
582,,0.0670043,,0.030724857,0.28531852,0.1009952,,,,,0.49340248
583,,,,0.15949962,0.15739022,0.10527695,,,,0.13623013,0.42622408
584,,0.055063795,,0.41779986,0.20667623,0.07178817,,,,,0.23566952
585,0.15387203,0.1689555,,0.1564824,0.1048407,0.09780109,,0.24537182,,,0.060801473
586,0.07528728,0.2636981,0.021842096,0.16405557,,0.1446644,,0.11467104,,,0.20892406
587,,0.29308146,0.09504052,0.07009379,0.19096266,,,0.16852184,,,0.16786331
588,,,,,0.65436107,0.036472198,0.07515631,,0.06811691,,0.14906742
589,,0.1388663,,0.09729728,0.19121554,,0.35452893,,,,0.19462727
590,,0.013482707,,0.5154034,0.27920085,0.061225608,,0.120752506,,,
591,,0.18940039,,0.14428093,0.2058312,,,0.1696153,,0.23851644,0.039519306
592,0.16871959,0.19288951,,0.05969885,0.15408328,0.08181782,,0.1407789,0.024046773,0.05393483,0.11810475
593,,0.068689115,0.0625407,0.0205486,0.51819754,,0.085821465,,0.16754912,0.06673058,
594,0.19822715,0.19484147,,0.03896604,0.21170458,0.092083536,,0.24861789,,,
595,0.05409447,0.11891365,,0.1410405,0.24937618,0.055411,,0.08343759,,0.25012273,0.037520308
596,,0.15055527,,0.050741956,0.22617818,0.03692186,0.106284544,,,,0.41422337
597,,0.08042289,,0.6400924,0.11006604,,,0.10578908,,,0.049173325
598,,0.16832274,,0.54808575,0.12397886,0.031232478,,0.053747233,,,0.06710776
599,,0.13244735,,,0.4726422,0.14974973,,,,,0.22516818
600,,0.06517633,,0.8355828,0.026189176,,,,0.012347065,,0.056161307
601,,0.09773779,0.117021054,,0.46234658,0.064757384,,0.113058455,0.09721074,0.03855653,
602,,,0.63482076,,,0.010199613,0.05774715,0.011546341,0.2580181,0.012750988,
603,0.11742913,,,,0.14880429,0.09827514,0.35665816,0.059661023,0.028626002,0.039084043,0.14533643
604,,,0.44181272,0.04354392,0.010390471,0.05497144,0.060492665,,0.35082892,,0.03544803
605,0.05144497,0.0156528,0.07123617,,0.12324324,0.05602433,0.25359395,0.21958703,0.062243164,0.02404349,0.1158181
606,0.017163493,,0.61700284,,0.021471199,0.024989469,0.13908942,,0.07445891,0.05124253,0.03803373
607,0.041379217,,0.47419187,,0.06118593,,0.024878427,0.10845408,0.23929584,0.050554283,
608,0.023044437,,0.04741954,0.024577813,,0.061919127,0.41765854,0.045382842,0.06280084,0.08485769,0.22947854
609,0.73256433,,,,,,0.13654634,0.108440645,,,
610,0.026565844,0.01899268,,0.013728358,0.08657126,0.1254848,0.44277325,0.07730359,0.06133596,0.025257282,0.12133287
611,0.011601867,,0.35021266,,0.03216044,0.0716321,0.17461406,0.05076347,0.1291416,0.12722835,0.047937855
612,0.05445099,,0.11190384,0.06949974,0.06702618,0.05656204,0.33351675,0.056177456,0.023660833,0.08269529,0.13558267
613,,,0.35624608,0.022977967,0.036805294,,0.020486603,0.027887877,0.5195978,,
614,,,0.47608525,0.013920162,0.051288486,0.08669089,0.056764547,0.02947068,0.19803694,,0.0800261
615,,,0.35537997,,0.07353908,0.050251823,0.1346701,0.14524317,0.1362746,0.023846753,0.07069937
616,0.03701846,,0.06277525,,0.16418922,0.14180487,0.118331574,0.16970858,0.03800343,0.04783404,0.22006947
617,,,0.044372823,0.035406563,0.044827025,0.4811421,0.02188236,0.04786162,0.012234601,0.15922812,0.15286447
618,0.046527024,,0.19335884,,0.124335475,0.19825155,0.07833104,0.11184969,0.07336839,,0.17384902
619,0.01937072,,0.24496897,0.020681411,0.046268538,0.04603475,0.24561852,0.050839998,0.15023229,0.027969368,0.14155573
620,,0.06143624,,0.096197516,0.050259676,0.03872329,0.1812092,0.14642707,0.023976674,,0.3948283
621,0.027124086,,0.1235016,0.019516632,0.1558456,0.07984837,,0.3465327,0.06651456,0.07838386,0.10255689
622,0.08463009,0.015821964,,,,0.48627308,0.33202827,0.038970385,,,0.029175464
623,0.02506086,,0.53291243,0.047628704,0.019686026,0.011391736,0.09771022,0.114447095,0.11121537,0.021789698,
624,,,0.7104848,,0.032426458,0.034547962,0.016867617,0.10534082,0.09641844,,
625,0.021365328,,0.40189168,0.035480585,0.088975884,0.015993588,0.17765796,0.016571783,0.16443537,,0.06890957
626,0.037946086,,0.4342274,,0.089750044,0.03974858,0.13087814,0.15567312,,0.040235844,0.065639295
627,0.021700496,,0.35772675,0.034336302,0.11528084,0.012677076,0.16535322,0.0565573,0.11374475,0.035306044,0.08729049
628,0.011952854,,0.6185468,0.019049857,0.04050071,0.013099816,0.1271802,,0.1141683,0.032018013,0.022877576
629,0.052086897,0.025450876,,0.11965479,0.03329397,,0.14707303,0.22284344,0.033124343,,0.36633015
630,0.078836225,,0.09757881,0.046766985,0.20409833,,0.29856005,,0.06804351,0.047393836,0.152619
631,0.023841772,,0.49317622,,0.06170827,0.061284218,0.033670384,0.18023424,0.026434068,0.113212846,
632,0.05950498,,0.05510055,0.070183374,0.09187112,0.06820536,0.2423617,0.101501845,0.057905387,0.013238111,0.2400921
633,,,0.39545542,0.02148173,0.033098225,0.040158667,0.045115888,0.16150463,0.11656835,,0.17049652
634,0.010687494,,0.39954144,0.036384262,0.04206278,,0.09127213,0.041865557,0.262828,,0.108972095
635,0.04797908,0.014705431,0.03259912,,0.11670742,0.11807154,0.26932153,0.1539158,0.06963103,0.015459154,0.15212068
636,0.020512933,0.010722895,0.64972293,,0.03410227,0.05342419,0.07027865,0.096001565,,,0.0651981
637,0.0232934,,0.57461494,0.0106453,0.019828282,,0.07237261,0.0862095,0.16866115,0.038973074,
638,,,0.23614311,0.07467012,0.09133182,0.06521594,0.13179193,0.047656413,0.11849728,0.05299414,0.17801479
639,,,0.48210332,,0.056990568,0.02142224,0.08442545,0.10261892,0.23483764,0.010781498,
640,,0.028897684,0.28534994,0.10706388,,0.026890675,0.01415212,0.045938626,0.08311982,0.077568345,0.32429922
641,,,0.73187834,,0.0862611,0.03157723,0.07870985,0.0264646,,,0.035831504
642,0.014791182,,0.5711404,,0.048731223,0.08577198,0.097268544,0.034069806,0.11037573,,0.021038722
643,,,0.38971287,,0.058885142,0.018671062,0.047998983,0.05704499,0.32765126,0.08789879,
644,,0.010760197,0.41094154,,0.04914473,0.049246553,0.10056614,0.11613497,0.069127284,0.043401904,0.137892
645,0.093677334,,0.021089178,,0.14019686,0.10019847,0.31841016,0.08694453,0.041318737,,0.18261135
646,0.010584415,,0.20452538,0.092590265,0.060218524,0.06490104,0.170779,0.016723542,0.05620903,,0.32343444
647,0.045440074,,0.18931572,,0.07758002,0.045160465,0.26766452,0.09047764,0.04168913,0.019432912,0.21777421
648,0.016624494,,0.6491427,,0.0557088,0.0703579,0.098240845,,0.08015191,,0.02749113
649,,,0.71798337,0.040911317,0.025255376,0.012284824,0.030938463,,0.11398862,,0.049995486
650,0.05582441,,0.17238232,0.02261757,0.11108969,0.06525438,0.21483904,0.037757535,0.056330837,0.09294884,0.17089045
651,0.03266121,,0.5818733,,0.038786285,0.013501171,0.08456298,0.104847774,0.013856734,,0.115209036
652,,0.018619446,0.34603888,,0.013521619,0.020542143,0.094437,,0.10389973,,0.38469264
653,,,0.56494814,,0.076217264,0.024281258,0.01570495,0.22600105,0.083118364,,
654,,,0.835389,,0.020996518,0.024387723,,0.07143102,,0.028204057,0.015843594
655,0.022205025,,0.6785428,0.014294082,0.035127543,0.029870613,0.057060067,0.03589866,0.05234771,0.010300269,0.05993603
656,,,0.6396158,,0.038660828,,,0.045082387,0.27106032,,
657,0.016879568,0.014754308,,0.06531416,0.14439207,0.051256906,0.18777809,0.26005057,0.03755605,0.055664275,0.16625252
658,0.029862577,,,,0.098772615,0.29325303,0.1916664,0.19649667,0.029850911,0.011466888,0.14840072
659,0.016675243,,0.36009616,0.056507133,0.039584443,0.0804744,0.01981255,0.2161325,0.11699005,,0.078493305
660,0.035105783,0.015483705,0.3345369,0.021711666,0.020468473,0.14927813,0.12544617,0.078931496,0.11610881,0.025000913,0.07791871
661,0.060753826,0.012051381,0.3407252,,0.025631888,0.021232257,0.107496336,0.27171284,0.10330424,0.019116232,0.030433303
662,0.10070933,,0.2335654,0.031482544,,,0.22373997,0.04620947,0.21157987,0.022307225,0.12534696
663,0.07693011,0.012287826,0.05139773,0.019523565,0.06297709,0.21608853,0.27374277,0.08358763,0.026322957,0.029699469,0.14741902
664,0.023032665,,0.38720998,0.021868847,0.026184347,0.07628191,0.09454529,0.20531997,0.017965727,0.08280885,0.05769562
665,0.03332417,0.021549188,,,0.1487383,0.067048505,0.11999481,0.37829986,,,0.22096476
666,,0.042764515,0.11111574,0.03081154,,0.10086865,0.18061009,0.18667729,0.057269387,0.017020907,0.26730314
667,0.038776048,0.025508441,0.14685959,,0.09241221,0.0578092,0.21119407,0.117659375,,0.018523708,0.29093587
668,0.014225002,,0.45035186,0.010543944,0.040694695,0.043166578,0.076115124,0.024483912,0.33433378,,
669,0.15078333,,,0.021909723,0.20521902,,0.3134966,,0.025897795,0.035453744,0.24708132
670,,,0.14169663,0.14698467,0.0966566,0.06825615,0.07760361,0.3002963,0.01990333,0.091253445,0.05724903
671,0.016035028,,0.23026967,0.017270515,0.14684382,0.115927376,0.23442355,0.02381758,0.10413917,0.030903619,0.08034194
