document,0,1,2,3,4,5,6,7,8,9,10
672,0.03255898,,0.11637423,0.08283511,0.03285198,0.055854864,0.23313121,0.08958787,,,0.34887263
673,,,0.41058233,0.033855297,0.07820552,,0.1923806,0.017474113,0.079744756,0.052170314,0.13534972
674,0.042623837,,0.52460176,,,0.063858055,0.049673866,0.07178936,0.117847644,,0.11233369
675,,,0.42948726,0.030665135,0.042219415,0.062198196,0.14820729,0.054187883,0.100008905,0.02004543,0.10371438
676,0.05015798,,0.084350064,0.029518222,0.08459947,0.14194094,0.2594287,0.15792339,0.03641674,,0.1466301
677,,,0.5406721,,,,,,0.4556231,,
678,0.019383546,0.012267159,0.18761535,,0.094937555,0.15491028,0.17306386,0.09471908,0.05540798,,0.19785543
679,0.01639701,,0.13621065,,0.08611707,0.13587815,0.16377066,0.17590505,0.10989414,0.02991854,0.13616826
680,0.07017317,,0.012952895,0.038674533,0.0806854,0.15918966,0.23575386,0.11908185,0.031202719,0.062224846,0.18832158
681,0.030723555,,0.08287586,0.023805585,0.09026685,0.08180035,0.14867537,0.32129684,0.06491065,0.041628424,0.10838828
682,,,0.71571416,0.10587933,,0.01636485,,,0.15680107,,
683,0.041974053,0.04682583,0.017318388,0.08311504,0.022121612,0.06595299,0.14705761,0.13835344,0.048751816,0.09748493,0.29100594
684,0.015155175,,0.1622676,0.022885585,0.09470941,0.030802215,0.12873863,0.19969247,0.20372824,0.056607906,0.08538066
685,0.02933975,,,0.028460335,0.16346969,0.14921016,0.23344441,0.15101337,0.021873452,0.032509618,0.1822137
686,0.04554922,,0.12549482,0.17053437,0.16964526,0.036004473,0.18973601,0.105839096,0.05611898,0.05694155,0.044065613
687,,0.042094726,0.37567517,0.07861237,,0.025142448,0.03545739,0.06591522,0.32756728,0.020370191,0.024158336
688,,,0.23700805,0.013198706,0.103991844,0.049422644,0.1296329,0.11592427,0.1684622,0.010880797,0.1624498
689,0.07603146,,,0.04320496,0.10131693,0.13612826,0.3284854,0.08996385,0.04350834,0.025089595,0.15617344
690,,0.0212938,0.30966264,0.04016023,0.08633186,0.021010593,0.078215756,0.09237168,0.19117412,0.014720449,0.14421064
691,0.024788087,,0.41008255,0.018691385,0.055588093,0.07486545,0.15743454,0.13848603,,0.011786847,0.09945575
692,,,0.36701587,0.038021855,0.068214945,0.07623037,0.20606549,0.0925958,,0.043992255,0.10508825
693,0.014062994,,0.5906326,0.020515785,0.032990236,0.05484651,0.1122985,0.022275869,0.07352478,0.023164742,0.055662747
694,,0.011429442,0.12831675,0.08195708,0.016026739,0.025560485,0.15510626,0.049403787,0.039488092,,0.4917843
695,,,0.39057684,0.0181821,0.032334186,0.03187356,0.069378465,0.015415495,0.20404127,,0.23138401
696,0.015464622,,0.29539466,,0.12007218,0.11676201,0.13597962,0.09212555,0.15347816,,0.05507089
697,0.027447376,,,0.047401227,0.112118505,0.05560159,0.19218938,0.21814436,0.0614176,0.06391549,0.2216663
698,,,0.6526012,0.019798378,,,0.014735686,0.010132569,0.081421725,0.103118055,0.106486365
699,,0.057394136,0.36301968,0.0376656,0.012673359,0.018627774,0.110287495,0.122845925,,,0.26935238
700,,,0.19354461,,0.11686156,0.032032996,0.121767685,0.10607021,0.12190019,0.020042982,0.28154433
701,0.015988177,,0.37982515,,0.057719346,0.1740379,0.2671655,0.018669795,0.053990662,0.017087687,
702,,,0.36265662,0.012945831,0.07735117,0.12699524,0.16597894,0.039942905,0.023307754,0.11801416,0.06681072
703,0.044070955,,0.1113255,0.033916827,0.05859063,0.0707679,0.20701453,0.09495523,0.06696236,0.07325624,0.23909268
704,,,0.17075852,0.11718091,0.13094613,,0.12950948,,0.24014619,0.058476437,0.15098344
705,0.023898728,,0.16656473,,0.20706023,,0.35117003,0.04641232,0.05469898,0.0426533,0.098585315
706,0.030932896,0.03287472,0.28249273,0.032923967,0.05542156,0.021962075,0.14595227,0.13220115,0.13619772,0.02149894,0.10752376
707,,0.012732343,0.6512055,,,0.01299282,,0.030279685,0.28236237,,
708,0.0128768915,,0.4337774,0.08655974,0.06006788,0.014288013,0.099750474,0.011897677,0.22057624,0.028421674,0.03177212
709,0.03659893,,0.22154923,,0.117518224,0.12252418,0.1940886,0.14485091,0.04842921,0.024199877,0.07723935
710,0.0129899345,,0.23159796,0.103524,0.043543343,0.09024436,0.11167081,0.09742401,0.08208666,0.22298416,
711,0.030449191,,0.48324046,0.013542003,0.032551516,0.030065853,0.15509717,0.030713482,0.03126528,0.03347401,0.1582853
712,,,0.5267249,,0.046477422,0.10169219,0.049867872,0.15326644,0.08894106,,0.021446899
713,0.018454965,,0.6039918,,0.05284943,0.02222883,0.06869687,0.021860238,0.15586191,,0.045314472
714,0.023839217,0.027677659,,0.17514388,,,0.16553403,0.15950853,0.01576888,0.028252998,0.4018352
715,,,0.38538358,0.034062594,0.04278902,0.10046063,0.14719398,0.051668085,0.06428368,,0.162768
716,0.0190404,,0.88715786,,,,,,,0.017906342,0.073710896
717,,,0.31800267,,,0.06858715,,,0.54598576,,0.059797224
718,0.011749771,,0.40603986,0.13327186,0.028027928,0.057348583,0.07597109,0.08640083,0.06659906,0.015846154,0.11447215
719,0.020666666,,0.19722733,0.030484736,0.077575214,0.075385295,0.24042714,0.09570969,0.07433278,,0.17121974
720,,,0.45010105,0.013935747,0.07445216,0.09325469,0.08549516,,0.26032975,,0.019651005
721,,,0.7238299,0.019945046,0.013536553,,0.013076265,0.019217107,0.09088679,0.046325672,0.063866675
722,0.03188954,,,0.16474459,0.081606865,0.09562106,,,,0.55695057,0.0587242
723,0.028806465,0.020929858,,,0.101059124,0.040449623,0.24255975,0.17162454,0.049314015,0.010311886,0.3263511
