wgs_wes__Kidney-RCC,12,0.31,0.91,3474,400,400,"range(2, 30, 2)",226,Variational Lower Bound,-4600415.741903186
wgs_wes__Eso,12,0.31,0.31,3474,400,400,"range(2, 30, 2)",724,Variational Lower Bound,-12891261.682457328
wgs_wes__Head-SCC,14,0.91,0.31,3474,400,400,"range(2, 30, 2)",438,Variational Lower Bound,-3951712.7009079456
