document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,0.016801877,,,0.025327837,0.028109096,,,0.011234106,0.74792314,0.020773906,0.023553321,0.08261434,0.023844533
1,0.74221146,,0.028392835,,0.0146111315,0.04042152,0.011314376,,,0.030182894,0.027195428,0.03976232,0.020649377,0.018508421
2,0.71997845,0.011033288,0.022131408,0.05629626,,0.011669243,0.039273128,0.017670812,0.012643554,0.015104272,0.029449772,,0.035460033,0.014620607
3,0.58559674,,,0.18827927,0.010185988,0.026487574,0.017649163,0.01549681,0.013731657,0.029327473,0.021331655,0.012812892,0.0423577,0.019984832
4,0.6802117,0.024360681,0.018034413,,0.043584462,0.022367524,0.056014344,,,0.034488637,0.02729745,0.030071639,0.036871508,
5,0.18630551,0.01670118,0.10831925,0.011958422,0.011574616,0.033809498,0.1816369,,0.07673163,0.052857388,0.1274848,0.020740854,0.13919061,0.0230732
6,0.012025718,0.03346797,0.04511122,0.2199332,0.029917771,0.023035245,0.05295159,0.03035584,0.020616764,0.052212276,0.020978928,0.025627367,0.41959515,0.014170941
7,0.014651832,0.17016436,0.028064905,0.014674266,0.16661191,0.018323041,0.2171809,0.061156936,0.05473236,0.027975088,0.03599427,0.020665243,0.07306207,0.09674279
8,0.012601209,0.01955857,0.024533175,0.021031637,0.03894577,0.033528578,0.012156913,0.01718325,0.036670227,0.05198,0.22546329,0.03143176,0.35482302,0.12009264
9,0.017063282,0.46279627,0.049622763,0.032984603,0.039714146,0.031444393,0.15811577,0.03685414,0.025546996,0.019865884,0.033832412,0.010989995,0.045683686,0.03548566
10,,,,0.8573346,,,0.019052224,,,0.024531666,,0.014606367,0.039351515,
11,,,,0.80977,,,,,,0.035169758,0.012787274,0.02050591,0.06591492,
12,0.020633904,0.05577215,0.17131346,0.08480258,0.093203254,0.018649796,0.068604186,0.0973537,0.041190147,0.114807524,0.018612938,0.014495863,0.1832603,0.017300196
13,0.014630765,0.05921574,0.014705617,0.17208758,0.018105997,0.10393121,0.12018385,0.045545068,0.024369456,0.107328795,0.03717624,0.03730217,0.176249,0.06916855
14,,0.10439926,0.023021929,0.013259491,0.019228827,0.21822906,0.31432298,0.021084778,0.013323577,0.035779387,,0.041733094,0.035364866,0.14776012
15,0.011724991,0.03439879,0.045187425,0.046254948,0.07914502,0.104235545,0.31541145,0.07625505,0.024151735,0.065776266,0.051730815,0.02042524,0.05012021,0.075182475
