document,0,1,2,3,4,6,7,9,10,11
0,,0.31298187,,,,,0.6266126,,0.03834699,
1,,,,,,,0.8364951,,,0.14680548
2,0.45233837,0.39776397,,,,,0.05212375,,0.07776822,
3,,,0.4585168,,,0.06709997,0.38600352,,0.0608599,
4,0.30330682,0.47342324,,,,,0.11445186,,,0.08351591
5,0.6648748,,,0.064620316,,,,,,0.23884791
6,0.42141637,0.28305176,,,,0.0753448,0.19509533,,,
7,,0.22613563,0.4793613,,,,0.26294658,,,
8,0.30302536,0.21324985,0.3137877,,,,0.1243186,,0.02469191,
9,0.29562652,0.44894505,,,,,0.2266488,,,
10,,,,,,,,,0.99492294,
11,,0.40614602,0.40484604,,,,0.16134116,,,
12,0.26364937,,0.11506039,,,,0.21868797,,,0.37505215
13,0.37891856,,0.43732756,,,0.027044244,0.08492146,,0.05741609,
14,,0.68115145,0.17861246,,,,0.111549206,,,
15,0.7957735,,,,,0.04976579,,,0.14850108,
16,,0.6281395,,,,,0.10405312,,0.042617638,0.20226118
17,0.25221598,,0.30318484,0.12434096,,,0.2972643,,,
18,0.27963954,0.31706005,0.27018538,,,,0.058551654,,0.0552985,
19,0.6467279,,0.1271115,,,,,,0.033678282,0.16473302
20,,,0.61935574,,,0.027751843,0.2677189,,0.057529908,
21,,,,,,,0.84329545,,0.036175046,0.11613383
22,,,0.46735877,,,,0.1865158,,0.033007246,0.2889758
23,0.19295426,,0.556254,,,,0.2230633,,,
24,0.21523145,,0.44896442,,,0.062658705,0.24891952,,,
25,0.3026843,,0.46390894,,,0.031232307,,,0.044692047,0.13787949
26,0.49133876,,0.24767247,,,,0.2314931,,,
27,0.35336277,,0.4346948,,,,0.18089026,,,
28,0.366577,,0.40481514,,,,0.18023251,,0.025960527,
29,,,,,,,0.22034445,,,0.7474931
30,0.46439165,0.15656672,0.31916153,,0.041137442,,,,,
31,0.09764495,0.3256558,,,,0.041548144,0.21647628,,0.08536597,0.21468341
32,,0.50614464,,,,0.028763004,0.41073093,,0.029461417,
