topic,SBS3,SBS5,SBS6,SBS12,SBS22,SBS40,SBS45,SBS57
0,0.8411270640790693,,,,,0.936304298828198,,
1,,,,,,0.8842334379921974,,
2,0.8634505992186992,0.8798781411988809,,,,0.9545081150475966,,
3,,,,,,,,
4,,,,,,,,0.9880352690075553
5,0.8681274277703239,,,,,0.8266076172383465,,
6,,,,,0.9913970792983032,,,
7,,,0.8109227809085232,,,,,
8,0.8681274277703239,,,,,0.8266076172383465,,
9,,,,,,,,
10,,,,,,,0.8330187128259791,
11,0.8109221102825155,0.9058177840850603,,0.8193306475502411,,0.8085858082615373,,
