,SBS3,SBS5,SBS6,SBS12,SBS22,SBS40,SBS45,SBS57
0,,,,,,,,
1,,,,,,,,
2,,,,,0.9415587463017305,,,
3,,0.8832412878205675,,0.8339567839485903,,,,
4,,,0.8021539073385369,,,,,
5,0.8681353280550359,,,,,0.8267576412019013,,
6,0.8581949190172269,0.8713556216414764,,,,0.9599507056755799,,
7,,,,,,,,0.9797678302974768
8,,,,,,,0.8287185717635012,
9,,,,,,,,
10,,,,,,,,
