document,0,1,2,3,4,6,7,8,9,11
0,0.2624427,0.71870464,,,,,0.015783874,,,
1,0.62385494,0.081502855,0.03241886,,0.07393691,,,0.17351843,,
2,0.5443793,,,,,0.14723209,,0.1308872,,0.160129
3,0.42504823,0.5591494,,,,,0.012194907,,,
4,0.15669651,,0.028603027,0.38160437,,0.05564306,,,0.1796281,0.18769518
5,0.25691488,0.6780768,,,,,0.059878092,,,
6,0.5235817,,0.070747115,0.1756423,,,,,0.04882206,0.15958945
7,0.31899148,,,,,,0.58238024,,,0.087583214
8,0.6184801,,0.08613412,,,0.15815994,,,0.051626146,0.07283238
9,0.1792357,,,,,,0.8116551,,,
10,0.4508389,,0.10274053,0.2579117,,,0.17440072,,,
11,0.24331969,,,,0.045841873,,0.69319123,,,
12,0.6446879,,0.07526168,,0.025218934,,0.24139526,,,
13,0.34273642,,,,0.03464063,,0.604581,,,
14,0.64813846,,0.077721186,,,,,0.25794524,,
15,0.5966594,,0.03563572,,,,0.265804,0.085799165,,
16,0.535462,,,,0.14107864,0.07558341,,,0.09437968,0.13244788
17,0.7162995,,0.036402516,,,0.12636329,,0.10483294,,
18,0.4433818,0.074080884,0.11193052,,0.020421904,,0.26265097,,,0.07152294
19,0.587402,,0.062406424,,,0.046563037,0.28332204,,,
20,0.44939956,,,0.06753074,0.059384912,,,0.4093152,,
21,0.67475736,,0.12534551,,,,0.057852015,,,0.12702772
22,0.5247016,,0.060202017,0.15699643,0.071561664,0.054307923,0.116472095,,,
23,0.3451198,,0.07425243,0.17896926,0.14106387,0.042300977,0.20472576,,,
24,0.6812024,,0.15395845,,0.043103434,,0.10322227,,,
25,0.58677405,,,0.14683905,,,0.13084146,0.11522662,,
26,0.6469182,,0.044255145,,,,0.03803328,0.11812737,0.12943506,
27,0.56176084,0.25690997,,,,0.041822933,,,0.12154229,
28,0.32197627,0.085456595,,0.30215412,0.22926259,,,,0.039593607,0.013693101
29,0.7659263,,,,,,,0.17147438,,0.047706544
30,0.54451907,,0.06061776,0.047654293,0.14911537,,,0.06592525,0.119400755,
31,0.5841869,,0.07612663,,,0.05425656,0.12438175,,0.14068016,
32,0.56329846,,,,0.059468366,,0.055466782,0.21195364,0.09236207,
33,0.37303847,0.083572775,0.18853836,,,,,0.20593363,,0.12976319
34,0.1409242,0.06065496,,0.07169352,0.0778549,,0.6390782,,,
35,0.43812427,0.5273987,,,,,,,0.022785434,
36,0.4818327,,,0.12082688,,0.049618818,,0.32620177,,
37,0.51001334,0.042628422,,,0.045651935,0.1272514,0.12316222,0.13649641,,
38,0.55412316,,,0.0672784,,,0.22672209,,0.13180463,
39,0.48054844,,,0.14498828,0.053456064,,0.30982742,,,
40,0.43525124,0.11660031,,,,,0.33163312,,0.10579219,
41,0.6778673,0.07201229,0.13617802,,,,,,,0.091393135
42,0.47315162,,0.12789436,,0.038984068,0.12192248,0.16367579,,0.063634984,
43,0.5939478,,0.08258537,,,,0.21043612,,,0.09809587
44,0.27627215,,,,0.047502074,0.060373686,0.24129689,,0.3627124,
45,0.5549012,0.43433893,,,,,,,,
46,0.600993,0.18967582,,,0.06773795,,,0.05834965,0.06543143,
47,0.45946643,,,,0.02432339,0.06958094,0.4341281,,,
48,0.6226928,,0.14114912,0.097834975,,,,0.12503043,,
49,0.2102602,,,,0.043054126,,0.7383165,,,
50,0.35225987,,,0.27315238,0.18436389,0.07806005,0.10421319,,,
51,0.57182306,,,,0.08763984,0.13258715,0.19273952,,,
52,0.48375264,0.063945144,,,0.07070016,0.18061215,0.18084812,,,
53,0.61795473,0.108511865,0.062547825,0.08378164,,0.113204814,,,,
54,0.5727224,,,0.13796584,,0.08532503,0.18377261,,,
55,0.6382727,,0.09049387,,0.094931796,,,,0.08368126,0.07052252
56,0.4799936,,0.03210206,0.118835375,,0.080825314,0.2764033,,,
57,0.22579697,,,,0.5824323,,0.18528625,,,
58,0.41384026,,0.028734906,,,,0.5449506,,,
59,0.55932933,0.06728576,0.03456916,,0.026310932,,0.18945111,,0.10833011,
60,0.5654018,,,,0.023555385,0.0940097,0.3057873,,,
61,0.26677176,0.1708784,,0.20478156,0.106876865,,,0.23117153,,
62,0.45613188,,0.11496235,,0.0386058,0.04755229,,,0.11841802,0.21386607
63,0.5116278,,0.1963539,0.05330728,0.02579392,,0.12182724,,,0.08104049
64,0.5398511,0.029180696,,,,,0.26990655,0.15169413,,
65,0.5342624,,0.11498819,0.087507285,0.041575033,,,0.15811291,0.049706142,
66,0.2814255,0.08265747,,,,,0.3075828,0.30143887,,
67,0.7291199,,,,,,,0.23834029,,
68,0.5125181,0.1495924,0.11214354,,,,0.14655013,,0.059886597,
69,0.067498624,,0.04892721,,,,0.82302797,,0.049936462,
70,0.6272409,,0.0709425,0.19742997,,,0.08722487,,,
71,0.6167637,0.13588077,0.017323175,,,0.036496665,0.17991933,,,
72,0.4546239,0.15035807,0.068864666,0.16474657,,,0.07451839,,,0.0744294
73,0.46949896,,0.062610544,0.09050956,,,0.21230409,0.15084293,,
74,0.45239398,0.054924857,,,0.0937459,0.22957142,0.04470618,,,0.11143099
75,0.5499882,0.11583109,,,0.08844937,,,0.22851641,,
76,0.3409736,0.045405146,,,,0.17346324,0.24424143,0.18454172,,
77,0.48070878,,,0.2560669,0.070524536,,,0.17525615,,
78,0.43747267,0.1511991,,0.29203367,0.09832449,,,,,
79,0.6647646,,0.08864859,,0.058931023,,0.1731615,,,
80,0.60203665,0.04092462,0.04681611,,0.13776518,0.15494686,,,,
81,0.6515575,,0.07250867,,,0.13682847,0.12490993,,,
82,0.52992517,0.08944301,0.058093168,,0.074326545,,0.11723499,0.11982792,,
83,0.602088,,,0.061024398,0.025363162,0.2689531,,,,0.031040106
84,0.64104325,,0.12821339,,0.09918864,,,0.1129039,,
85,0.4052309,0.17378375,,0.07333731,0.09909952,,0.069903344,,0.16408356,
86,0.80113864,,0.01809466,,,0.040844698,,0.12694229,,
87,0.54347867,,,,0.039461702,,0.39988866,,,
88,0.33780238,,,,,0.14874946,0.31666434,,0.08052107,0.10156336
89,0.5770868,0.09554392,,,,,0.30406815,,,
90,0.5862624,,0.03163545,,,0.11151521,0.13441363,,0.12097119,
91,0.42907706,,,0.1753821,0.16332252,0.20564455,,,,
92,0.15172467,,,,,,0.6486409,,0.19194773,
93,0.56837684,0.09203892,,,0.06954995,0.21634616,,0.03224809,,
94,0.5327178,0.115133084,0.11601138,0.10918654,,,0.11047202,,,
95,0.6592215,,0.071568236,,,0.10630027,,,0.08865472,0.05644496
96,0.50489694,0.106371336,0.06892257,,,0.071046956,0.23765966,,,
97,0.65140456,0.13567331,,,,0.10831637,0.08597875,,,
98,0.6477521,,,,,0.10934474,,,0.09705206,0.11988252
99,0.4600334,0.07738195,0.09702348,,0.1769228,0.08796265,0.09218022,,,
100,0.37177128,,0.104404725,0.16021366,0.119247824,0.05525212,0.18120602,,,
101,0.4427683,,,,0.089321025,,0.15762293,0.291671,,
102,0.3314409,,,0.227562,,0.17633682,,,0.23815967,
103,0.52569616,,0.03811093,,,,0.3156747,,0.11066624,
104,0.7873673,0.055658467,0.03891089,,0.04254642,,,,0.05325558,
105,0.55093193,,0.1045818,,0.028235756,0.20856518,,,,0.09345338
106,0.38581115,,,,,,0.5941881,,,
107,0.5957947,,,,0.11561469,,,0.25989166,,
108,0.37656254,,0.09771546,,0.058948863,,,0.44644123,,
109,0.838629,,0.06626011,,,,0.07270485,,,
110,0.7528135,0.22712833,,,,,,,,
111,0.6200524,0.057056986,,,0.0592009,0.1455549,0.106413834,,,
112,0.6764803,,,0.07120442,0.09297861,0.037565038,0.102983825,,,
113,0.51687986,,,,,0.21363917,0.2429539,,,
114,0.27707028,0.14214875,,,0.0750079,,0.09295916,,0.23217797,0.1639746
115,0.71641845,,,,0.11991577,,,0.14575383,,
116,0.60938776,,0.10037389,0.18087985,,0.08664972,,,,
117,0.343247,,,0.30052403,0.23293538,0.10990091,,,,
118,0.7747408,,0.10972467,,0.09067134,,,,,
119,0.82635045,,,0.07426295,,,0.026948147,,0.051747207,
120,0.5817212,,0.076295085,,0.028278288,0.0650588,0.2360638,,,
