document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,0.74372286,0.022068895,0.031338245,,0.018770704,,,0.08050054,0.03833371,,,0.01886368,0.015385335
1,0.7403265,0.032117307,0.021050744,0.03222149,0.030408587,0.01008413,,0.027314816,0.023450285,0.021175865,,0.023755897,0.0143165095,0.010364045
2,0.71160334,0.01598277,0.0132109085,0.048075948,0.01377664,0.011296664,0.054860614,,0.031014793,0.01063405,0.03745137,0.017032541,0.012117885,0.017329542
3,0.58677644,0.030484313,0.020408118,0.02417845,,0.010677101,0.18606347,0.013085787,0.039905444,0.018325299,0.014816479,0.019115819,0.010150103,0.016532175
4,0.6779499,0.032651898,,0.027834527,0.023706129,0.027085932,,0.016131362,0.033927593,0.014465103,0.048001587,0.021393102,0.017652065,0.04912078
5,0.18502328,0.049636863,0.02333303,0.19439909,0.090446874,0.010273949,,0.011759797,0.11158122,0.05906351,0.17918998,0.05043025,0.014559101,0.012247415
6,0.011743707,0.04682232,0.013060446,0.112666994,0.022084424,0.025054546,0.21409364,0.027033051,0.36976627,0.02036895,0.050391294,0.019383948,0.029081352,0.03844905
7,0.014686844,0.027598295,0.089702606,0.067001864,0.034558546,0.24289659,0.018372038,0.018864485,0.058129437,0.030985294,0.23512243,0.022048334,0.09521324,0.044819962
8,0.010921843,0.04850795,0.11215106,0.36177206,0.023372425,0.021094188,0.021743203,0.028354967,0.23583667,0.050971717,0.011713517,0.027168296,0.018859204,0.027532894
9,0.018983034,0.016829228,0.022370152,0.020332316,0.062242985,0.06657371,0.031353958,0.0106485775,0.047381278,0.021321082,0.18215525,0.029661924,0.42322272,0.046923757
10,,0.022031156,,,,,0.84227556,0.017769407,0.05691379,,0.015129174,0.011557496,,
11,,0.031073209,,,,,0.7770219,0.027252905,0.09055745,,,0.0249022,,
12,0.019618902,0.110466234,0.015473417,0.11569625,0.13891786,0.10688371,0.11000272,0.015154152,0.16393532,0.022184951,0.09249633,0.012568762,0.034329254,0.042272102
13,0.015066325,0.101690575,0.06785712,0.06433138,0.014515159,0.020599337,0.17567709,0.043248482,0.14742023,0.042852562,0.1186445,0.030953882,0.08695144,0.07019189
14,,0.03607732,0.14144224,0.014388033,0.015438284,0.015130441,0.01813188,0.041415006,0.031417046,0.034995098,0.32958254,,0.2037725,0.1038398
15,0.0117975,0.05243237,0.064695805,0.016016081,0.04188565,0.04670687,0.051640466,0.01692963,0.041014437,0.024630975,0.31485432,0.07371436,0.032020573,0.21166092
16,0.044294115,0.036718357,0.017550463,0.040445987,0.16640557,0.16932616,0.014569708,0.061528344,0.11300925,0.09438745,0.09229068,0.03662381,0.03366083,0.07918925
17,0.03519351,0.057526723,0.13058916,0.044960458,0.036449566,0.039109472,0.018122176,0.014280514,,0.021092784,0.32423976,0.017724281,0.18653406,0.0646687
18,0.018821841,0.057337854,0.07703558,0.02838058,0.049079753,0.03603447,0.09167976,0.11227931,0.073234074,0.066837974,0.1681705,0.015372449,0.058106385,0.14762945
19,0.03152051,0.029269306,0.09021322,0.06333159,0.031467356,0.0364303,0.02742025,0.025592668,0.025297763,0.027070167,0.34439003,,0.21552335,0.043278683
20,0.02904588,0.018383399,0.031761397,0.120923966,0.10854019,0.08380777,0.033390626,0.032099392,0.019125506,0.038550418,0.41979954,0.01162114,0.02919833,0.023752447
21,0.032016944,0.072906405,0.038501635,0.029292231,0.14017239,0.01862062,0.023860062,0.046859737,0.4520276,0.017928729,0.054917186,0.017740762,0.026059339,0.02909634
22,0.013116628,0.010415767,0.029942561,,,0.014161537,0.17693694,0.041772384,0.4454727,0.017258992,0.19722012,,0.016585615,0.011856246
23,,0.04592865,,,,,0.74854875,,0.13376503,,0.013405958,,,
24,,0.053536296,0.06341384,0.060573764,0.041147403,0.05150782,0.02164484,0.015639905,,0.0731692,0.3265988,0.031206459,0.22787738,0.018196747
25,,0.063603066,0.05229234,0.025791075,0.037023444,0.051195282,,0.03984314,0.019155337,0.14834793,0.3942557,0.015452936,0.11693815,0.019105429
26,,0.105341524,0.012819083,0.015570711,0.010997065,0.01017502,0.6069531,0.054266125,0.11709618,0.021582121,0.011430113,,,0.010328826
27,0.4935803,0.2533737,,,,0.012056587,0.0366623,0.038830828,,0.021564582,0.04018853,0.022937432,0.035160515,0.014969115
28,0.040210906,,0.038560465,0.5810832,,,,0.016928889,0.2551776,,,,,0.014933084
29,0.46906847,0.03461216,,0.07829497,0.0352307,0.03383447,0.030358072,0.0126521345,0.07868427,0.021838678,0.13708925,0.040429413,0.010504595,
30,0.55968535,0.013924074,,0.06795141,0.018568013,0.024834087,0.12480303,0.01066092,0.06582587,,0.02214275,0.012819307,0.027139824,0.036667764
