document,0,1,2,3
0,0.81214195,0.039984364,0.11898561,0.028888082
1,0.5856763,0.10375193,0.2078292,0.10274251
2,0.69259495,0.245808,0.030690342,0.030906765
3,0.28198224,0.6470887,0.035396826,0.035532225
4,0.54405063,0.18583372,0.13470933,0.13540632
5,0.41938874,0.2091209,0.18598528,0.18550505
6,0.30861273,0.62040275,0.03514181,0.0358427
7,0.7283768,0.2455308,0.013007175,0.013085213
8,0.9607316,0.036149684,,
9,0.9682466,0.030447595,,
10,0.85331786,0.14422826,,
11,0.73356926,0.26347876,,
12,0.49151358,0.50473005,,
13,0.9633067,0.03069546,,
14,0.92733175,0.066086106,,
15,0.86882067,0.1264213,,
16,0.98559994,,,
17,0.99030197,,,
18,0.85071033,0.14383502,,
19,0.9891257,,,
20,0.9673138,0.027853163,,
21,0.80917406,0.18305545,,
22,0.8404559,0.15436396,,
23,0.8594383,0.1314538,,
24,0.68234634,0.31234306,,
25,0.91552734,0.078508474,,
26,0.98124117,0.014204435,,
27,0.96902907,0.026107715,,
28,0.9808343,0.013923121,,
29,0.9722251,0.02505856,,
30,0.80081016,0.19750583,,
31,0.9935441,,,
32,0.9515911,0.046470318,,
33,0.96113837,0.037364177,,
34,0.87619466,0.12273939,,
35,0.9033042,0.09542982,,
36,0.99715996,,,
37,0.9880843,0.011113413,,
38,0.93510973,0.064259104,,
39,0.8871657,0.112274155,,
40,0.86830753,0.13123378,,
41,0.9064721,0.09301209,,
42,0.851711,0.14793831,,
43,0.82400715,0.17568061,,
44,0.82593787,0.1735827,,
45,0.7960744,0.20339748,,
46,0.79344076,0.20603582,,
47,0.82306707,0.17661446,,
48,0.77426255,0.22548667,,
49,0.6949789,0.304714,,
50,0.6782274,0.3215172,,
51,0.61251074,0.38729092,,
52,0.56975174,0.43006906,,
53,0.46201983,0.537771,,
54,0.37345257,0.6263562,,
55,0.39297113,0.6068165,,
56,0.33695695,0.6628319,,
57,0.2669196,0.73287755,,
58,0.26744685,0.7322958,,
59,0.14562105,0.85410947,,
60,0.081332155,0.9183582,,
61,0.08457281,0.915158,,
62,0.15191147,0.8477143,,
63,0.16810459,0.83153975,,
64,0.19574873,0.8038993,,
65,0.1887021,0.8109706,,
66,0.12990811,0.8696856,,
67,0.13007191,0.8694207,,
68,0.10499132,0.89442915,,
69,0.12978153,0.86963975,,
70,0.13315059,0.86610246,,
71,0.21723965,0.78200763,,
72,0.18217507,0.81697935,,
73,0.08852625,0.9106424,,
74,0.06621299,0.9328759,,
75,0.22657345,0.77258974,,
76,0.28358594,0.7155815,,
77,0.17439769,0.8247142,,
78,0.18014553,0.8187193,,
79,0.19289155,0.8062278,,
80,0.13999195,0.8587225,,
81,0.06280826,0.93563384,,
82,0.032071017,0.96612525,,
83,,0.9932018,,
84,0.010606308,0.98566884,,
85,0.09578562,0.86285436,0.020954337,0.020405658
