document,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.011752711,0.012104665,0.019452283,0.0796404,0.02312484,0.011640828,0.016068537,,0.022358181,0.024611874,0.76367724,,,
1,0.020951014,0.011415496,,0.028203698,0.017078012,0.042443577,0.02645898,,0.016606128,0.012379693,0.03406672,0.012549109,,0.75941104
2,0.011087252,0.010914461,0.01281803,0.04692212,0.013119812,,0.027155329,0.051787484,,0.012881963,0.017081538,0.035131022,0.026007038,0.717906
3,0.015373048,,0.01280683,0.039790124,0.016385512,0.018005883,0.020201778,0.06311258,0.017503385,,0.030908134,0.01619438,0.14645757,0.5863059
4,,0.03331297,,0.051027913,0.013372996,0.02765779,0.025025979,,0.0200028,0.020586481,0.038784802,0.061088122,,0.6827652
5,0.024406973,0.03878652,0.018157825,0.22586425,0.04433167,0.013887879,0.097602494,0.018443475,0.027784798,0.017489359,0.054526538,0.20773199,0.015906366,0.19507988
6,0.01049621,0.03448707,0.024683354,0.35051447,0.022305485,0.105560906,0.01738438,0.21092121,0.015768545,0.03152217,0.049998224,0.052795194,0.061913874,0.011648894
7,0.069161974,0.2462174,0.05875292,0.08901001,0.032473378,0.021380566,0.029349754,0.020301914,0.031923745,0.09580051,0.030525578,0.24177372,0.017951036,0.015377527
8,0.08179013,0.031036785,0.064643696,0.43709847,0.049366053,0.033005048,0.1320409,0.016113503,0.031024747,0.022504156,0.05548664,0.01271686,0.021901334,0.011271731
9,0.028023975,0.121479236,0.0198479,0.0432509,0.02759845,0.012157339,0.03568518,0.06150695,0.017123846,0.36568013,0.018962214,0.21549585,0.01362846,0.019559544
10,,,,,,0.011938519,,0.3146821,,,0.021665217,0.013363249,0.5865444,
11,,,,,,0.04619898,0.013024672,0.35232535,,,0.02851523,,0.50324464,
12,0.014732548,0.23916014,0.019239387,0.23891191,0.025412686,0.015669916,0.013402441,0.12620707,0.015691701,0.03243946,0.116312146,0.08794361,0.034155365,0.020721637
13,0.050497692,0.019166527,0.041995198,0.15955451,0.047788393,0.111638315,0.028727794,0.04129765,0.012458513,0.09347093,0.1041719,0.13086468,0.14340231,0.014965611
14,0.11890795,0.01767331,0.070408545,0.034114476,0.03285734,0.051811412,,0.014585083,0.030438738,0.20259994,0.04096776,0.35727662,0.01650947,
15,0.06400936,0.114648096,0.046234235,0.06094015,0.04440014,0.03996613,0.045788005,0.060669743,0.014071812,0.041481182,0.06872498,0.3522725,0.034813438,0.011980245
16,0.0119549595,0.2842352,0.029608084,0.11730844,0.086267844,0.112810165,0.033833385,0.031265583,0.050238717,0.028469032,0.043588597,0.112083144,0.012686118,0.045650706
17,0.14951394,0.075432785,0.02068736,0.028368887,0.029729858,0.015985854,0.02299151,0.01056344,0.012171226,0.102836974,0.060041137,0.41102406,0.023807418,0.036845505
