document,0,1,2,3
0,0.17527826,0.044875827,0.10065288,0.679193
1,0.1278374,0.09448477,0.20878997,0.5688878
2,0.4461079,0.1806716,0.030622434,0.34259808
3,0.48810586,0.40585333,0.035778303,0.070262544
4,0.3454183,0.16980109,0.1394573,0.34532335
5,0.2578415,0.19384903,0.18429482,0.36401466
6,0.05026036,0.49329406,0.032437176,0.42400843
7,0.2573211,0.21245936,0.012728779,0.5174908
8,0.553923,,,0.43787774
9,0.49660316,,,0.49802762
10,0.50133115,0.08154426,,0.41592377
11,0.49050468,0.17255381,,0.33547354
12,0.27205327,0.41175008,,0.31436852
13,0.44032472,0.014053531,,0.54281855
14,0.4745435,0.030214112,,0.49205768
15,0.5179411,0.067635834,,0.41208208
16,0.4539305,,,0.5368975
17,0.4733324,,,0.52044594
18,0.68030906,0.042348802,,0.27461764
19,0.43446282,,,0.55782837
20,0.5688481,,,0.42066854
21,0.41426924,0.13417539,,0.44777253
22,0.2768776,0.1352487,,0.58545977
23,0.27286246,0.107176825,,0.6156904
24,0.41030228,0.2313624,,0.35571694
25,0.30376533,0.071932584,,0.6216189
26,0.40286583,,,0.58702654
27,0.3883379,0.014366788,,0.59504586
28,0.36514512,0.010346211,,0.62205243
29,0.3571755,0.015622509,,0.62597036
30,0.17898346,0.18491097,,0.635325
31,0.4050059,,,0.5906684
32,0.28696203,0.047573365,,0.66455835
33,0.4138284,0.013156029,,0.5722987
34,0.34272903,0.09227757,,0.56448996
35,0.3864636,0.06438705,,0.54855615
36,0.40950534,,,0.5888338
37,0.46021843,,,0.5377067
38,0.47539896,0.022394026,,0.5019016
39,0.5841917,0.039014246,,0.3765136
40,0.58747077,0.054426182,,0.35787448
41,0.54603744,0.03233887,,0.421368
42,0.58530647,0.06617185,,0.3483474
43,0.57496434,0.08921919,,0.3356602
44,0.61798275,0.080492474,,0.3012841
45,0.5618249,0.11398787,,0.3239219
46,0.58614016,0.10965222,,0.30394495
47,0.67300665,0.07126635,,0.25556546
48,0.670346,0.10503679,,0.22448945
49,0.61494386,0.17333074,,0.21156974
50,0.6843865,0.16819508,,0.14728838
51,0.6995354,0.20543756,,0.09492509
52,0.68481004,0.234998,,0.08010037
53,0.6722691,0.3064384,,0.021184677
54,0.6239863,0.37468553,,
55,0.56078964,0.3885417,,0.0505606
56,0.5090277,0.44245756,,0.04840765
57,0.41182983,0.52404255,,0.064025246
58,0.42912418,0.51553553,,0.05521038
59,0.24562337,0.6672307,,0.08701182
60,0.21037363,0.7237947,,0.06567699
61,0.04248029,0.7862052,,0.17118253
62,0.12670411,0.7074899,,0.16562147
63,0.08006435,0.7140798,,0.20568186
64,0.060730368,0.7011326,,0.23796567
65,0.04285227,0.711422,,0.24556677
66,,0.7632419,,0.23318127
67,0.016724493,0.76205,,0.22097906
68,,0.7741021,,0.2235955
69,,0.7640155,,0.22930612
70,,0.75965405,,0.23537594
71,0.22399983,0.6263975,,0.14922975
72,0.1918082,0.6621187,,0.14565647
73,0.13559814,0.74808794,,0.11590374
74,0.1411465,0.76185274,,0.096551396
75,0.46046886,0.5316135,,
76,0.5327891,0.46144357,,
77,0.44278368,0.55444604,,
78,0.43803537,0.55775577,,
79,0.46596155,0.5312044,,
80,0.40891632,0.5874777,,
81,0.32163873,0.6741877,,
82,0.33574384,0.6613448,,
83,0.123480715,0.8683081,,
84,0.18270664,0.8022938,,0.013130256
85,0.43592313,0.516719,0.021634005,0.025723897
